Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Van Der Zee, J.T.M., De Jong, B.","7102926587; 7102203639","Alignment Is Not Enough: Integrating Business and Information Technology Management with the Balanced Business Scorecard",1999,"Journal of Management Information Systems",16,"2",,137,156,,156,10.1080/07421222.1999.11518249,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033277396&partnerID=40&md5=f3eb9411d4ef2c068dca7442000b5170",Article,Final,"",Scopus,2-s2.0-0033277396
"Ryan, D., Jones, C."," ","Understanding digital marketing: Marketing strategies for engaging the digital generation",2009,"Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation",,"",,,,,155,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867932952&partnerID=40&md5=d3f55c23fa40171a9eb27ac28be94113",Article,Final,"",Scopus,2-s2.0-84867932952
"Sampler, J.L.","6603058830","Redefining industry structure for the information age",1998,"Strategic Management Journal",19,"4",,343,355,,155,10.1002/(SICI)1097-0266(199804)19:4<343::AID-SMJ975>3.0.CO;2-G,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000717982&partnerID=40&md5=ec0cd88ef17f6daa91663b987b8dfb2e",Article,Final,"",Scopus,2-s2.0-0000717982
"Klepper, R.","35607541900","The management of partnering development in I/S outsourcing",1995,"Journal of Information Technology",10,"4",,249,258,,154,10.1057/jit.1995.28,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21844504561&partnerID=40&md5=b8026158b8a2527cb8d191d582f92f58",Article,Final,"",Scopus,2-s2.0-21844504561
"McLoughlin, I., Clark, J."," ",[No title available],1994,"Technological Change at Work",,"",,,,,154,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003445250&partnerID=40&md5=c8706532ad0d04f52d1fc67e2debb835",Article,Final,"",Scopus,2-s2.0-0003445250
"Maidique, Modesto A., Hayes, Robert H.","6602914100; 7402082041","ART OF HIGH-TECHNOLOGY MANAGEMENT.",1984,"Sloan management review",25,"2",,17,31,,154,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0021634183&partnerID=40&md5=d511734a88bace41fee1ff0ed9a5c5cc",Article,Final,"",Scopus,2-s2.0-0021634183
"Gallivan, M.J., Spitler, V.K., Koufaris, M.","7006469650; 6507150622; 6508051561","Does information technology training really matter? A social information processing analysis of coworkers' influence on IT usage in the workplace",2005,"Journal of Management Information Systems",22,"1",,153,192,,153,10.1080/07421222.2003.11045830,"https://www.scopus.com/inward/record.url?eid=2-s2.0-23744455512&partnerID=40&md5=73227b6791770d652510d93ac19ceddc",Article,Final,"",Scopus,2-s2.0-23744455512
"Doll, W.J.","","Avenues for top management involvement in successful MIS development",1985,"MIS Quarterly",9,"1",,17,35,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002467871&partnerID=40&md5=3f9630d9615f91f17fed788ca5966ec0",Article,Final,"",Scopus,2-s2.0-0002467871
"Benlian, A., Koufaris, M., Hess, T.","8881259700; 6508051561; 7101870441","Service quality in software-as-a-service: Developing the SaaS-Qual measure and examining its role in usage continuance",2011,"Journal of Management Information Systems",28,"3",,85,126,,152,10.2753/MIS0742-1222280303,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84857885260&partnerID=40&md5=b3ca7621d88375525efc2ba4fbb5393d",Article,Final,"",Scopus,2-s2.0-84857885260
"Yoon, Y., Guimaraes, T., O'Neal, Q.","7402126698; 7004845422; 6504822993","Exploring the factors associated with expert systems success",1995,"MIS Quarterly: Management Information Systems",19,"1",,83,106,,152,10.2307/249712,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002974112&partnerID=40&md5=dbf2a7605c025000632530ec9f98ece7",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0002974112
"Stewart, D.W., Kamins, M.A."," ",[No title available],1993,"Secondary Research: Information Sources and Methods",,"",,,,,152,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0010099795&partnerID=40&md5=32a396f3fac13cc3487f1b94e0bfe321",Article,Final,"",Scopus,2-s2.0-0010099795
"Barki, H., Rivard, S., Talbot, J.","  ","A keyword classification scheme for IS research literature: An update",1993,"MIS Quarterly",17,"2",,209,226,,152,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000491034&partnerID=40&md5=f989dacc8a6808b6040bf81ca652202c",Article,Final,"",Scopus,2-s2.0-0000491034
"Mills, P.K.","",[No title available],1986,"Managing Service Industries",,"",,,,,152,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003742515&partnerID=40&md5=740c516b1ddffeb76b3e968416450764",Article,Final,"",Scopus,2-s2.0-0003742515
"Hartog, C., Herbert, M.","25632368700; 25632559500","1985 opinion survey of MIS managers: Key issues",1986,"MIS Quarterly: Management Information Systems",10,"4",,351,361,,152,10.2307/249189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55249121963&partnerID=40&md5=8ea48da1b3e0bd6b5e767f7d32400ca6",Review,Final,"",Scopus,2-s2.0-55249121963
"Marcolin, B.L., Compeau, D.R., Munro, M.C., Huff, S.L.","6506603580; 6603109080; 7102691829; 56111447200","Assessing User Competence: Conceptualization and Measurement",2000,"Information Systems Research",11,"1",,37,60,,151,10.1287/isre.11.1.37.11782,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034381936&partnerID=40&md5=1984962739634bb4412dbbca1f0626c3",Article,Final,"",Scopus,2-s2.0-0034381936
"Markus, M.L., Benjamin, R.I.","7103062162; 8535987900","Change agentry - The next IS frontier",1996,"MIS Quarterly: Management Information Systems",20,"4",,385,407,,151,10.2307/249561,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001427198&partnerID=40&md5=c9c72ab82b40cb1b2a960dfc6285112f",Article,Final,"",Scopus,2-s2.0-0001427198
"Krackhardt, D.","","Assessing the political landscape: Structure, cognition, and power in organizations",1990,"Administrative Science Quarterly",35,"2",,342,369,,151,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79960747105&partnerID=40&md5=f0cf5f01ff8bb04f4d6d03f6d88d8397",Article,Final,"",Scopus,2-s2.0-79960747105
"Venkatraman, N., Zaheer, A.","6701924291; 7005928191","Electronic integration and strategic advantage: A quasi-experimental study in the insurance industry",1990,"Information Systems Research",1,"4",,377,393,,151,10.1287/isre.1.4.377,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73549108972&partnerID=40&md5=d143b6f2d3652487200be31e704a7f55",Article,Final,"All Open Access, Green",Scopus,2-s2.0-73549108972
"Smaltz, D.H., Sambamurthy, V., Agarwal, R.","8452768500; 6701443128; 7402481134","The antecedents of CIO role effectiveness in organizations: An empirical study in the healthcare sector",2006,"IEEE Transactions on Engineering Management",53,"2",,207,222,,150,10.1109/TEM.2006.872248,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33646062255&partnerID=40&md5=13e26e387bfc9f2d5d77f3056d4afe37",Article,Final,"",Scopus,2-s2.0-33646062255
"Kearns, G.S., Lederer, A.L.","7101725955; 35584326900","The impact of industry contextual factors on IT focus and the use of IT for competitive advantage",2004,"Information and Management",41,"7",,899,919,,150,10.1016/j.im.2003.08.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2342649504&partnerID=40&md5=b49e96425ad358aff5be3b642b832811",Article,Final,"",Scopus,2-s2.0-2342649504
"Sabherwal, R., Kirs, P.","6701836761; 6603305364","The Alignment between Organizational Critical Success Factors and Information Technology Capability in Academic Institutions",1994,"Decision Sciences",25,"2",,301,330,,150,10.1111/j.1540-5915.1994.tb01844.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990623216&partnerID=40&md5=85d088d85130ae387404490ed521fde6",Article,Final,"",Scopus,2-s2.0-84990623216
"Quinn, James Brian","9044208600","TECHNOLOGICAL INNOVATION, ENTREPRENEURSHIP, AND STRATEGY.",1979,"Sloan Management Review",20,"3",,19,30,,150,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018446130&partnerID=40&md5=462df482a6533951537a0b360acc4cb6",Article,Final,"",Scopus,2-s2.0-0018446130
"Benbya, H., McKelvey, B.","15080564600; 6701840884","Toward a complexity theory of information systems development",2006,"Information Technology and People",19,"1",,12,34,,149,10.1108/09593840610649952,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645038121&partnerID=40&md5=9bad862321189b9b36549c4f9f3e98cc",Article,Final,"",Scopus,2-s2.0-33645038121
"Govindarajan, V.","7004184156","Implementing competitive strategies at the business unit level: Implications of matching managers to strategies",1989,"Strategic Management Journal",10,"3",,251,269,,149,10.1002/smj.4250100305,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989063354&partnerID=40&md5=01f4080e721a2c81f91776cc6b58064e",Article,Final,"",Scopus,2-s2.0-84989063354
"Zuboff, S.","","New worlds of computer-mediated work",1982,"Harvard Business Review",60,"5",,142,152,,149,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000717224&partnerID=40&md5=f4708e5086d255dc2a5417f5204eef53",Article,Final,"",Scopus,2-s2.0-0000717224
"Chatman, J.A., Cha, S.E.","6602081284; 11639151200","Leading by leveraging culture",2003,"California Management Review",45,"4",,20,34+3,,148,10.2307/41166186,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141608775&partnerID=40&md5=3b133c7d81ded7d10db6a2de9e2e8c57",Review,Final,"",Scopus,2-s2.0-0141608775
"Keen, P.G.W.","",[No title available],1988,"Competing in Time: Using Telecommunications for Competitive Advantage",,"",,,,,148,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003821554&partnerID=40&md5=d9246c74bf2b975b668c0d7d6e6bcef4",Article,Final,"",Scopus,2-s2.0-0003821554
"Mostyn, B.","","The content analysis of qualitative research data: A dynamic approach",1985,"The Research Interview: Uses and Approaches",,"",,115,145,,148,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001777205&partnerID=40&md5=082b53d64e2ccedeefbeb49d55c4fe9d",Article,Final,"",Scopus,2-s2.0-0001777205
"Robey, D.","",[No title available],2012,"Designing Organizations",,"",,,,,147,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004270478&partnerID=40&md5=77db84fa1d683091fefb62242782067d",Article,Final,"",Scopus,2-s2.0-0004270478
"Tichy, Noel M., Ulrich, David O.","6602732864; 7006302651","SMR FORUM: THE LEADERSHIP CHALLENGE - A CALL FOR THE TRANSFORMATIONAL LEADER.",1984,"Sloan management review",26,"1",,59,68,,147,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0021487885&partnerID=40&md5=410dbffccb037f4cf4b275686bdc2672",Article,Final,"",Scopus,2-s2.0-0021487885
"Morris, C.R., Ferguson, C.H.","55423486500; 7201459901","How architecture wins technology wars.",1993,"Harvard Business Review",71,"2",,86,96,,146,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027570688&partnerID=40&md5=acf634941803013038911d3bf21f61ed",Article,Final,"",Scopus,2-s2.0-0027570688
"Howell, J.M., Higgins, C.A.","7402273515; 56986755800","Champions of change: Identifying, understanding, and supporting champions of technological innovations",1990,"Organizational Dynamics",19,"1",,40,55,,146,10.1016/0090-2616(90)90047-S,"https://www.scopus.com/inward/record.url?eid=2-s2.0-44949287606&partnerID=40&md5=f37db43b06da0c78bb99afb84be4d9ab",Article,Final,"",Scopus,2-s2.0-44949287606
[No author name available],[No author name available],[No title available],1988,"San Francisco Chronicle",,"",,,,,146,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1642521155&partnerID=40&md5=d4845af8d55741fe3ecd18671b00366f",Article,Final,"",Scopus,2-s2.0-1642521155
"Ball, L., Harris, R."," ","SMIS members: A membership analysis",1982,"MIS Quarterly",6,"1",,19,38,,146,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002122064&partnerID=40&md5=9470e5e4d9af6d58077418b725667843",Article,Final,"",Scopus,2-s2.0-0002122064
"Gregory, R.W., Keil, M., Muntermann, J., Mähring, M.","7402331878; 7102297870; 15623729200; 6701672730","Paradoxes and the nature of ambidexterity in IT transformation programs",2015,"Information Systems Research",26,"1",,57,80,,144,10.1287/isre.2014.0554,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84929207158&partnerID=40&md5=d6f41b959642f7de03b186c02637a438",Article,Final,"",Scopus,2-s2.0-84929207158
"Ovolio, B.J., Kahai S., S.S.","6504541492; 55663953700","Adding the """"E"""" to E-leadership: Hot it may impact your leadership",2003,"Organizational Dynamics",31,"4",,325,338,,144,10.1016/S0090-2616(02)00133-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037218184&partnerID=40&md5=6e21e04351b06ac9e83685abcf4e096a",Article,Final,"",Scopus,2-s2.0-0037218184
"Grover, V., Jeong, S.R., Kettinger, W.J., Lee, C.C.","7006625568; 7402425254; 6701382274; 7410158434","The chief information officer: A study of managerial roles",1993,"Journal of Management Information Systems",10,"2",,107,130,,144,10.1080/07421222.1993.11518002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0009992287&partnerID=40&md5=d0ef09414566f86630b7dc0716bdff07",Article,Final,"",Scopus,2-s2.0-0009992287
"Clemons, E.K., Row, M."," ","McKesson drug company: A case study of economost - A strategic information system",1988,"Journal of Management Information Systems",5,"1",,36,50,,144,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001834465&partnerID=40&md5=a44f03781570a63a0fccf5d3cccd2e64",Article,Final,"",Scopus,2-s2.0-0001834465
"Segars, A.H., Grover, V., Teng, J.T.C.","6701769760; 7006625568; 55885359300","Strategic information systems planning: Planning system dimensions, internal coalignment, and implications for planning effectiveness",1998,"Decision Sciences",29,"2",,303,341,,143,10.1111/j.1540-5915.1998.tb01579.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032361567&partnerID=40&md5=8c8cd4d9d64debaa79bca5bb8b640acf",Article,Final,"",Scopus,2-s2.0-0032361567
"Dos Santos, B.L., Peffers, K."," ","Rewards to investors in innovative information technology applications: First movers and early followers in ATMs",1995,"Organization Science",6,"3",,241,259,,143,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21844502049&partnerID=40&md5=8ecbbe96360d3f5d3a2ee2ca6ea6e0a2",Article,Final,"",Scopus,2-s2.0-21844502049
"Rockart, J.F.","","The line takes the leadership - IS management in a wired society",1988,"Sloan Management Review",29,"4",,57,64,,143,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0010034299&partnerID=40&md5=4c5808a6a198da3dda25c62e9852d18b",Article,Final,"",Scopus,2-s2.0-0010034299
"Child, J., Mansfield, R.","22984437000; 15056165000","Technology, Size, and Organization Structure",1972,"Sociology",6,"3",,369,393,,143,10.1177/003803857200600304,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34247964740&partnerID=40&md5=b9da395a999b7058bb2c95266c6f5ab6",Article,Final,"",Scopus,2-s2.0-34247964740
"Steffens, N.K., Haslam, S.A., Reicher, S.D., Platow, M.J., Fransen, K., Yang, J., Ryan, M.K., Jetten, J., Peters, K., Boen, F.","55854239900; 7005784725; 55405141800; 6603961473; 57220371570; 57196225861; 8872637600; 7003316543; 7402786977; 6701771369","Leadership as social identity management: Introducing the Identity Leadership Inventory (ILI) to assess and validate a four-dimensional model",2014,"Leadership Quarterly",25,"5",,1001,1024,,142,10.1016/j.leaqua.2014.05.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921450740&partnerID=40&md5=1f567d948694879eb52cac32795fbea6",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84921450740
"Campbell, A., Goold, M., Alexander, M.","  ","Corporate strategy: The quest for parenting advantage",1995,"Harvard Business Review",73,"2",,120,132,,142,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0040151224&partnerID=40&md5=822d56a38138477e998ac3cb7d96082d",Article,Final,"",Scopus,2-s2.0-0040151224
"Slevin, D.P., Pinto, J.K."," ","The project implementation profile: New tool for project managers",1986,"Project Management Journal",17,"4",,57,70,,142,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002611771&partnerID=40&md5=a69aaed703983f18fac57d3e68458785",Article,Final,"",Scopus,2-s2.0-0002611771
"Sullivan Jr., Cornelius H.","7202242732","SYSTEMS PLANNING IN THE INFORMATION AGE.",1985,"Sloan management review",26,"2",,3,12,,142,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0022253573&partnerID=40&md5=288405553ca90e76a8f4bc8b44a3910b",Article,Final,"",Scopus,2-s2.0-0022253573
"Whisler, T.L.","",[No title available],1970,"The Impact of Computers on Organizations",,"",,,,,142,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004267836&partnerID=40&md5=a1f64086035fa8017b21700fbd00c061",Article,Final,"",Scopus,2-s2.0-0004267836
"Hussin, H., King, M., Cragg, P.","57192085171; 57210513318; 7003533357","IT alignment in small firms",2002,"European Journal of Information Systems",11,"2",,108,127,,141,10.1057/palgrave/ejis/3000422,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035999325&partnerID=40&md5=2bf2bc3e5947727bf3ba570d0185b5b7",Article,Final,"",Scopus,2-s2.0-0035999325
"Peppard, J., Ward, J.","7003312778; 55449078000","'Mind the Gap': Diagnosing the relationship between the IT organisation and the rest of the business",1999,"Journal of Strategic Information Systems",8,"1",,29,60,,141,10.1016/S0963-8687(99)00013-X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002571493&partnerID=40&md5=03c36538469f7fdc86310cfd51aff093",Article,Final,"",Scopus,2-s2.0-0002571493
"Applegate, L.M., Cash, J.I., Mills, D.Q.","  ","Information technology and tomorrow's manager",1988,"Harvard Business Review",,"6",,128,136,,141,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000167033&partnerID=40&md5=658546ed603dd579259ef2c1a6b2d662",Article,Final,"",Scopus,2-s2.0-0000167033
"McCann, J., Galbraith, J.R."," ","Interdepartmental relations",1981,"Handbook of Organizational Design",2,"",,60,84,,141,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001773632&partnerID=40&md5=e1c1d4ce125a3c06dac589327877dac0",Article,Final,"",Scopus,2-s2.0-0001773632
"Summers, J.K., Humphrey, S.E., Ferris, G.R.","35076585500; 7101601877; 7004485375","Team member change, flux in coordination, and performance: Effects of strategic core roles, information transfer, and cognitive ability",2012,"Academy of Management Journal",55,"2",,314,338,,140,10.5465/amj.2010.0175,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860526484&partnerID=40&md5=59e731f5e93a9b643d0c0a7f34191ef4",Article,Final,"",Scopus,2-s2.0-84860526484
"Gopal, A., Bostrom, R.P., Chin, W.W.","7004504234; 7006267621; 7202546881","Applying adaptive structuration theory to investigate the process of group support systems use",1992,"Journal of Management Information Systems",8,"4",,45,69,,140,10.1080/07421222.1992.11517967,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449816017&partnerID=40&md5=f6a62f6df634ddb055f1348dae98eefc",Article,Final,"",Scopus,2-s2.0-70449816017
"Karahanna, E., Preston, D.","6603276648; 57197492209","The effect of social capital of the relationship between the cio and top management team on firm performance",2013,"Journal of Management Information Systems",30,"1",,15,56,,139,10.2753/MIS0742-1222300101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883177891&partnerID=40&md5=55bfb209c14646373479bdacab7ddbbf",Article,Final,"",Scopus,2-s2.0-84883177891
"Baum, J.A.C., Cowan, R., Jonard, N.","24304945600; 7201647279; 6602468800","Network-independent partner selection and the evolution of innovation networks",2010,"Management Science",56,"11",,2094,2110,,139,10.1287/mnsc.1100.1229,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649736256&partnerID=40&md5=a442e2f3e76b8d8854684c2dd7d29d80",Article,Final,"All Open Access, Green",Scopus,2-s2.0-78649736256
"Serafeimidis, V., Smithson, S.","6508023548; 56264263300","Information systems evaluation in practice: A case study of organizational change",2000,"Journal of Information Technology",15,"2",,93,105,,139,10.1080/026839600344294,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034341812&partnerID=40&md5=63c7319f727c757d94da078ee2d18617",Article,Final,"",Scopus,2-s2.0-0034341812
"Walton, R.E.","",[No title available],1989,"Up and Running: Integrating Information Technology and the Organization",,"",,,,,139,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003740462&partnerID=40&md5=a57f0601a235849223f935da45158ad0",Article,Final,"",Scopus,2-s2.0-0003740462
"Wiseman, C.","",[No title available],1985,"Strategy and Computers: Information Systems as Competitive Weapons",,"",,,,,139,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004099879&partnerID=40&md5=99a749661114eca7a6b5f7fd68f4c379",Article,Final,"",Scopus,2-s2.0-0004099879
"Olson, M.H., Chervany, N.L.","7402052994; 6602397694","The relationship between organizational characteristics and the structure of the information services function",1980,"MIS Quarterly: Management Information Systems",4,"2",,57,68,,139,10.2307/249337,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002773597&partnerID=40&md5=a41cdb335f500de22213b3f91011d1c8",Article,Final,"",Scopus,2-s2.0-0002773597
"Luftman, J., Kempaiah, R."," ","Key issues for IT executives 2007",2008,"MIS Quarterly Executive",7,"2",,99,112,,138,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63349111873&partnerID=40&md5=e50dfe8d4b5d12c833a223512c23ef66",Article,Final,"",Scopus,2-s2.0-63349111873
"Kern, T.","8533341100","The Gestalt of an information technology outsourcing relationship: An exploratory analysis",1997,"Proceedings of the 18th International Conference on Information Systems, ICIS 1997",,"",,37,58,,138,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018563575&partnerID=40&md5=0ebb0c10d7d5c97f79abaad8076e63d2",Conference Paper,Final,"",Scopus,2-s2.0-85018563575
"Hyman, H.H.","","Secondary analysis of sample surveys: Principles, procedures, and potentialities",1972,"Secondary Analysis of Sample Surveys: Principles, Procedures and Potentialities",,"",,,,,138,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0345535156&partnerID=40&md5=1422e7b78dd44f79624a700f78dfe83c",Article,Final,"",Scopus,2-s2.0-0345535156
"Nyberg, A.J., Ployhart, R.E.","26537837400; 7004208559","Context-emergent turnover (CET) theory: A theory of collective turnover",2013,"Academy of Management Review",38,"1",,109,131,,137,10.5465/amr.2011.0201,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877827066&partnerID=40&md5=8a44f1613f45ba207ae553e24071660c",Article,Final,"",Scopus,2-s2.0-84877827066
"Soh, C., Sia, S.K., Boh, W.F., Tang, M.","7102818745; 7003282862; 6507438112; 36832155000","Misalignments in ERP implementation: A dialectic perspective",2003,"International Journal of Human-Computer Interaction",16,"1",,81,100,,137,10.1207/S15327590IJHC1601_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042471835&partnerID=40&md5=1db51fc94807d96cab9ccefa6fd67847",Article,Final,"",Scopus,2-s2.0-0042471835
"Silver, M.S., Markus, M.L., Beath, C.M.","7402108490; 7103062162; 6602572829","The information technology interaction model: A foundation for the MBA core course",1995,"MIS Quarterly: Management Information Systems",19,"3",,361,387,,137,10.2307/249600,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0040583484&partnerID=40&md5=a9b77652747f505b94da47af389e5a8f",Article,Final,"",Scopus,2-s2.0-0040583484
"Brief, A.P., Nord, W.R."," ",[No title available],1990,"Meanings of Occupational Work",,"",,,,,137,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003549908&partnerID=40&md5=03240d766ae211079af9f90caa501958",Article,Final,"",Scopus,2-s2.0-0003549908
"Robins, J.A.","","Organizational economics: Notes on the use of transaction-cost theory in the study of organizations",1987,"Administrative Science Quarterly",32,"1",,68,86,,137,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928456938&partnerID=40&md5=c0e5cb691868bad9fb6fd13a3df46a51",Article,Final,"",Scopus,2-s2.0-84928456938
"Bender, D.H.","","Financial impact of information processing",1986,"Journal of Management Information Systems",3,"2",,22,32,,137,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000801436&partnerID=40&md5=3c34f389c258961ac55e839b83c04bdd",Article,Final,"",Scopus,2-s2.0-0000801436
"Clark, C.E., Cavanaugh, N.C., Brown, C.V., Sambamurthy, V.","7403546248; 7801565391; 55327336300; 6701443128","Building change-readiness capabilities in the IS organization: Insights from the Bell Atlantic experience",1997,"MIS Quarterly: Management Information Systems",21,"4",,425,453,,136,10.2307/249722,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0000759402&partnerID=40&md5=aa05fcf14f9ea9a5a3cf8d3dd2787b62",Article,Final,"",Scopus,2-s2.0-0000759402
"West, B.J., Deering, B."," ",[No title available],1995,"The Lure of Modern Science: Fractal Thinking",,"",,,,,136,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003818699&partnerID=40&md5=ae800dc8bb57f176e62845014ec3ab91",Article,Final,"",Scopus,2-s2.0-0003818699
"Henderson, J.C., Sifonis, J.G.","7402926435; 56959487800","The value of strategic IS planning: Understanding consistency, validity, and IS markets",1988,"MIS Quarterly: Management Information Systems",12,"2",,187,199,,136,10.2307/248843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30244480982&partnerID=40&md5=82e6e989582b90fdfbcd132f80ecb71d",Article,Final,"",Scopus,2-s2.0-30244480982
"Gottschalk, P., Solli-sæther, H.","7005252180; 8659555000","Critical success factors from IT outsourcing theories: an empirical study",2005,"Industrial Management &amp; Data Systems",105,"6",,685,702,,135,10.1108/02635570510606941,"https://www.scopus.com/inward/record.url?eid=2-s2.0-22944470166&partnerID=40&md5=9459ec5579163348b0b669631c62b453",Article,Final,"",Scopus,2-s2.0-22944470166
"Kumar, R.L.","55492134100","A framework for assessing the business value of information technology infrastructures",2004,"Journal of Management Information Systems",21,"2",,11,32,,135,10.1080/07421222.2004.11045801,"https://www.scopus.com/inward/record.url?eid=2-s2.0-7444249783&partnerID=40&md5=09f6ac08b2ab8681f3d471fbd7fcf7f5",Article,Final,"",Scopus,2-s2.0-7444249783
"Enns, H.G., Huff, S.L., Higgins, C.A.","6603649819; 56111447200; 56986755800","CIO lateral influence behaviors: Gaining peers' commitment to strategic information systems",2003,"MIS Quarterly: Management Information Systems",27,"1",,155,178,,135,10.2307/30036522,"https://www.scopus.com/inward/record.url?eid=2-s2.0-9744257756&partnerID=40&md5=14ab454dc9894b4a1adf3fac9bbe9f5e",Review,Final,"",Scopus,2-s2.0-9744257756
"Govindarajan, V., Gupta, A.K.","7004184156; 55725545800","Building an Effective Global Business Team",2001,"MIT Sloan Management Review",42,"4",,63,71,,135,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347867136&partnerID=40&md5=a1d402138a4838d0998fbff48c610bbc",Article,Final,"",Scopus,2-s2.0-0347867136
"Levy, M., Powell, P.","7404616448; 7102280905","SME Flexibility and the Role of Information Systems",1998,"Small Business Economics",11,"2",,183,196,,135,10.1023/A:1007912714741,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032343295&partnerID=40&md5=53d7d5ffc07e0bbfaf88ce33888c1ceb",Article,Final,"",Scopus,2-s2.0-0032343295
"Hernandez, M., Eberly, M.B., Avolio, B.J., Johnson, M.D.","24174289300; 51664995000; 7004253163; 57199171668","The loci and mechanisms of leadership: Exploring a more comprehensive view of leadership theory",2011,"Leadership Quarterly",22,"6",,1165,1185,,134,10.1016/j.leaqua.2011.09.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-82955163242&partnerID=40&md5=263a1e2f593974d28cfd7509c085c0c7",Review,Final,"",Scopus,2-s2.0-82955163242
"Kappos, A., Rivard, S.","24724500400; 7003383915","A three-perspective model of culture, information systems, and their development and use",2008,"MIS Quarterly: Management Information Systems",32,"3",,601,634,,134,10.2307/25148858,"https://www.scopus.com/inward/record.url?eid=2-s2.0-50249174046&partnerID=40&md5=0f3f19d5765c6d34db12b325f9b6797f",Review,Final,"",Scopus,2-s2.0-50249174046
