Name,Type
"International Conference on Intelligent and Advanced Systems, ICIAS 2016",conference and proceedings
"Multi Conference on Computer Science and Information Systems, MCCSIS 2019 - Proceedings of the International Conferences on Interfaces and Human Computer Interaction 2019, Game and Entertainment Tech",conference and proceedings
"PDGC 2018 - 2018 5th International Conference on Parallel, Distributed and Grid Computing",conference and proceedings
"Proceedings - 11th International Conference on IT Security Incident Management and IT Forensics, IMF 2018",conference and proceedings
"Proceedings - 2018 11th International Conference on Human System Interaction, HSI 2018",conference and proceedings
"Proceedings - 2018 3rd International Conference on System Reliability and Safety, ICSRS 2018",conference and proceedings
"Proceedings - 2019 34rd Youth Academic Annual Conference of Chinese Association of Automation, YAC 2019",conference and proceedings
"Proceedings - 2019 IEEE 27th International Requirements Engineering Conference Workshops, REW 2019",conference and proceedings
"Proceedings - 2019 IEEE 28th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2019",conference and proceedings
"Proceedings - 2019 IEEE/ACM 2nd International Workshop on Establishing a Community-Wide Infrastructure for Architecture-Based Software Engineering, ECASE 2019",conference and proceedings
"Proceedings - 8th IEEE International Conference on Control System, Computing and Engineering, ICCSCE 2018",conference and proceedings
Proceedings - CSCS 2019: ACM Computer Science in Cars Symposium,conference and proceedings
"Proceedings - International SoC Design Conference 2018, ISOCC 2018",conference and proceedings
"Proceedings of 2019 3rd IEEE International Conference on Electrical, Computer and Communication Technologies, ICECCT 2019",conference and proceedings
"Proceedings of the 2016 IEEE ANDESCON, ANDESCON 2016",conference and proceedings
"Proceedings of the 2018 International Conference On Communication, Computing and Internet of Things, IC3IoT 2018",conference and proceedings
"Proceedings of the 8th Research in Engineering Education Symposium, REES 2019 - Making Connections",conference and proceedings
Proceedings of the AINL FRUCT 2016 Conference,conference and proceedings
"Proceedings of the European Conference on Knowledge Management, ECKM",conference and proceedings
"Proceedings of the International Conference on Anti-Counterfeiting, Security and Identification, ASID",conference and proceedings
"SCC 2017 - 11th International ITG Conference on Systems, Communications and Coding",conference and proceedings
"SIGGRAPH Asia 2018 Virtual and Augmented Reality, SA 2018",conference and proceedings
"SIGGRAPH ASIA Art Gallery/Art Papers, SA 2019",conference and proceedings
TEMS-ISIE 2018 - 1st Annual International Symposium on Innovation and Entrepreneurship of the IEEE Technology and Engineering Management Society,conference and proceedings
"VISIGRAPP 2018 - Proceedings of the 13th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",conference and proceedings
"World Environmental and Water Resources Congress 2018: Groundwater, Sustainability, and Hydro-Climate/Climate Change - Selected Papers from the World Environmental and Water Resources Congress 2018",conference and proceedings
World Environmental and Water Resources Congress 2019: Emerging and Innovative Technologies and International Perspectives - Selected Papers from the World Environmental and Water Resources Congress ,conference and proceedings
"15th International Conference on Space Operations, 2018",conference and proceedings
"18th International Conference on Electronic Packaging Technology, ICEPT 2017",conference and proceedings
"2016 CIE International Conference on Radar, RADAR 2016",conference and proceedings
"2016 IEEE International Conference on Advances in Electronics, Communication and Computer Technology, ICAECCT 2016",conference and proceedings
"2016 International Conference on Circuits, Controls, Communications and Computing, I4C 2016",conference and proceedings
"2016 International Conference on Control Instrumentation Communication and Computational Technologies, ICCICCT 2016",conference and proceedings
"2017 14th International Conference on Electrical Engineering, Computing Science and Automatic Control, CCE 2017",conference and proceedings
"2017 2nd International Conference on Opto-Electronic Information Processing, ICOIP 2017",conference and proceedings
"2017 Pan Pacific Microelectronics Symposium, Pan Pacific 2017",conference and proceedings
"2018 15th International Scientific Conference on Optoelectronic and Electronic Sensors, COE 2018",conference and proceedings
"2018 IEEE 13th Nanotechnology Materials and Devices Conference, NMDC 2018",conference and proceedings
"2018 IEEE 4th International Conference on Computer and Communications, ICCC 2018",conference and proceedings
"2018 IEEE 8th Symposium on Large Data Analysis and Visualization, LDAV 2018",conference and proceedings
"2018 IEEE International Conference on Real-Time Computing and Robotics, RCAR 2018",conference and proceedings
"2018 International Conference on Signal Processing and Information Security, ICSPIS 2018",conference and proceedings
"2018 IST-Africa Week Conference, IST-Africa 2018",conference and proceedings
"2018 Research on Equity and Sustained Participation in Engineering, Computing, and Technology, RESPECT 2018 - Conference Proceedings",conference and proceedings
"2019 11th International Symposium on Advanced Topics in Electrical Engineering, ATEE 2019",conference and proceedings
"2019 Advances in Science and Engineering Technology International Conferences, ASET 2019",conference and proceedings
"2019 IEEE 2nd International Conference on Power and Energy Applications, ICPEA 2019",conference and proceedings
"2019 IEEE High Performance Extreme Computing Conference, HPEC 2019",conference and proceedings
"2019 Joint Rail Conference, JRC 2019",conference and proceedings
"2019 Silicon Nanoelectronics Workshop, SNW 2019",conference and proceedings
24th International Conference on Water Jetting,conference and proceedings
"25th Italian Symposium on Advanced Database Systems, SEBD 2017",conference and proceedings
67th Annual Conference and Expo of the Institute of Industrial Engineers 2017,conference and proceedings
AEI 2019: Integrated Building Solutions - The National Agenda - Proceedings of the Architectural Engineering National Conference 2019,conference and proceedings
AHS International Rotorcraft Handling Qualities Technical Meeting,conference and proceedings
"AM-FPD 2019 - 26th International Workshop on Active-Matrix Flatpanel Displays and Devices: TFT Technologies and FPD Materials, Proceedings",conference and proceedings
"Big-DAMA 2019 - Proceedings of the 3rd ACM CoNEXT Workshop on Big DAta, Machine Learning and Artificial Intelligence for Data Communication Networks, Part of CoNEXT 2019",conference and proceedings
"BIOINFORMATICS 2019 - 10th International Conference on Bioinformatics Models, Methods and Algorithms, Proceedings; Part of 12th International Joint Conference on Biomedical Engineering Systems and Te",conference and proceedings
"China International Conference on Electricity Distribution, CICED",conference and proceedings
CHI PLAY 2018 - Proceedings of the 2018 Annual Symposium on Computer-Human Interaction in Play Companion Extended Abstracts,conference and proceedings
"Energy and Sustainability in Small Developing Economies, ES2DE 2017 - Proceedings",conference and proceedings
ICMT 2017 - 6th International Conference on Military Technologies,conference and proceedings
ICTIR 2019 - Proceedings of the 2019 ACM SIGIR International Conference on Theory of Information Retrieval,conference and proceedings
IEACon 2016 - 2016 IEEE Industrial Electronics and Applications Conference,conference and proceedings
"International Conference on Mathematical Methods in Electromagnetic Theory, MMET",conference and proceedings
"International Symposium on Advanced Electrical and Communication Technologies, ISAECT 2018 - Proceedings",conference and proceedings
"ISSI 2017 - 16th International Conference on Scientometrics and Informetrics, Conference Proceedings",conference and proceedings
LATS 2017 - 18th IEEE Latin-American Test Symposium,conference and proceedings
"Proceedings - 1st International Conference on Intelligent Systems and Information Management, ICISIM 2017",conference and proceedings
"Proceedings - 2017 14th International Conference on Computer Graphics, Imaging and Visualization, CGiV 2017",conference and proceedings
"Proceedings - 2018 International Conference on Applied Science and Technology, iCAST 2018",conference and proceedings
Proceedings - DigiPro 2017: ACM SIGGRAPH Digital Production Symposium,conference and proceedings
"Proceedings of 2018 9th International Conference on Mechanical and Aerospace Engineering, ICMAE 2018",conference and proceedings
"Proceedings of 2019 International Conference of Computer Science and Renewable Energies, ICCSRE 2019",conference and proceedings
"Proceedings of MLHPC 2019: 5th Workshop on Machine Learning in HPC Environments - Held in conjunction with SC 2019: The International Conference for High Performance Computing, Networking, Storage an",conference and proceedings
"Proceedings of the 14th IEEE Conference on Industrial Electronics and Applications, ICIEA 2019",conference and proceedings
"Proceedings of the 1st International Workshop on Autonomous Infrastructure for Science, AI-Science 2018 - In conjunction with HPDC",conference and proceedings
"Proceedings of the 2017 3rd International Conference on Applied and Theoretical Computing and Communication Technology, iCATccT 2017",conference and proceedings
"Proceedings of the 2018 18th International Conference on Computational Science and Its Applications, ICCSA 2018",conference and proceedings
"Proceedings of the 2019 IEEE International Conference on Electrical Engineering and Photonics, EExPolytech 2019",conference and proceedings
"Proceedings of the 6th International Cryptology and Information Security Conference 2018, CRYPTOLOGY 2018",conference and proceedings
Proceedings of the Institute of Acoustics,conference and proceedings
"Proceedings of the International Conference on Inventive Systems and Control, ICISC 2017",conference and proceedings
"Proceedings of the International Conference on Trends in Electronics and Informatics, ICOEI 2019",conference and proceedings
Proceedings - Symposium on Computer Architecture and High Performance Computing,conference and proceedings
Proceedings - UKSim-AMSS 2016: 10th European Modelling Symposium on Computer Modelling and Simulation,conference and proceedings
Proceedings - Web3D 2019: 24th International ACM Conference on 3D Web Technology,conference and proceedings
"Risk-based Bridge Engineering - 10th NewYork City Bridge Conference, 2019",conference and proceedings
"SIIE 2018 - 2018 International Symposium on Computers in Education, Proceedings",conference and proceedings
"WASPI 2018 - Proceedings of the 1st ACM SIGSOFT International Workshop on Automated Specification Inference, Co-located with FSE 2018",conference and proceedings
"11th International Workshop on Robot Motion and Control, RoMoCo 2017 - Workshop Proceedings",conference and proceedings
"13th ISOPE Pacific/Asia Offshore Mechanics Symposium, PACOMS 2018",conference and proceedings
"19th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering, STA 2019",conference and proceedings
"2017 24th Iranian Conference on Biomedical Engineering and 2017 2nd International Iranian Conference on Biomedical Engineering, ICBME 2017",conference and proceedings
"2017 IEEE International Conference on Computational Electromagnetics, ICCEM 2017",conference and proceedings
"2017 International Caribbean Conference on Devices, Circuits and Systems, ICCDCS 2017",conference and proceedings
"2018 IEEE International Conference on Cyborg and Bionic Systems, CBS 2018",conference and proceedings
"2018 IEEE Workshop on Microelectronics and Electron Devices, WMED 2018",conference and proceedings
"2019 14th Annual Conference System of Systems Engineering, SoSE 2019",conference and proceedings
"2019 IEEE International Conference on E-Health Networking, Application and Services, HealthCom 2019",conference and proceedings
"2019 Wave Electronics and its Application in Information and Telecommunication Systems, WECONF 2019",conference and proceedings
"72nd Annual Meeting and Exhibition of the Society of Tribologists and Lubrication Engineers, STLE 2017",conference and proceedings
"9th International Conference on Information Science and Technology, ICIST 2019",conference and proceedings
"AMPS 2019 - 2019 10th IEEE International Workshop on Applied Measurements for Power Systems, Proceedings",conference and proceedings
ASABE 2018 Annual International Meeting,conference and proceedings
"ASCILITE 2017 - Conference Proceedings - 34th International Conference of Innovation, Practice and Research in the Use of Educational Technologies in Tertiary Education",conference and proceedings
Astrophysics and Space Science Proceedings,conference and proceedings
BioSMART 2017 - Proceedings: 2nd International Conference on Bio-Engineering for Smart Technologies,conference and proceedings
DIS 2017 Companion - Proceedings of the 2017 ACM Conference on Designing Interactive Systems,conference and proceedings
DocEng 2017 - Proceedings of the 2017 ACM Symposium on Document Engineering,conference and proceedings
"European Society for Precision Engineering and Nanotechnology, Conference Proceedings - 18th International Conference and Exhibition, EUSPEN 2018",conference and proceedings
"FARM 2017 - Proceedings of the 5th ACM SIGPLAN International Workshop on Functional Art, Music, Modeling, and Design, co-located with ICFP 2017",conference and proceedings
ICCSE 2017 - 12th International Conference on Computer Science and Education,conference and proceedings
ICGI 2019 - Proceedings of the International Conference on Graphics and Interaction,conference and proceedings
"ICIEECT 2017 - International Conference on Innovations in Electrical Engineering and Computational Technologies 2017, Proceedings",conference and proceedings
"IEMECON 2019 - 9th Annual Information Technology, Electromechanical Engineering and Microelectronics Conference",conference and proceedings
International Conference Series on Grey Literature,conference and proceedings
IOMAC 2017 - 7th International Operational Modal Analysis Conference,conference and proceedings
"ISSIMM 2018 - 3rd International Seminar on Sensors, Instrumentation, Measurement and Metrology, Proceeding",conference and proceedings
"MARSS 2018 - International Conference on Manipulation, Automation and Robotics at Small Scales",conference and proceedings
"Proceedings - 2017 IEEE/ACM 2nd International Workshop on Variability and Complexity in Software Design, VACE 2017",conference and proceedings
Proceedings - 2018 2nd International Conference on Electrical Engineering and Informatics: Toward the Most Efficient Way of Making and Dealing with Future Electrical Power System and Big Data Analysi,conference and proceedings
"Proceedings - 2018 7th Workshop on Empirical Requirements Engineering, EmpiRE 2018",conference and proceedings
"Proceedings - 2019 IEEE/ACM 23rd International Symposium on Distributed Simulation and Real Time Applications, DS-RT 2019",conference and proceedings
"Proceedings - 2019 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2019",conference and proceedings
"Proceedings - 49th Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshop, DSN-W 2019",conference and proceedings
"Proceedings of 2018 10th International Conference on Information Technology and Electrical Engineering: Smart Technology for Better Society, ICITEE 2018",conference and proceedings
"Proceedings of 2018 IEEE 3rd Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2018",conference and proceedings
"Proceedings of PDSW-DISCS 2016: 1st Joint International Workshop on Parallel Data Storage and Data Intensive Scalable Computing Systems - Held in conjunction with SC16: The International Conference for High Performance Computing, Networking, Storage and Analysis",conference and proceedings
"Proceedings of the 16th Web For All 2019 Personalization - Personalizing the Web, W4A 2019",conference and proceedings
"Proceedings of the 2017 6th National Conference on Technology and Management: Excel in Research and Build the Nation, NCTM 2017",conference and proceedings
"Proceedings of the 2nd ACM SIGSPATIAL International Workshop on GeoSpatial Simulation, GeoSim 2019",conference and proceedings
"Proceedings of the 3rd International Conference on Computing Methodologies and Communication, ICCMC 2019",conference and proceedings
"Proceedings of the 9th ACM SIGSPATIAL International Workshop on Indoor Spatial Awareness, ISA 2018",conference and proceedings
"Proceedings of the European Conference on Innovation and Entrepreneurship, ECIE",conference and proceedings
"Proceedings of the International Conference on Numerical Simulation of Optoelectronic Devices, NUSOD",conference and proceedings
SIGITE 2018 - Proceedings of the 19th Annual SIG Conference on Information Technology Education,conference and proceedings
Society of Petroleum Engineers - SPE/ICoTA Well Intervention Conference and Exhibition 2019,conference and proceedings
"Society of Petroleum Engineers - SPE Nigeria Annual International Conference and Exhibition 2018, NAIC 2018",conference and proceedings
Springer Proceedings in Complexity,conference and proceedings
URSI 2018 - Baltic URSI Symposium,conference and proceedings
"World Environmental and Water Resources Congress 2018: Water, Wastewater, and Stormwater; Urban Watershed Management; Municipal Water Infrastructure; and Desalination and Water Reuse - Selected Paper",conference and proceedings
"1st IEEE International Conference on Knowledge Innovation and Invention, ICKII 2018",conference and proceedings
"2016 IEEE Latin American Conference on Computational Intelligence, LA-CCI 2016 - Proceedings",conference and proceedings
"2017 5th International Conference on Aerospace Science and Engineering, ICASE 2017",conference and proceedings
"2017 IMAPS Nordic Conference on Microelectronics Packaging, NordPac 2017",conference and proceedings
"2017 Joint Conference of the European Frequency and Time Forum and IEEE International Frequency Control Symposium, EFTF/IFC 2017 - Proceedings",conference and proceedings
"2018 7th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2018",conference and proceedings
"2018 IEEE Symposium on Visualization for Cyber Security, VizSec 2018",conference and proceedings
"2018 International Flexible Electronics Technology Conference, IFETC 2018",conference and proceedings
"2018 Wave Electronics and its Application in Information and Telecommunication Systems, WECONF 2018",conference and proceedings
"2019 11th International Conference on Knowledge and Smart Technology, KST 2019",conference and proceedings
"2019 IEEE Nordic Circuits and Systems Conference, NORCAS 2019: NORCHIP and International Symposium of System-on-Chip, SoC 2019 - Proceedings",conference and proceedings
"2019 IEEE Research and Applications of Photonics in Defense Conference, RAPID 2019 - Proceedings",conference and proceedings
"3rd International Conference on Digital Arts, Media and Technology, ICDAMT 2018",conference and proceedings
"46th EPS Conference on Plasma Physics, EPS 2019",conference and proceedings
"4th International Conference on Power Generation Systems and Renewable Energy Technologies, PGSRET 2018",conference and proceedings
"Avances en Ingenieria de Software a Nivel Iberoamericano, CIbSE 2018",conference and proceedings
"Carbon Management Technology Conference, CMTC 2017: Global CCUS Innovation Nexus",conference and proceedings
ICARES 2018 - Proceedings of the 2018 IEEE International Conference on Aerospace Electronics and Remote Sensing Technology,conference and proceedings
"ICCREM 2017: Prefabricated Buildings, Industrialized Construction, and Public-Private Partnerships - Proceedings of the International Conference on Construction and Real Estate Management 2017",conference and proceedings
ICCREM 2018: Innovative Technology and Intelligent Construction - Proceedings of the International Conference on Construction and Real Estate Management 2018,conference and proceedings
ICOCN 2017 - 16th International Conference on Optical Communications and Networks,conference and proceedings
"IEEE International Conference on Computational Advances in Bio and Medical Sciences, ICCABS",conference and proceedings
"INCEMIC 2015 - 13th International Conference on Electromagnetic Interference and Compatibility, Proceedings",conference and proceedings
"International Automotive Body Congress, IABC 2017 DEARBORN - Papers",conference and proceedings
"International Conference on Communication Technology Proceedings, ICCT",conference and proceedings
ISAP 2018 - 2018 International Symposium on Antennas and Propagation,conference and proceedings
"Marine Navigation - Proceedings of the International Conference on Marine Navigation and Safety of Sea Transportation, TRANSNAV 2017",conference and proceedings
"Proceeding - 2018 5th International Conference on Electric Vehicular Technology, ICEVT 2018",conference and proceedings
"Proceedings - 11th 2016 International Conference on Knowledge, Information and Creativity Support Systems, KICSS 2016",conference and proceedings
"Proceedings - 2018 Global Smart Industry Conference, GloSIC 2018",conference and proceedings
"Proceedings - 2019 International Conference on Cyberworlds, CW 2019",conference and proceedings
"Proceedings - 2nd International Conference on Computing, Communication, Control and Automation, ICCUBEA 2016",conference and proceedings
"Proceedings of 2017 International Conference on Innovations in Electronics, Signal Processing and Communication, IESC 2017",conference and proceedings
"Proceedings of 3rd International Conference on Internet of Things and Applications, IoT 2019",conference and proceedings
"Proceedings of International Conference on Smart Systems and Technologies 2018, SST 2018",conference and proceedings
"Proceedings of the 10th International Workshop on Context-Oriented Programming: Advanced Modularity for Run-time Composition, COP 2018 - Co-located with the European Conference on Object-Oriented Pro",conference and proceedings
"Proceedings of the 14th International Conference on Mobile Learning 2018, ML 2018",conference and proceedings
"Proceedings of the 19th Workshop on Formal Techniques for Java-Like Programs, FTfJP 2017 - Co-located with ECOOP 2017",conference and proceedings
"Proceedings of the 2016 IEEE 23rd International Congress on Electronics, Electrical Engineering and Computing, INTERCON 2016",conference and proceedings
"Proceedings of the 2017 5th International Conference on Instrumentation, Control, and Automation, ICA 2017",conference and proceedings
"Proceedings of the 2017 IEEE Russia Section Young Researchers in Electrical and Electronic Engineering Conference, ElConRus 2017",conference and proceedings
"Proceedings of the 2018 International Conference on Applied Smart Systems, ICASS 2018",conference and proceedings
"Proceedings of the 2019 IEEE 1st Sustainable Cities Latin America Conference, SCLA 2019",conference and proceedings
"Proceedings of the 4th Workshop on Multimodal Analyses Enabling Artificial Agents in Human-Machine Interaction, MA3HMI 2018 - In conjunction with ICMI 2018",conference and proceedings
Proceedings of the International Conference on Industrial Engineering and Operations Management,conference and proceedings
Revista Mexicana de Astronomia y Astrofisica: Serie de Conferencias,conference and proceedings
SIGSIM-PADS 2019 - Proceedings of the 2019 ACM SIGSIM Conference on Principles of Advanced Discrete Simulation,conference and proceedings
"SmartLearn 2017 - Proceedings of the 2017 ACM Workshop on Intelligent Interfaces for Ubiquitous and Smart Learning, co-located with IUI 2017",conference and proceedings
"Smart SysTech 2017 - European Conference on Smart Objects, Systems and Technologies",conference and proceedings
Structural Health Monitoring 2019: Enabling Intelligent Life-Cycle Health Management for Industry Internet of Things (IIOT) - Proceedings of the 12th International Workshop on Structural Health Monit,conference and proceedings
"Summer Topicals Meeting Series, SUM 2017",conference and proceedings
"14th International Conference on Cyber Warfare and Security, ICCWS 2019",conference and proceedings
"15th IMEKO TC10 Workshop on Technical Diagnostics 2017 - ""Technical Diagnostics in Cyber-Physical Era""",conference and proceedings
"2005 66th ARFTG Microwave Measurement Conference: Digital Communication System Metrics, ARFTG 2005",conference and proceedings
"2016 IEEE 9th International Workshop on Computational Intelligence and Applications, IWCIA 2016 - Proceedings",conference and proceedings
"2016 International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2016",conference and proceedings
"2017 IEEE 7th Annual International Conference on CYBER Technology in Automation, Control, and Intelligent Systems, CYBER 2017",conference and proceedings
"2017 International Conference On Cyber Situational Awareness, Data Analytics And Assessment, Cyber SA 2017",conference and proceedings
"2017 International Symposium on Wearable Robotics and Rehabilitation, WeRob 2017",conference and proceedings
"2017 Joint IEEE International Symposium on Applications of Ferroelectrics, International Workshop on Acoustic Transduction Materials and Devices and Piezoresponse Force Microscopy Workshop, ISAF-IWAT",conference and proceedings
"2018 23rd International Conference on Methods and Models in Automation and Robotics, MMAR 2018",conference and proceedings
"2018 IEEE Indian Conference on Antennas and Propagation, InCAP 2018",conference and proceedings
"2018 IEEE International Conference on Computational Electromagnetics, ICCEM 2018",conference and proceedings
"2018 IEEE International Symposium on Technologies for Homeland Security, HST 2018",conference and proceedings
"2018 International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2018",conference and proceedings
"2018 International Symposium on Consumer Technologies, ISCT 2018",conference and proceedings
"2019 15th International Conference on the Design of Reliable Communication Networks, DRCN 2019",conference and proceedings
"2019 24th International Conference on Methods and Models in Automation and Robotics, MMAR 2019",conference and proceedings
"2019 54th International Universities Power Engineering Conference, UPEC 2019 - Proceedings",conference and proceedings
"2019 7th Iranian Joint Congress on Fuzzy and Intelligent Systems, CFIS 2019",conference and proceedings
"2019 AEIT International Annual Conference, AEIT 2019",conference and proceedings
"34th International Technical Conference on Circuits/Systems, Computers and Communications, ITC-CSCC 2019",conference and proceedings
"ACL 2017 - 55th Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference Tutorial Abstracts",conference and proceedings
"Advances in Marine Navigation and Safety of Sea Transportation - 13th International Conference on Marine Navigation and Safety of Sea Transportation, TransNav 2019",conference and proceedings
AEI 2017: Resilience of the Integrated Building - Proceedings of the Architectural Engineering National Conference 2017,conference and proceedings
"BIODEVICES 2019 - 12th International Conference on Biomedical Electronics and Devices, Proceedings; Part of 12th International Joint Conference on Biomedical Engineering Systems and Technologies, BIO",conference and proceedings
"Challenges for Technology Innovation: An Agenda for the Future - Proceedings of the International Conference on Sustainable Smart Manufacturing, S2M 2016",conference and proceedings
"Conference on Control and Fault-Tolerant Systems, SysTol",conference and proceedings
DIVANet 2019 - Proceedings of the 9th ACM Symposium on Design and Analysis of Intelligent Vehicular Networks and Applications,conference and proceedings
"ECTI-CON 2018 - 15th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology",conference and proceedings
ICET 2016 - 2016 International Conference on Emerging Technologies,conference and proceedings
"IEEE International Symposium on Robotic and Sensors Environments, ROSE 2019 - Proceedings",conference and proceedings
"IEEE Photonics Society Summer Topicals Meeting Series, SUM 2018",conference and proceedings
ISCAIE 2019 - 2019 IEEE Symposium on Computer Applications and Industrial Electronics,conference and proceedings
"ISOEN 2019 - 18th International Symposium on Olfaction and Electronic Nose, Proceedings",conference and proceedings
"IWSPA 2019 - Proceedings of the ACM International Workshop on Security and Privacy Analytics, co-located with CODASPY 2019",conference and proceedings
MAINT 2019 - 2019 IEEE 2nd International Workshop on Mining and Analyzing Interaction Histories,conference and proceedings
"OCEANS 2019 MTS/IEEE Seattle, OCEANS 2019",conference and proceedings
Olympiads in Informatics,conference and proceedings
"Proceeding - 2016 International Conference on Radar, Antenna, Microwave, Electronics, and Telecommunications, ICRAMET 2016",conference and proceedings
"Proceedings - 14th IEEE Student Conference on Research and Development: Advancing Technology for Humanity, SCOReD 2016",conference and proceedings
"Proceedings - 2016 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2016",conference and proceedings
"Proceedings - 2018 19th International Conference on Electronic Packaging Technology, ICEPT 2018",conference and proceedings
"Proceedings - 2018 5th International Workshop on Artificial Intelligence for Requirements Engineering, AIRE 2018",conference and proceedings
"Proceedings - 2018 IEEE 37th International Symposium on Reliable Distributed Systems Workshops, SRDSW 2018",conference and proceedings
"Proceedings - 2018 IMAPS Nordic Conference on Microelectronics Packaging, NORDPAC 2018",conference and proceedings
"Proceedings - International Conference on Communications and Electrical Engineering, ICCEE 2018",conference and proceedings
"Proceedings of 2018 14th International Conference Stability and Oscillations of Nonlinear Control Systems (Pyatnitskiys Conference), STAB 2018",conference and proceedings
"Proceedings of the 2018 International Conference on Asian Language Processing, IALP 2018",conference and proceedings
"Proceedings of the European Conference on e-Government, ECEG",conference and proceedings
RAEE 2019 - International Symposium on Recent Advances in Electrical Engineering,conference and proceedings
Society of Petroleum Engineers - SPE Symposium: Decommissioning and Abandonment 2018,conference and proceedings
"TECPS 2017 - Proceedings of the 1st ACM SIGSOFT International Workshop on Testing Embedded and Cyber-Physical Systems, co-located with ISSTA 2017",conference and proceedings
"14th Marcel Grossman Meeting On Recent Developments in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories, Proceedings",conference and proceedings
"2016 IEEE Electrical Design of Advanced Packaging and Systems Symposium, EDAPS 2016",conference and proceedings
"2016 IEEE International 3D Systems Integration Conference, 3DIC 2016",conference and proceedings
"2017 World Congress in Computer Science, Computer Engineering and Applied Computing, CSCE 2017 - Proceedings of the 2017 International Conference on Artificial Intelligence, ICAI 2017",conference and proceedings
"2018 IEEE Broadcast Symposium, BTS 2018",conference and proceedings
"2018 International Conference on Advanced Computer Science and Information Systems, ICACSIS 2018",conference and proceedings
"2018 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies, 3ICT 2018",conference and proceedings
"2018 International Conference on Power Energy, Environment and Intelligent Control, PEEIC 2018",conference and proceedings
2018 Joint Thermophysics and Heat Transfer Conference,conference and proceedings
"2018 Proceedings of the International Conference on Embedded Software, EMSOFT 2018",conference and proceedings
"2018 SBFoton International Optics and Photonics Conference, SBFoton IOPC 2018",conference and proceedings
"2019 23rd International Conference on System Theory, Control and Computing, ICSTCC 2019 - Proceedings",conference and proceedings
"2019 3rd School on Dynamics of Complex Networks and their Application in Intellectual Robotics, DCNAIR 2019",conference and proceedings
"2019 5th International Conference on Web Research, ICWR 2019",conference and proceedings
"2019 9th International Conference on Advanced Computer Information Technologies, ACIT 2019 - Proceedings",conference and proceedings
"2019 IEEE 11th International Conference on Communication Software and Networks, ICCSN 2019",conference and proceedings
"2019 IEEE International Conference on Sensors and Nanotechnology, SENSORS and NANO 2019",conference and proceedings
"2019 International Conference on Applied and Engineering Mathematics, ICAEM 2019 - Proceedings",conference and proceedings
"2019 International Conference on Fourth Industrial Revolution, ICFIR 2019",conference and proceedings
"2019 International Workshop on Research, Education and Development on Unmanned Aerial Systems, RED-UAS 2019",conference and proceedings
"2019 Sensor Signal Processing for Defence Conference, SSPD 2019",conference and proceedings
"23rd AIAA Lighter-Than-Air Systems Technology Conference, 2017",conference and proceedings
"2nd International Conference on Circuits, Controls, and Communications, CCUBE 2017 - Proceedings",conference and proceedings
"3rd International Symposium on Autonomous Systems, ISAS 2019",conference and proceedings
Building Simulation Applications,conference and proceedings
"European Society for Precision Engineering and Nanotechnology, Conference Proceedings - 19th International Conference and Exhibition, EUSPEN 2019",conference and proceedings
"IABSE Workshop 2017: Ignorance, Uncertainty and Human Errors in Structural Engineering",conference and proceedings
"icABCD 2019 - 2nd International Conference on Advances in Big Data, Computing and Data Communication Systems",conference and proceedings
ICMI 2019 - Proceedings of the 2019 International Conference on Multimodal Interaction,conference and proceedings
International Conference Image and Vision Computing New Zealand,conference and proceedings
International Conference on Sustainable Infrastructure 2017: Technology - Proceedings of the International Conference on Sustainable Infrastructure 2017,conference and proceedings
"ISAPE 2016 - Proceedings of the 11th International Symposium on Antennas, Propagation and EM Theory",conference and proceedings
ISS 2019 - Proceedings of the 2019 ACM International Conference on Interactive Surfaces and Spaces,conference and proceedings
"MADiMa 2019 - Proceedings of the 5th International Workshop on Multimedia Assisted Dietary Management, co-located with MM 2019",conference and proceedings
"Pipelines 2017: Condition Assessment, Surveying, and Geomatics - Proceedings of Sessions of the Pipelines 2017 Conference",conference and proceedings
"Proceeding - 2017 IEEE/ACM 3rd International Workshop on Software Engineering for Smart Cyber-Physical Systems, SEsCPS 2017",conference and proceedings
"Proceedings - 10th IEEE International Conference on Big Knowledge, ICBK 2019",conference and proceedings
"Proceedings - 12th Asia Joint Conference on Information Security, AsiaJCIS 2017",conference and proceedings
"Proceedings - 2016 4th International Symposium on Computing and Networking, CANDAR 2016",conference and proceedings
"Proceedings - 2017 2nd International Workshop on Social Sensing, SocialSens 2017 (part of CPS Week)",conference and proceedings
"Proceedings - 2017 Baltic Geodetic Congress (Geomatics), BGC Geomatics 2017",conference and proceedings
