Name,Type
Pramana - Journal of Physics,journal
Random Matrices: Theory and Application,journal
Review of International Economics,journal
Annals of Rehabilitation Medicine,journal
Asian Pacific Journal of Cancer Prevention,journal
Canadian Journal of Human Sexuality,journal
Central European Journal of Energetic Materials,journal
Chemoecology,journal
Cytopathology,journal
Geotechnical and Geological Engineering,journal
International Journal of Environmental Science and Technology,journal
Internet Reference Services Quarterly,journal
"JAOCS, Journal of the American Oil Chemists' Society",journal
Journal of Global Mobility,journal
Journal of Natural Medicines,journal
Rehabilitation Counseling Bulletin,journal
Scientia Pharmaceutica,journal
Toxicology and Industrial Health,journal
Academic Pathology,journal
Acta Entomologica Musei Nationalis Pragae,journal
Big Data and Cognitive Computing,journal
Earth Science Informatics,journal
Frontiers in Built Environment,journal
International Journal of Mass Spectrometry,journal
Journal of Cognitive Engineering and Decision Making,journal
Journal of Food Processing and Preservation,journal
Journal of Geometric Mechanics,journal
Journal of Health Care for the Poor and Underserved,journal
Journal of Natural History,journal
Journal of Neurogenetics,journal
Journal of Pesticide Sciences,journal
Journal of Primary Prevention,journal
Journal of Transportation Engineering Part B: Pavements,journal
Micron,journal
Pharmaceutical Development and Technology,journal
PhytoKeys,journal
Psychologica Belgica,journal
Social Inclusion,journal
Young,journal
American Anthropologist,journal
British Food Journal,journal
Cognitive Processing,journal
Cultural Studies - Critical Methodologies,journal
Current Plant Biology,journal
Facets,journal
Frontline Learning Research,journal
International Journal of Design,journal
Journal of Information Technology Education:Research,journal
Journal of Venomous Animals and Toxins Including Tropical Diseases,journal
Journal of Veterinary Medical Science,journal
Pharmacology,journal
Physica Status Solidi (B): Basic Research,journal
Reading and Writing Quarterly,journal
REVESCO Revista de Estudios Cooperativos,journal
Rudarsko Geolosko Naftni Zbornik,journal
Science and Technology for the Built Environment,journal
Scientia Marina,journal
Simulation and Gaming,journal
Archives of Plastic Surgery,journal
Biodiversity Data Journal,journal
"Bioscience, Biotechnology and Biochemistry",journal
Chemical Physics Letters,journal
Culture and Psychology,journal
International Review of Economics Education,journal
Italian Journal of Agronomy,journal
Journal of Applied Statistics,journal
Journal of Crustacean Biology,journal
Journal of Healthcare Engineering,journal
Journal of Shellfish Research,journal
Journal of Trust Research,journal
Natural Gas Geoscience,journal
Occupational Medicine,journal
Physiotherapy Research International,journal
Reviews on Recent Clinical Trials,journal
Advances in Mental Health,journal
Anti-Cancer Agents in Medicinal Chemistry,journal
China Communications,journal
International Journal of Impotence Research,journal
International Journal of Sustainable Energy,journal
Journal of Back and Musculoskeletal Rehabilitation,journal
Journal of Education for Business,journal
"Law, Innovation and Technology",journal
Marine Geophysical Researches,journal
Polar Research,journal
Reading Psychology,journal
Small-scale Forestry,journal
Advances in Cognitive Psychology,journal
Animal Cells and Systems,journal
Asian Pacific Journal of Tropical Biomedicine,journal
AStA Advances in Statistical Analysis,journal
Behaviormetrika,journal
Interactive Technology and Smart Education,journal
"Izvestiya, Physics of the Solid Earth",journal
Journal of Aquatic Animal Health,journal
Journal of Chinese Governance,journal
Journal of Food Biochemistry,journal
Journal of Food Process Engineering,journal
Journal of Geographical Systems,journal
Journal of International and Intercultural Communication,journal
"Journal of Policy Research in Tourism, Leisure and Events",journal
Nongye Jixie Xuebao/Transactions of the Chinese Society of Agricultural Machinery,journal
Patient Safety in Surgery,journal
Systematic Botany,journal
Applied Spatial Analysis and Policy,journal
Hypatia,journal
IEEE Transactions on Very Large Scale Integration (VLSI) Systems,journal
International Journal of Environmental Health Research,journal
Journal of Food Measurement and Characterization,journal
Journal of Japanese Linguistics,journal
Journal of Manufacturing and Materials Processing,journal
Letters in Biomathematics,journal
Metaphor and Symbol,journal
Nutrition Research and Practice,journal
Research and Reports in Urology,journal
Shoulder and Elbow,journal
Ain Shams Engineering Journal,journal
Buletin Ekonomi Moneter dan Perbankan,journal
Canadian Journal of Agricultural Economics,journal
Colombia Internacional,journal
Functional Neurology,journal
International Journal of Construction Management,journal
International Journal of Finance and Economics,journal
Journal of the American Association for Laboratory Animal Science,journal
LDI issue brief,journal
Notre Dame Journal of Formal Logic,journal
Partner Abuse,journal
Revista Brasileira de Ciencia do Solo,journal
Revista Europea de Estudios Latinoamericanos y del Caribe/European Review of Latin American and Caribbean Studies,journal
Computational and Applied Mathematics,journal
Coronary Artery Disease,journal
Current Medical Science,journal
Disability and Rehabilitation: Assistive Technology,journal
Journal of Mathematical Imaging and Vision,journal
Journal of Transportation Safety and Security,journal
Memory Studies,journal
"Pixel-Bit, Revista de Medios y Educacion",journal
Polish Journal of Food and Nutrition Sciences,journal
Procedia Manufacturing,journal
Quantum Information and Computation,journal
Social Choice and Welfare,journal
South African Journal of Botany,journal
Veterinary Record Open,journal
Vocations and Learning,journal
American Journal of Dentistry,journal
Arctic,journal
Biologicals,journal
Biorheology,journal
Current Pharmacology Reports,journal
Current protocols in chemical biology,journal
Group Decision and Negotiation,journal
International Journal of Shipping and Transport Logistics,journal
Iranian Journal of Psychiatry,journal
Journal of Correctional Health Care,journal
Journal of Integrative Environmental Sciences,journal
KSCE Journal of Civil Engineering,journal
Polymer Engineering and Science,journal
Radiologia Brasileira,journal
Reproductive Biomedicine and Society Online,journal
Revista da Sociedade Brasileira de Medicina Tropical,journal
Spirituality in Clinical Practice,journal
Anthrozoos,journal
Austral Entomology,journal
Dose-Response,journal
Evolutionary Bioinformatics,journal
Information Technology and Libraries,journal
International Journal of Environmental Research,journal
"International Journal of Minerals, Metallurgy and Materials",journal
Journal of Fluorine Chemistry,journal
Journal of Greek Linguistics,journal
Journal of Pediatric Endocrinology and Metabolism,journal
Journal of Visual Communication and Image Representation,journal
Open Microbiology Journal,journal
Plant Biotechnology Reports,journal
"Plant, Soil and Environment",journal
South African Journal of Economics,journal
Web Semantics,journal
Zhongguo Gonglu Xuebao/China Journal of Highway and Transport,journal
Acta Geophysica Sinica,journal
American Journal of Physiology - Advances in Physiology Education,journal
Archaeology in Oceania,journal
BioInvasions Records,journal
Blood Pressure,journal
International Journal of the Economics of Business,journal
Journal of Corporate Real Estate,journal
Journal of Emergency Medicine,journal
Journal of Pension Economics and Finance,journal
Journal of Philosophy of Education,journal
Journal of the American Society of Brewing Chemists,journal
Learning Health Systems,journal
"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion",journal
Surface Engineering,journal
Violence and Gender,journal
Anatomical Science International,journal
Asian Journal of Social Psychology,journal
Environmental Processes,journal
Intersecciones en Antropologia,journal
Journal of Electrocardiology,journal
Journal of oral science,journal
Journal of Polymer Research,journal
Journal of Singularities,journal
Journal of the Marine Biological Association of the United Kingdom,journal
Morphology,journal
Omega: Journal of Death and Dying,journal
Psychoanalytic Perspectives,journal
SAE International Journal of Commercial Vehicles,journal
Seminars in Plastic Surgery,journal
Strategies in Trauma and Limb Reconstruction,journal
Tropical Animal Health and Production,journal
Work,journal
Young Consumers,journal
Zoo Biology,journal
African Journal of Ecology,journal
Applied Mathematics and Mechanics (English Edition),journal
Asia Pacific Journal of Clinical Nutrition,journal
Astronomy Letters,journal
Bryologist,journal
Bulletin of the Council for Research in Music Education,journal
Clinical Social Work Journal,journal
Intellectual Economics,journal
Journal for Specialists in Pediatric Nursing,journal
Journal of Chemical Education,journal
Journal of Educators Online,journal
Journal of Information Science,journal
Media International Australia,journal
Pediatric Hematology and Oncology,journal
"Physics Letters, Section A: General, Atomic and Solid State Physics",journal
Revista Espanola de Orientacion y Psicopedagogia,journal
University of Pennsylvania Law Review,journal
BioMedicine (Netherlands),journal
Cardiovascular Endocrinology and Metabolism,journal
Current Psychology,journal
Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control,journal
Discrete Mathematics and Theoretical Computer Science,journal
"East Asian Science, Technology and Society",journal
Evaluation and the Health Professions,journal
"Human Service Organizations Management, Leadership and Governance",journal
INFOR,journal
Journal of Dairy Research,journal
Journal of Inverse and Ill-Posed Problems,journal
Journal of Materials Engineering and Performance,journal
Journal of Occupational and Environmental Hygiene,journal
Journal of Oil Palm Research,journal
Journal of Remanufacturing,journal
Journal of the International Association for Shell and Spatial Structures,journal
Journal of Tribology,journal
Leading Edge,journal
NursingPlus Open,journal
Preventive Nutrition and Food Science,journal
Southern Forests,journal
University of Chicago Law Review,journal
Biosurface and Biotribology,journal
BMC Biochemistry,journal
Celebrity Studies,journal
Current Treatment Options in Psychiatry,journal
Data Science and Engineering,journal
Foreign Affairs,journal
Geografisk Tidsskrift,journal
Journal of Automated Reasoning,journal
"Journal of Law, Information and Science",journal
Journal of Pharmacy and Pharmaceutical Sciences,journal
Oxford Journal of Legal Studies,journal
Ozone: Science and Engineering,journal
Perceptual and Motor Skills,journal
Revista Latinoamericana de Psicologia,journal
Topology and its Applications,journal
Diachronica,journal
Disaster Prevention and Management,journal
European Journal on Criminal Policy and Research,journal
GENEVA Risk and Insurance Review,journal
"IEEE Transactions on Components, Packaging and Manufacturing Technology",journal
Improving Schools,journal
International Journal of Mathematical Education in Science and Technology,journal
Journal of Continuing Education in Nursing,journal
Journal of Fusion Energy,journal
Journal of New Materials for Electrochemical Systems,journal
Physiotherapy Theory and Practice,journal
Polyhedron,journal
Voprosy Ekonomiki,journal
Canadian Water Resources Journal,journal
Current Aging Science,journal
Du Bois Review,journal
Ensenanza de las Ciencias,journal
Environmental Progress and Sustainable Energy,journal
Environments - MDPI,journal
Geochemistry International,journal
International Review on Public and Nonprofit Marketing,journal
In Vitro Cellular and Developmental Biology - Plant,journal
Journal of Business Strategy,journal
Journal of Poultry Science,journal
Journal of Reproduction and Infertility,journal
Journal of Research in Marketing and Entrepreneurship,journal
Journal of Science Communication,journal
Mathematics,journal
Origins of Life and Evolution of Biospheres,journal
Visual Informatics,journal
Anaesthesia and Intensive Care,journal
Annals of Noninvasive Electrocardiology,journal
Annals of Transplantation,journal
Applied neuropsychology. Adult,journal
Biocontrol Science and Technology,journal
Bioethics,journal
Chemical Physics,journal
China Perspectives,journal
Communication Research Reports,journal
Computational Statistics,journal
"Global Knowledge, Memory and Communication",journal
International Journal of Trichology,journal
Journal of Experimental Algorithmics,journal
Journal of International Studies,journal
Journal of Micromechanics and Microengineering,journal
Lake and Reservoir Management,journal
Neotropical Entomology,journal
Operational Research,journal
Reflective Practice,journal
Thrombosis,journal
"Transforming Government: People, Process and Policy",journal
Women and Criminal Justice,journal
Australian Economic History Review,journal
Current Problems in Surgery,journal
DFI Journal,journal
Ecology and Industry of Russia,journal
Ecoscience,journal
European Journal of Science and Theology,journal
Facial Plastic Surgery Clinics of North America,journal
GMS German Medical Science,journal
Ichthyological Research,journal
International Journal of Agronomy,journal
International Journal of Constitutional Law,journal
International Studies Perspectives,journal
Journal of Arthropod-Borne Diseases,journal
Journal of Bionic Engineering,journal
Jurnal Pendidikan IPA Indonesia,journal
Phytopathologia Mediterranea,journal
Sign Language and Linguistics (Online),journal
Superlattices and Microstructures,journal
Swiss Journal of Palaeontology,journal
Toxicology Mechanisms and Methods,journal
BMC Dermatology,journal
Chemistry Letters,journal
Critical Studies on Terrorism,journal
Current Rheumatology Reviews,journal
Disaster Medicine and Public Health Preparedness,journal
Evidence-based nursing,journal
Foresight and STI Governance,journal
Frontiers in Education,journal
Geological Field Trips and Maps,journal
International Journal of Corpus Linguistics,journal
International Journal of River Basin Management,journal
Journal of Economic and Social Measurement,journal
Public Money and Management,journal
Theoretical and Applied Ecology,journal
Universal Access in the Information Society,journal
Aquatic Insects,journal
Asian Pacific Journal of Tropical Medicine,journal
Computer Optics,journal
Economic Botany,journal
"Families, Systems and Health",journal
Global Media and Communication,journal
"IEEE Transactions on Molecular, Biological, and Multi-Scale Communications",journal
International Journal of Entrepreneurial Venturing,journal
Journal of Language Evolution,journal
Journal of Vascular Access,journal
Macromolecular Research,journal
Mathematical Modelling and Analysis,journal
Outlooks on Pest Management,journal
Psychological Record,journal
REACH,journal
System Dynamics Review,journal
Zoology in the Middle East,journal
AEM Education and Training,journal
African Journal of Laboratory Medicine,journal
American Philosophical Quarterly,journal
Archives of Iranian Medicine,journal
British Journal of Music Education,journal
Comparative Cytogenetics,journal
Disputatio,journal
European Journal of Radiology Open,journal
IT Professional,journal
Journal of Health Organization and Management,journal
Journal of Pseudo-Differential Operators and Applications,journal
Journal of Structural Integrity and Maintenance,journal
Modern Physics Letters A,journal
NETNOMICS: Economic Research and Electronic Networking,journal
Neuroradiology Journal,journal
Pediatrics International,journal
Polymer-Plastics Technology and Materials,journal
Representation,journal
Revue Suisse de Zoologie,journal
Russian Entomological Journal,journal
Women's Studies in Communication,journal
"IET Radar, Sonar and Navigation",journal
"Indian Journal of Medical Research, Supplement",journal
International Review of Finance,journal
Journal of Agricultural Science,journal
Journal of Experiential Education,journal
Journal of Materials Science: Materials in Electronics,journal
"Journal of the Urban Planning and Development Division, ASCE",journal
Latin American Research Review,journal
Nuclear Medicine Communications,journal
Personalized Medicine,journal
Solvent Extraction and Ion Exchange,journal
Advances in Civil Engineering Materials,journal
Brazilian Journal of Otorhinolaryngology,journal
Business Strategy and Development,journal
Cytotechnology,journal
ECS Journal of Solid State Science and Technology,journal
European Endocrinology,journal
European Journal of Wood and Wood Products,journal
Folia Primatologica,journal
Food Science and Technology,journal
Herpetological Conservation and Biology,journal
"Journal of Neurological Surgery, Part A: Central European Neurosurgery",journal
"Journal of Neurological Surgery, Part B: Skull Base",journal
Learning and Motivation,journal
Planning Perspectives,journal
Reviews of Environmental Contamination and Toxicology,journal
Transplant Immunology,journal
Water Policy,journal
American Journal of Health-System Pharmacy,journal
Asian Development Review,journal
EuroChoices,journal
European Zoological Journal,journal
Infectious Disease Reports,journal
International Journal of Islamic and Middle Eastern Finance and Management,journal
"Japanese Journal of Applied Physics, Part 1: Regular Papers & Short Notes",journal
Maritime Studies,journal
Materials and Corrosion - Werkstoffe und Korrosion,journal
Refugee Survey Quarterly,journal
Stratigraphy and Geological Correlation,journal
Action in Teacher Education,journal
Advances in Clinical and Experimental Medicine,journal
"Archaeology, Ethnology and Anthropology of Eurasia",journal
Beton- und Stahlbetonbau,journal
Clinical Neuropharmacology,journal
Current Hypertension Reviews,journal
Invertebrate Biology,journal
Journal of Radio and Audio Media,journal
Journal of Sport and Tourism,journal
Language Testing in Asia,journal
Pharmaceutical Nanotechnology,journal
Wetlands Ecology and Management,journal
Applied Physics A: Materials Science and Processing,journal
Architectural Engineering and Design Management,journal
Emergencias,journal
Fuel Cells,journal
Indian Journal of Psychiatry,journal
International Journal of Occupational Medicine and Environmental Health,journal
Journal of Business Economics and Management,journal
Journal of Counselor Leadership and Advocacy,journal
Journal of Network and Systems Management,journal
Management (France),journal
Physica B: Condensed Matter,journal
Refuge,journal
Separations,journal
Small Wars and Insurgencies,journal
Veterinary Medicine and Science,journal
Australasian Journal of Environmental Management,journal
Coatings,journal
Emergency Medicine International,journal
Family Medicine,journal
Geo Journal,journal
IMA Journal of Management Mathematics,journal
International Journal of Educational Psychology,journal
International Journal of Quantum Chemistry,journal
Journal of Cold Regions Engineering - ASCE,journal
Journal of Human Reproductive Sciences,journal
Journal of Medical Radiation Sciences,journal
Journal of Oral Implantology,journal
Journal of Organometallic Chemistry,journal
Logical Methods in Computer Science,journal
Neurologia i Neurochirurgia Polska,journal
Oral and Maxillofacial Surgery,journal
Revista Brasileira de Parasitologia Veterinaria,journal
Allergologia et Immunopathologia,journal
Annals of Human Biology,journal
Applied Radiation and Isotopes,journal
Computational Particle Mechanics,journal
Critical Military Studies,journal
Dialectica,journal
"Facta Universitatis, Series: Mechanical Engineering",journal
Fishery Bulletin,journal
Frontiers in Surgery,journal
Geotectonics,journal
Health Promotion Practice,journal
Journal of Herbal Medicine,journal
Magnetic Resonance in Chemistry,journal
Photogrammetric Engineering and Remote Sensing,journal
Progress in Computational Fluid Dynamics,journal
Advances in Meteorology,journal
BioSystems,journal
Demokratizatsiya,journal
Fire and Materials,journal
Frontiers of Mathematics in China,journal
Glasgow Mathematical Journal,journal
International Journal of Doctoral Studies,journal
International Journal of General Systems,journal
International Journal of Neonatal Screening,journal
International Relations,journal
Journal of the Knowledge Economy,journal
Journal of Water and Health,journal
Matematychni Studii,journal
Medical Devices: Evidence and Research,journal
"Muscles, Ligaments and Tendons Journal",journal
Optik,journal
"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",journal
Rangeland Journal,journal
Religion,journal
Social Science Quarterly,journal
Tropical Plant Biology,journal
Acta Informatica,journal
Annals of Silvicultural Research,journal
British Journal of Aesthetics,journal
Cultural Trends,journal
Discrete and Continuous Dynamical Systems - Series S,journal
Education Economics,journal
Forensic Science International: Synergy,journal
Journal of Building Physics,journal
Journal of Clinical and Experimental Dentistry,journal
Journal of Couple and Relationship Therapy,journal
Methodology and Computing in Applied Probability,journal
Molecular Informatics,journal
Opuscula Mathematica,journal
ORL,journal
Physics and Chemistry of Liquids,journal
Plant Biotechnology,journal
Proceedings of Institution of Civil Engineers: Waste and Resource Management,journal
African Geographical Review,journal
Analysis Mathematica,journal
Australian Journal of Rural Health,journal
Data and Knowledge Engineering,journal
Ethics and Behavior,journal
European Journal of Dermatology,journal
Geburtshilfe und Frauenheilkunde,journal
Hungarian Geographical Bulletin,journal
Israel Journal of Health Policy Research,journal
Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering,journal
Journal of Innovation and Entrepreneurship,journal
Materials Transactions,journal
Measurement Science and Technology,journal
Noise Mapping,journal
Analyses of Social Issues and Public Policy,journal
Bulletin of the Australian Mathematical Society,journal
Canadian Journal of Political Science,journal
Estudios Atacamenos,journal
Ethiopian journal of health sciences,journal
Evolutionary Ecology Research,journal
International Journal of Food Science,journal
Journal of Forestry Research,journal
Journal of Information Literacy,journal
Journal of Investigative Psychology and Offender Profiling,journal
Journal of Structural Fire Engineering,journal
Journal of Theoretical and Computational Acoustics,journal
Nationalities Papers,journal
Numerical Functional Analysis and Optimization,journal
Nutrition and Dietetics,journal
Operators and Matrices,journal
Teacher Educator,journal
Theory of Computing Systems,journal
Computer Applications in Engineering Education,journal
Critical Review of International Social and Political Philosophy (CRISPP),journal
Critical Reviews in Oncogenesis,journal
Epijournal de Geometrie Algebrique,journal
Episodes,journal
European Journal of Political Theory,journal
Few-Body Systems,journal
Frontiers of Materials Science,journal
Journal of International Consumer Marketing,journal
Journal of Pipeline Systems Engineering and Practice,journal
Journal of Psycholinguistic Research,journal
Journal of Sustainable Water in the Built Environment,journal
Natural Product Research,journal
New Zealand Journal of Agricultural Research,journal
Petroleum Research,journal
Photonic Sensors,journal
Political Theory,journal
Revista de Psicologia del Trabajo y de las Organizaciones,journal
Romanian Journal of Physics,journal
Sotsiologicheskiy Zhurnal,journal
Australian Social Work,journal
Biofuels,journal
"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",journal
Frontiers in Bioscience - Elite,journal
Invasive Plant Science and Management,journal
Iranian Journal of Parasitology,journal
Journal of Communication Inquiry,journal
"Journal of Mathematical Physics, Analysis, Geometry",journal
Journal of Porous Materials,journal
Journal of the Canadian Urological Association,journal
Knowledge Engineering Review,journal
Outlook on Agriculture,journal
Pediatric and Developmental Pathology,journal
Proceedings of the Institution of Civil Engineers: Maritime Engineering,journal
Reference Librarian,journal
Revista Brasileira de Entomologia,journal
Strain,journal
Translational Animal Science,journal
Advances in Natural Sciences: Nanoscience and Nanotechnology,journal
Alcheringa,journal
Annals of Functional Analysis,journal
Annals of Microbiology,journal
Blumea: Journal of Plant Taxonomy and Plant Geography,journal
Cardiovascular Revascularization Medicine,journal
Current Urology,journal
Discussiones Mathematicae - Graph Theory,journal
Journal of Cardiothoracic Surgery,journal
Journal of Comparative Pathology,journal
Journal of International Society of Preventive and Community Dentistry,journal
Modern Asian Studies,journal
Robotica,journal
Zeitschrift fur Soziologie,journal
Acta Naturae,journal
Agricultural and Resource Economics Review,journal
Canadian Modern Language Review,journal
CESifo Economic Studies,journal
Contemporary Readings in Law and Social Justice,journal
Early Child Development and Care,journal
Experimental Aging Research,journal
Genetic Resources and Crop Evolution,journal
International Journal of Metalcasting,journal
Journal of Cancer Research and Therapeutics,journal
Journal of Logic and Computation,journal
Journal of Mass Spectrometry,journal
Journal of Peptide Science,journal
Journal of Renewable and Sustainable Energy,journal
Metaphilosophy,journal
Pain Research and Treatment,journal
PaleoAmerica,journal
Physics and Chemistry of Minerals,journal
Ratio,journal
Acta Botanica Brasilica,journal
Acta Neurologica Belgica,journal
Boletin de Filologia,journal
Chilean Journal of Agricultural Research,journal
Foot,journal
HOPOS,journal
International Food and Agribusiness Management Review,journal
Journal of East Asian Studies,journal
"Mind, Culture, and Activity",journal
Negotiation and Conflict Management Research,journal
"Religion, State and Society",journal
Review of Faith and International Affairs,journal
Scientifica,journal
Surface Science Spectra,journal
Systems Engineering,journal
Traumatology,journal
Acta Geographica Slovenica,journal
Aerospace,journal
Clinical Mass Spectrometry,journal
Entertainment Computing,journal
Folia Horticulturae,journal
International Journal of Modelling and Simulation,journal
IZA Journal of Labor Policy,journal
Journal of Ethnic and Cultural Diversity in Social Work,journal
Journal of Gastrointestinal Cancer,journal
Journal of Management and Governance,journal
Journal of Psoriasis and Psoriatic Arthritis,journal
Mathematical Logic Quarterly,journal
Medical Ultrasonography,journal
PMLA,journal
Thermophysics and Aeromechanics,journal
Acta Montanistica Slovaca,journal
Basic Income Studies,journal
Brazilian Journal of Biology,journal
California Agriculture,journal
Designed Monomers and Polymers,journal
Ecological Management and Restoration,journal
Economia Politica,journal
International braz j urol : official journal of the Brazilian Society of Urology,journal
International Journal of Multicultural Education,journal
J. AGRICULTURAL METEOROLOGY,journal
Journal of Criminal Justice Education,journal
Journal of English as an International Language,journal
Journal of Pediatric Health Care,journal
Journal of the Mechanical Behavior of Materials,journal
Sports Coaching Review,journal
Turk Uroloji Dergisi,journal
AMA journal of ethics,journal
Atlantic Geology,journal
Bogoslovni Vestnik,journal
Genes and Genomics,journal
Information Technology and Management,journal
International Journal of Medicinal Mushrooms,journal
International Journal of Quality and Service Sciences,journal
Journal of Applied Remote Sensing,journal
Journal of Clinical Orthopaedics and Trauma,journal
Journal of Molecular Structure,journal
Journal of Pediatric Oncology Nursing,journal
Journal of Radiological Protection,journal
Malaysian Journal of Library and Information Science,journal
Psychology Learning and Teaching,journal
Public Health Nursing,journal
Systematic Parasitology,journal
Thoracic Surgery Clinics,journal
Transfusion Medicine,journal
Capital and Class,journal
Caspian Journal of Internal Medicine,journal
Communications in Statistics - Theory and Methods,journal
Eksploatacja i Niezawodnosc,journal
European Physical Journal E,journal
IBM Journal of Research and Development,journal
"International Journal of Education in Mathematics, Science and Technology",journal
Journal of Chemometrics,journal
Journal of International Students,journal
Journal of Statistics Education,journal
Journal of the Australian Mathematical Society,journal
Medieval Archaeology,journal
Pleura and Peritoneum,journal
Security Journal,journal
Copeia,journal
Crime Prevention and Community Safety,journal
Dimensions of Critical Care Nursing,journal
European Journal of Horticultural Science,journal
IMA Journal of Applied Mathematics,journal
International Journal of Theoretical and Applied Finance,journal
Intractable and Rare Diseases Research,journal
Journal of Applied Fluid Mechanics,journal
Journal of Orthodontics,journal
Journal of Peace Education,journal
Journal of Veterinary Research (Poland),journal
Longitudinal and Life Course Studies,journal
Qualitative Theory of Dynamical Systems,journal
Steroids,journal
Archiv der Pharmazie,journal
Australian Journal of Environmental Education,journal
Biotechnology and Applied Biochemistry,journal
Brazilian Journal of Geology,journal
Canadian Pharmacists Journal,journal
Chemical Physics Letters: X,journal
Chungara,journal
Entropy,journal
Environment,journal
Ethnobiology and Conservation,journal
Geosciences Journal,journal
International Archives of Otorhinolaryngology,journal
International Journal of Cartography,journal
Journal of Children and Media,journal
Journal of Economic Structures,journal
"Journal of Hospitality, Leisure, Sport and Tourism Education",journal
Minerva Gastroenterologica e Dietologica,journal
Progress in Industrial Ecology,journal
Publicationes Mathematicae,journal
Siberian Electronic Mathematical Reports,journal
Sustainable Development of Mountain Territories,journal
TESOL Journal,journal
Annales Zoologici Fennici,journal
Annals of Combinatorics,journal
Aquatic Ecology,journal
Critical Studies in Television,journal
Current Breast Cancer Reports,journal
European Journal of Tourism Research,journal
Gender in Management,journal
IEEE Transactions on Applied Superconductivity,journal
Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,journal
International Journal of Machining and Machinability of Materials,journal
Journal of Bodywork and Movement Therapies,journal
Journal of Genetic Psychology,journal
Journal of Parasitology,journal
Marine Fisheries Review,journal
"Practical Assessment, Research and Evaluation",journal
Reports of Biochemistry and Molecular Biology,journal
Advanced Robotics,journal
Annals of Forest Research,journal
Australian Systematic Botany,journal
Clothing and Textiles Research Journal,journal
Ethology Ecology and Evolution,journal
Fluid Dynamics Research,journal
Gene Expression Patterns,journal
IET Networks,journal
International Journal of Automotive Technology,journal
Journal - American Water Works Association,journal
Journal of Anaesthesiology Clinical Pharmacology,journal
Journal of Clinical Neuromuscular Disease,journal
Journal of Experimental Nanoscience,journal
Journal of Global Information Technology Management,journal
Journal of Leisure Research,journal
Journal of Spatial Science,journal
Levant,journal
Materials Technology,journal
Regular and Chaotic Dynamics,journal
Revista Chilena de Derecho,journal
Revista Complutense de Educacion,journal
Vasa - European Journal of Vascular Medicine,journal
Archives of Orofacial Sciences,journal
Cambridge Quarterly of Healthcare Ethics,journal
Carbohydrate Research,journal
Emergency Radiology,journal
European Journal of Entomology,journal
International Journal of Public Administration,journal
Journal of Electrostatics,journal
Journal of Limnology,journal
Journal of Oral and Facial Pain and Headache,journal
Journal of Plant Diseases and Protection,journal
Journal of Public Health Policy,journal
Journal of Science and Technology Policy Management,journal
Mountain Research and Development,journal
Nordic Journal of Digital Literacy,journal
Order,journal
Pacific Conservation Biology,journal
"Policy, Politics, and Nursing Practice",journal
Post-Communist Economies,journal
Swiss Medical Weekly,journal
Xenobiotica,journal
African Journal of Range and Forage Science,journal
Arid Land Research and Management,journal
Canadian Journal of Electrical and Computer Engineering,journal
Chinese Journal of Integrative Medicine,journal
Clinical and Experimental Dental Research,journal
Family and Community Health,journal
International Journal of Intellectual Property Management,journal
International Zoo Yearbook,journal
Journal of Berry Research,journal
Journal of Marine Science and Engineering,journal
Journal of Organizational and End User Computing,journal
Journal of Tropical Pediatrics,journal
Mir Rossii,journal
Public Library Quarterly,journal
Regional Studies in Marine Science,journal
Reviews in Analytical Chemistry,journal
Schizophrenia Research and Treatment,journal
Theoretical Computer Science,journal
World Wide Web,journal
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science),journal
Annals of Thoracic and Cardiovascular Surgery,journal
Applied Entomology and Zoology,journal
China Information,journal
Geo: Geography and Environment,journal
Global Discourse,journal
Higher Education Pedagogies,journal
IFLA Journal,journal
International Journal of Geosynthetics and Ground Engineering,journal
International Journal of Sustainable Engineering,journal
International Social Work,journal
JDDG - Journal of the German Society of Dermatology,journal
Journal of Arrhythmia,journal
Journal of Coastal Conservation,journal
Journal of Nanomaterials,journal
Journal of Offender Rehabilitation,journal
Journal of the Canadian Society of Forensic Science,journal
Nano Communication Networks,journal
Neural Processing Letters,journal
Paladyn,journal
Zoosystematica Rossica,journal
Aerosol Science and Engineering,journal
Applied Earth Science: Transactions of the Institute of Mining and Metallurgy,journal
Archives of Physiology and Biochemistry,journal
Boletin de la Sociedad Espanola de Ceramica y Vidrio,journal
Computational and Mathematical Methods in Medicine,journal
Future Virology,journal
Health Science Reports,journal
Howard Journal of Crime and Justice,journal
Journal of Multi-Criteria Decision Analysis,journal
Journal of Nonlinear and Convex Analysis,journal
Journal of Plant Nutrition,journal
Kew Bulletin,journal
New Zealand Medical Journal,journal
Periodica Mathematica Hungarica,journal
Qualitative Research in Accounting and Management,journal
Requirements Engineering,journal
Social Work in Health Care,journal
Urology Journal,journal
Anais Brasileiros de Dermatologia,journal
