Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Milosevic, D., Patanakul, P.","56975432900; 8274999800","Standardized project management may increase development projects success",2005,"International Journal of Project Management",23,"3",,181,192,,155,10.1016/j.ijproman.2004.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-15844412260&partnerID=40&md5=ab847d92de62d565268acd07e9f7db76",Article,Final,"",Scopus,2-s2.0-15844412260
"Hsu, M.H., Chiu, C.M., Ju, T.L.","7202371155; 7402303944; 8621447500","Determinants of continued use of the WWW: An integration of two theoretical models",2004,"Industrial Management and Data Systems",104,"9",,766,775,,155,10.1108/02635570410567757,"https://www.scopus.com/inward/record.url?eid=2-s2.0-10444244093&partnerID=40&md5=29f9571dba575011d99a571b4a8a91ec",Article,Final,"",Scopus,2-s2.0-10444244093
"Sedera, D., Gable, G."," ","A factor and structural equation analysis of the enterprise systems success measurement model",2004,"Proceedings of the 25th International Conference on Information Systems",,"",,449,463,,155,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845893965&partnerID=40&md5=d8fc61518d00de63263baec64311feab",Article,Final,"",Scopus,2-s2.0-33845893965
"Chin, W.W.","",[No title available],2003,"PLS-Graph Version 3.00, Build 1017",,"",,,,,155,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18844381344&partnerID=40&md5=24c349571c69ecb5a60b1ee3c890f5dc",Article,Final,"",Scopus,2-s2.0-18844381344
"Dunford, R., Jones, D.","7005247956; 8642599800","Narrative in strategic change",2000,"Human Relations",53,"9",,1207,1226,,155,10.1177/0018726700539005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0040735788&partnerID=40&md5=d732e1b1c0374348915a17daa7cc53a7",Article,Final,"",Scopus,2-s2.0-0040735788
"Hwang, M.I., Thorn, R.G.","7203023438; 7005307540","The effect of user engagement on system success: A meta-analytical integration of research findings",1999,"Information and Management",35,"4",,229,236,,155,10.1016/S0378-7206(98)00092-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0013460066&partnerID=40&md5=e0d4f79a4df8403600dbf09113eca732",Article,Final,"",Scopus,2-s2.0-0013460066
"Zmud, R.W.","7004338389","Management of large software development efforts",1980,"MIS Quarterly: Management Information Systems",4,"2",,45,55,,155,10.2307/249336,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003167359&partnerID=40&md5=7663f91294b4a50f4083f8627660ae71",Article,Final,"",Scopus,2-s2.0-0003167359
"Sheu, C., Chae, B., Yang, C.-L.","35608988300; 56213681300; 7407743866","National differences and ERP implementation: Issues and challenges",2004,"Omega",32,"5",,361,371,,154,10.1016/j.omega.2004.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2642516976&partnerID=40&md5=66168bfa1215bd2519a9fd676a0f481e",Article,Final,"",Scopus,2-s2.0-2642516976
"Dunegan, K.J.","6508125326","Framing, Cognitive Modes, and Image Theory: Toward an Understanding of a Glass Half Full",1993,"Journal of Applied Psychology",78,"3",,491,503,,154,10.1037/0021-9010.78.3.491,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58149204597&partnerID=40&md5=79a145216cf9d875a750c4157a270de7",Article,Final,"",Scopus,2-s2.0-58149204597
"Bandara, W., Miskon, S., Fielt, E.","9633046900; 54929871100; 6507980548","A systematic, tool-supported method for conducting literature reviews in information systems",2011,"19th European Conference on Information Systems, ECIS 2011",,"",,,,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84870627947&partnerID=40&md5=ab194dd1bb2665fe078d718ab49a999f",Conference Paper,Final,"",Scopus,2-s2.0-84870627947
[No author name available],[No author name available],"OECD Principles of Corporate Governance Organisation for Economic Co-Operation and Development",2004,"OECD Principles of Corporate Governance",,"",,,,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14944361681&partnerID=40&md5=3be5a434b963e9bcf9703a372e0a3928",Article,Final,"",Scopus,2-s2.0-14944361681
"Barker, T., Frolick, M.N.","7103052527; 6701636803","ERP implementation failure: A case study",2003,"Information Systems Management",20,"4",,43,49,,153,10.1201/1078/43647.20.4.20030901/77292.7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141860776&partnerID=40&md5=c99596cea45dd086b5fae3692f8dbbc9",Article,Final,"",Scopus,2-s2.0-0141860776
"Bennis, W.G., Thomas, R.J.","6602073414; 12759617600","Crucibles of leadership",2002,"Harvard Business Review",80,"9",,39,,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18344403850&partnerID=40&md5=e0179afb144f689d1c47ecdc15775aa6",Review,Final,"",Scopus,2-s2.0-18344403850
"Kim, J., Lee, J., Han, K., Lee, M.","33067745400; 55689938500; 7402963480; 55716867200","Businesses as buildings: Metrics for the architectural quality of Internet businesses",2002,"Information Systems Research",13,"3",,239,254,,153,10.1287/isre.13.3.239.79,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036737203&partnerID=40&md5=6747d8cef0f28a0920a6b9a4de6d11db",Article,Final,"",Scopus,2-s2.0-0036737203
"Gefen, D., Keil, M.","6601945888; 7102297870","The Impact of Developer Responsiveness on Perceptions of Usefulness and Ease of Use: An Extension of the Technoiogy Acceptance Model",1998,"Data Base for Advances in Information Systems",29,"2",,35,49,,153,10.1145/298752.298757,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001774151&partnerID=40&md5=0d0738ec59428a2f9f992047bb138325",Article,Final,"",Scopus,2-s2.0-0001774151
"Fitzgerald, B.","55254995900","The use of systems development methodologies in practice: A field study",1997,"Information Systems Journal",7,"3",,201,212,,153,10.1046/j.1365-2575.1997.d01-18.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001735095&partnerID=40&md5=160e5345840907b6696b5324da28fba6",Article,Final,"",Scopus,2-s2.0-0001735095
"Grant, D., Oswick, C."," ",[No title available],1996,"Metaphor and Organizations",,"",,,,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004203718&partnerID=40&md5=90d6424517c4c6e427e2e98756e25061",Article,Final,"",Scopus,2-s2.0-0004203718
"Hummel, R.P.","","Stories managers tell: Why they are as valid as science",1991,"Public Administration Review",51,"1",,31,41,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84934563587&partnerID=40&md5=1b11f5462350d0a2f6c08ba70ba1dbc2",Article,Final,"",Scopus,2-s2.0-84934563587
"Redding, S.G., Ng, M."," ","The role of 'face' in the organizational perceptions of Chinese managers",1982,"Organization Studies",3,"3",,201,219,,153,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79960964694&partnerID=40&md5=9a26f63c2c5f32d792272f02c635b6e4",Article,Final,"",Scopus,2-s2.0-79960964694
"Crawford, P., Bryce, P.","7202988258; 6701523011","Project monitoring and evaluation: A method for enhancing the efficiency and effectiveness of aid project implementation",2003,"International Journal of Project Management",21,"5",,363,373,,152,10.1016/S0263-7863(02)00060-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038721042&partnerID=40&md5=50b5969b0f858867ed0eab40c929e1e2",Article,Final,"",Scopus,2-s2.0-0038721042
"Jiang, J., Klein, G.","7404828955; 25954599700","Software development risks to project effectiveness",2000,"Journal of Systems and Software",52,"1",,3,10,,152,10.1016/S0164-1212(99)00128-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033751640&partnerID=40&md5=72c91cdf783eb2701615e396054ba8c6",Article,Final,"",Scopus,2-s2.0-0033751640
"Yoon, Y., Guimaraes, T., O'Neal, Q.","7402126698; 7004845422; 6504822993","Exploring the factors associated with expert systems success",1995,"MIS Quarterly: Management Information Systems",19,"1",,83,106,,152,10.2307/249712,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002974112&partnerID=40&md5=dbf2a7605c025000632530ec9f98ece7",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0002974112
"Pender, N.J., Walker, S.N., Sechrist, K.R., Frank-Stromborg, M.","7004918558; 55222882000; 6701828804; 7003432519","Predicting health-promoting lifestyles in the workplace",1990,"Nursing Research",39,"6",,326,332,,152,10.1097/00006199-199011000-00002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0025695208&partnerID=40&md5=9de1dbf91786b959fd73ca168890f044",Article,Final,"",Scopus,2-s2.0-0025695208
"Fuerst, W.L., Cheney, P.H.","7003867767; 55885844800","Concepts, Theory, and Techniques: FACTORS AFFECTING THE PERCEIVED UTILIZATION OF COMPUTER‐BASED DECISION SUPPORT SYSTEMS IN THE OIL INDUSTRY",1982,"Decision Sciences",13,"4",,554,569,,152,10.1111/j.1540-5915.1982.tb01182.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989405806&partnerID=40&md5=6d7e5624e3dbb4345b9da86ac9527565",Article,Final,"",Scopus,2-s2.0-84989405806
"Abolafia, M.Y.","6602284224","Narrative construction as sensemaking: How a central bank thinks",2010,"Organization Studies",31,"3",,349,367,,151,10.1177/0170840609357380,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951000175&partnerID=40&md5=5f3a9953067a3e4e9e764196e5aa1241",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-77951000175
"Pozzebon, M., Pinsonneault, A.","57203388840; 6603519070","Challenges in conducting empirical work using structuration theory: Learning from IT research",2005,"Organization Studies",26,"9",,1353,1376,,151,10.1177/0170840605054621,"https://www.scopus.com/inward/record.url?eid=2-s2.0-26844495332&partnerID=40&md5=532c4774941573e7d1c396fa4d135cce",Article,Final,"",Scopus,2-s2.0-26844495332
"Elsbach, K.D., Barr, P.S., Hargadon, A.B.","6602101979; 7102507692; 6603146786","Identifying situated cognition in organizations",2005,"Organization Science",16,"4",,422,433,,151,10.1287/orsc.1050.0138,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30344433465&partnerID=40&md5=1bf08659b6f820c54d656dca29ed495c",Review,Final,"All Open Access, Green",Scopus,2-s2.0-30344433465
"Turner, J.R., Müller, R.","7404250149; 56030912000","Communication and co-operation on projects between the project owner as principal and the project manager as agent",2004,"European Management Journal",22,"3",,327,336,,151,10.1016/j.emj.2004.04.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2642544705&partnerID=40&md5=db2befe0a3b18e23a28be394e95aa66d",Article,Final,"",Scopus,2-s2.0-2642544705
"Daft, R.L.","","Learning the craft of organizational research",1983,"Academy of Management Review",8,"4",,539,546,,151,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001487535&partnerID=40&md5=73ec4f6b4e928aef8d85f876b619af90",Article,Final,"",Scopus,2-s2.0-0001487535
"Mitroff, I.I., Kilmann, R.H."," ","Stories managers tell: A new tool for organizational problem solving",1975,"Management Review",64,"7",,18,28,,151,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002253673&partnerID=40&md5=7e0e52b15855e0f4651834407efd7b04",Article,Final,"",Scopus,2-s2.0-0002253673
"Hogg, M.A., Van Knippenberg, D., Rast, D.E.","7006277794; 6701511250; 55074822000","Intergroup leadership in organizations: Leading across group and organizational boundaries",2012,"Academy of Management Review",37,"2",,232,255,,150,10.5465/amr.2010.0221,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84858067172&partnerID=40&md5=8b37668730d1eebe86517077a0b68760",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84858067172
"Davidson, E.","7402237089","A technological frames perspective on information technology and organizational change",2006,"Journal of Applied Behavioral Science",42,"1",,23,39,,150,10.1177/0021886305285126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33744538733&partnerID=40&md5=20169cf787f461b4f546420a9b153e69",Article,Final,"",Scopus,2-s2.0-33744538733
"Avgerou, C., Walsham, G."," ",[No title available],2000,"Information Technology in Context: Studies from the Perspective of Developing Countries",,"",,,,,150,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003888473&partnerID=40&md5=c9f54017ec3c2df3b6a8f47af4216537",Article,Final,"",Scopus,2-s2.0-0003888473
"Scott, J.E., Vessey, I.","7407334123; 7004429096","Implementing Enterprise Resource Planning Systems: The Role of Learning from Failure",2000,"Information Systems Frontiers",2,"2",,213,232,,150,10.1023/A:1026504325010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034556552&partnerID=40&md5=124a98de57ceff2dd8807561d857f325",Article,Final,"",Scopus,2-s2.0-0034556552
"Hassard, J.","",[No title available],1993,"Sociology and Organization Theory: Positivism, Paradigms and Postmodernity",,"",,,,,150,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003643759&partnerID=40&md5=25f5005833306204e46be934bff15316",Article,Final,"",Scopus,2-s2.0-0003643759
[No author name available],[No author name available],[No title available],2009,"CHAOS Summary 2009",,"",,,,,149,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72949100277&partnerID=40&md5=dc4dde8e64153559f1b3704abaece436",Article,Final,"",Scopus,2-s2.0-72949100277
"Cao, L., Mohan, K., Xu, P., Ramesh, B.","14831127200; 8871461200; 51565072900; 7004396300","A framework for adapting agile development methodologies",2009,"European Journal of Information Systems",18,"4",,332,343,,149,10.1057/ejis.2009.26,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70149121718&partnerID=40&md5=8d61b19846bda1ce65a136333f043e2f",Article,Final,"",Scopus,2-s2.0-70149121718
"Pan, S.L., Lee, J.-N.","57203894889; 7601482184","Using e-CRM for a unified view of the customer",2003,"Communications of the ACM",46,"4",,95,99,,149,10.1145/641205.641212,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1442300374&partnerID=40&md5=6696daf5e45c2b30c07197c92f58be10",Review,Final,"",Scopus,2-s2.0-1442300374
"Rodgers, W., Negash, S., Suk, K.","7101658499; 8221423300; 8221423400","The moderating effect of on-line experience on the antecedents and consequences of on-line satisfaction",2005,"Psychology and Marketing",22,"4",,313,331,,148,10.1002/mar.20061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17044393079&partnerID=40&md5=058d9f469a596780f611f55de73c6cdf",Article,Final,"",Scopus,2-s2.0-17044393079
"O'connor, E.S.","7006146718","Paradoxes of Participation: Textual Analysis and Organizational Change",1995,"Organization Studies",16,"5",,769,803,,148,10.1177/017084069501600502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84970353673&partnerID=40&md5=2bb132a451a16e2c38d70444ec662727",Article,Final,"",Scopus,2-s2.0-84970353673
"Cummings, J.N., Espinosa, J.A., Pickering, C.K.","7402590931; 56497240600; 18038464100","Crossing spatial and temporal boundaries in globally distributed projects: A relational model of coordination delay",2009,"Information Systems Research",20,"3",,420,439,,147,10.1287/isre.1090.0239,"https://www.scopus.com/inward/record.url?eid=2-s2.0-76949090252&partnerID=40&md5=bb375204138c9af1f285983bc169cfab",Article,Final,"",Scopus,2-s2.0-76949090252
"Martinsons, M.G.","7003341477","Relationship-based e-commerce: Theory and evidence from China",2008,"Information Systems Journal",18,"4",,331,356,,147,10.1111/j.1365-2575.2008.00302.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47749095404&partnerID=40&md5=8df87582226ca36400b53471977469e8",Article,Final,"",Scopus,2-s2.0-47749095404
"Clarke, T.","","Theories of Corporate Governance: The Philosophical Foundations of Corporate Governance",2004,"Theories of Corporate Governance: The Philosophical Foundations of Corporate Governance",,"",,,,,147,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-32644482221&partnerID=40&md5=2c6309c923373c415b16af6e722a38d8",Article,Final,"",Scopus,2-s2.0-32644482221
"Speier, C., Morris, M.G.","7003892454; 57212421558","The influence of query interface design on decision-making performance",2003,"MIS Quarterly: Management Information Systems",27,"3",,397,423,,147,10.2307/30036539,"https://www.scopus.com/inward/record.url?eid=2-s2.0-9744242046&partnerID=40&md5=26a9d2997e5dcddcca04abaf937bc02f",Article,Final,"",Scopus,2-s2.0-9744242046
"Mumby, D.K., Stohl, C.","7004186925; 56994120200","Power and Discourse in Organization Studies: Absence and the Dialectic of Control",1991,"Discourse &amp; Society",2,"3",,313,332,,147,10.1177/0957926591002003004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84970301411&partnerID=40&md5=0386ad4fafc05de9828a23bb1f1c9927",Article,Final,"",Scopus,2-s2.0-84970301411
"Whiteman, G., Cooper, W.H.","6603435917; 55996721400","Ecological sensemaking",2011,"Academy of Management Journal",54,"5",,889,911,,146,10.5465/amj.2008.0843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-82255163432&partnerID=40&md5=d421d01e1135f4beabbcfdd9c1a787f5",Article,Final,"",Scopus,2-s2.0-82255163432
"Eveleens, J.L., Verhoef, C.","35075917900; 7003616375","The rise and fall of the Chaos report figures",2010,"IEEE Software",27,"1", 5232804,30,36,,146,10.1109/MS.2009.154,"https://www.scopus.com/inward/record.url?eid=2-s2.0-75149165233&partnerID=40&md5=1af098a41dfcfb01fa61374e68b9b0d8",Article,Final,"All Open Access, Green",Scopus,2-s2.0-75149165233
"Montealegre, R., Keil, M.","56199834600; 7102297870","De-escalating information technology projects: Lessons from the Denver International Airport",2000,"MIS Quarterly: Management Information Systems",24,"3",,417,443,,146,10.2307/3250968,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0012135877&partnerID=40&md5=31f74392564cac0a91c6bd43e9cbb38a",Article,Final,"",Scopus,2-s2.0-0012135877
"Flowers, S.","",[No title available],1996,"Software Failure: Management Failure",,"",,,,,146,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003794309&partnerID=40&md5=a823de0e35d609d2ab6f0b9df8010882",Article,Final,"",Scopus,2-s2.0-0003794309
"Starbuck, W.H., Mezias, J.M.","7004261073; 6603453346","Opening Pandora's box: Studying the accuracy of managers' perceptions",1996,"Journal of Organizational Behavior",17,"2",,99,117,,146,10.1002/(SICI)1099-1379(199603)17:2<99::AID-JOB743>3.0.CO;2-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030088567&partnerID=40&md5=fab9e90632f4f4ad0ab9a6dda43f6c3e",Review,Final,"All Open Access, Green",Scopus,2-s2.0-0030088567
"Li, E.Y.","7201410120","Perceived importance of information system success factors: A meta analysis of group differences",1997,"Information and Management",32,"1",,15,28,,145,10.1016/S0378-7206(97)00005-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002939914&partnerID=40&md5=bc4f9024ac7f57bdc11ffaf58055f715",Article,Final,"",Scopus,2-s2.0-0002939914
"Czarniawska-Joerges, B., Guillet De Monthoux, P."," ",[No title available],1994,"Good Novels, Better Management: Reading Organizational Realities in Fiction",,"",,,,,145,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002420292&partnerID=40&md5=c0ed6ab5b819e573d6bd7ef24d385bbe",Article,Final,"",Scopus,2-s2.0-0002420292
"Clair, R.P.","6701863815","The use of framing devices to sequester organizational narratives: Hegemony and harassment",1993,"Communication Monographs",60,"2",,113,136,,145,10.1080/03637759309376304,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21144482940&partnerID=40&md5=08dc9813a42b64988002b1b2b74e972c",Article,Final,"",Scopus,2-s2.0-21144482940
"Ewusi-Mensah, K., Przasnyski, Z.H.","6603078060; 6603370839","On information systems project abandonment: An exploratory study of organizational practices",1991,"MIS Quarterly: Management Information Systems",15,"1",,67,85,,145,10.2307/249437,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002191231&partnerID=40&md5=12f7e203956f6a61f3a3be251cd0ae12",Article,Final,"",Scopus,2-s2.0-0002191231
"Low, G.C., Jeffery, D.R.","55645736500; 7102699659","Function Points in the Estimation and Evaluation of the Software Process",1990,"IEEE Transactions on Software Engineering",16,"1",,64,71,,145,10.1109/32.44364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0025257986&partnerID=40&md5=6627ce0390895eee2679019f18eb74ee",Article,Final,"",Scopus,2-s2.0-0025257986
"Pinto, J.K., Covin, J.G.","7402584749; 6602113346","Critical factors in project implementation: a comparison of construction and R&amp;D projects",1989,"Technovation",9,"1",,49,62,,145,10.1016/0166-4972(89)90040-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002002843&partnerID=40&md5=bcb6f4f04ec122e81ce256ad27041b5b",Article,Final,"",Scopus,2-s2.0-0002002843
"Swanson, E.B.","7101660605","INFORMATION CHANNEL DISPOSITION AND USE",1987,"Decision Sciences",18,"1",,131,145,,145,10.1111/j.1540-5915.1987.tb01508.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84985790433&partnerID=40&md5=38fb86daccb5b11eb3b85ae2528651a0",Article,Final,"",Scopus,2-s2.0-84985790433
"Brownell, P.","","Budgetary systems and the control of functionally differentiated organizational activities",1985,"Journal of Accounting Research",23,"2",,502,512,,145,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001604423&partnerID=40&md5=a3fd0260a885a6b574a8c7d25eb1536c",Article,Final,"",Scopus,2-s2.0-0001604423
"Mandler, G.","","Mind and body",1984,"Mind and Body",,"",,,,,145,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004273614&partnerID=40&md5=8fff5469fd64d1f815b843c4596c237b",Article,Final,"",Scopus,2-s2.0-0004273614
"Ashurst, C., Doherty, N.F., Peppard, J.","25621400400; 7006826558; 7003312778","Improving the impact of IT development projects: The benefits realization capability model",2008,"European Journal of Information Systems",17,"4",,352,370,,144,10.1057/ejis.2008.33,"https://www.scopus.com/inward/record.url?eid=2-s2.0-54349118673&partnerID=40&md5=0f1072f5374b39bfd1875ff5feb0968e",Article,Final,"All Open Access, Green",Scopus,2-s2.0-54349118673
"Lawler, E.E.","","Total quality management and employee involvement: Are they compatible?",1994,"Academy of Management Executive",8,"1",,68,76,,144,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002599617&partnerID=40&md5=742aa801f784ac8f49a348ec86b8f9f0",Article,Final,"",Scopus,2-s2.0-0002599617
"Phillips, N., Brown, J.L."," ","Analyzing communication in and around organizations: A critical hermeneutic approach",1993,"Academy of Management Journal",36,"6",,1547,1576,,144,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21344476813&partnerID=40&md5=78efe2d749d43dd3d6943151070bbaa9",Article,Final,"",Scopus,2-s2.0-21344476813
"Garland, H., Newport, S.","7005093928; 24303112100","Effects of absolute and relative sunk costs on the decision to persist with a course of action",1991,"Organizational Behavior and Human Decision Processes",48,"1",,55,69,,144,10.1016/0749-5978(91)90005-E,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002822936&partnerID=40&md5=6c5f37c7a43cf3aa385bcbb0bff6f1e3",Article,Final,"",Scopus,2-s2.0-0002822936
"Northcraft, G.B., Neale, M.A.","6701598619; 7101888156","Opportunity costs and the framing of resource allocation decisions",1986,"Organizational Behavior and Human Decision Processes",37,"3",,348,356,,144,10.1016/0749-5978(86)90034-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38249042836&partnerID=40&md5=92b11018647b381ae9d78d3560daa44d",Article,Final,"",Scopus,2-s2.0-38249042836
"Jarvenpaa, S.L., Dickson, G.W., DeSanctis, G.","  ","Methodological issues in experimental IS research: Experiences and recommendations",1985,"MIS Quarterly",9,"2",,141,156,,144,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001494474&partnerID=40&md5=8799ceffa3e8bec5c5cd29b793c42f11",Article,Final,"",Scopus,2-s2.0-0001494474
"Miller, R., Hobbs, B."," ","Governance regimes for large complex projects",2005,"Project Management Journal",36,"3",,42,50,,143,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-51849119875&partnerID=40&md5=cbfe463c81005f3ba2a9a39c2d5cf5da",Article,Final,"",Scopus,2-s2.0-51849119875
"Yusuf, Y.Y., Adeleye, E.O.","6701539345; 7801391598","A comparative study of lean and agile manufacturing with a related survey of current practices in the UK",2002,"International Journal of Production Research",40,"17",,4545,4562,,143,10.1080/00207540210157141,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037146416&partnerID=40&md5=a19ac24885f041953f15d6cea66a1968",Article,Final,"",Scopus,2-s2.0-0037146416
"Aladwani, A.M.","6603332975","An integrated performance model of information systems projects",2002,"Journal of Management Information Systems",19,"1",,185,210,,143,10.1080/07421222.2002.11045709,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036607563&partnerID=40&md5=4adab29fcf8e0a5b9d327ac85b72a419",Article,Final,"",Scopus,2-s2.0-0036607563
"Ochs, E.","","Narrative",1997,"Discourse As Structure and Process",,"",,185,207,,143,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002885993&partnerID=40&md5=9ebd23733b5078ee72d95bf7cf17e443",Article,Final,"",Scopus,2-s2.0-0002885993
"Gabriel, Y.","7004224099","Turning Facts into Stories and Stories into Facts: A Hermeneutic Exploration of Organizational Folklore",1991,"Human Relations",44,"8",,857,875,,143,10.1177/001872679104400806,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973709281&partnerID=40&md5=50021759ea67fad285761b2d873298b7",Article,Final,"",Scopus,2-s2.0-84973709281
"Turner, B.A.","7401858542","THE USE OF GROUNDED THEORY FOR THE QUALITATIVE ANALYSIS OF ORGANIZATIONAL BEHAVIOUR",1983,"Journal of Management Studies",20,"3",,333,348,,143,10.1111/j.1467-6486.1983.tb00211.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84980249458&partnerID=40&md5=8013ad9a38856287f19605740fe294bb",Article,Final,"",Scopus,2-s2.0-84980249458
"Monin, P., Noorderhaven, N., Vaara, E., Kroon, D.","26641428700; 6602546542; 6602566423; 55780528700","Giving sense to and making sense of justice in postmerger integration",2013,"Academy of Management Journal",56,"1",,256,284,,142,10.5465/amj.2010.0727,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879644583&partnerID=40&md5=0e61729556d82336a2d6649600f8d794",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879644583
"Astels, D.","",[No title available],2003,"Test Driven Development: A Practical Guide",,"",,,,,141,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14544294727&partnerID=40&md5=6b602b8179ce64f59603a3c39b6c8169",Article,Final,"",Scopus,2-s2.0-14544294727
"Mills, J.H.","34877509500","Making Sense of Organizational Change",2003,"Making Sense of Organizational Change",,"",,1,244,,141,10.4324/9780203451199,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30344480387&partnerID=40&md5=5e3093980ab44f8e4418a1a11d59f3f3",Book,Final,"",Scopus,2-s2.0-30344480387
"Lin, C., Pervan, G.","8839006900; 6602790934","The practice of IS/IT benefits management in large Australian organizations",2003,"Information and Management",41,"1",,13,24,,141,10.1016/S0378-7206(03)00002-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0041819328&partnerID=40&md5=6b49c54e13159100ce067761d3519aa3",Article,Final,"",Scopus,2-s2.0-0041819328
"Au, N., Ngai, E.W.T., Cheng, T.C.E.","6602612519; 7003298974; 13302593800","A critical review of end-user information system satisfaction research and a new research framework",2002,"Omega",30,"6",,451,478,,141,10.1016/S0305-0483(02)00054-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036888865&partnerID=40&md5=49b4fae8d42b54a15589f83957c04ce6",Article,Final,"",Scopus,2-s2.0-0036888865
"McKinley, W., Mone, M.A., Moon, G.","56261540900; 7004352072; 7005656726","Determinants and development of schools in organization theory",1999,"Academy of Management Review",24,"4",,634,648,,141,10.5465/AMR.1999.2553245,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033246777&partnerID=40&md5=8d43397893d1e599f103d4582abdebbb",Article,Final,"",Scopus,2-s2.0-0033246777
"McLeod, L., MacDonell, S.G.","24772870600; 6701732791","Factors that affect software systems development project outcomes: A survey of research",2011,"ACM Computing Surveys",43,"4", 24,,,,140,10.1145/1978802.1978803,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80155202951&partnerID=40&md5=b780aa0ebe8af91a8b60f7fc1b8e8837",Article,Final,"All Open Access, Green",Scopus,2-s2.0-80155202951
