Authors,Title,Year,Source title,Link,Document Type,Source
"Sharma R., Yetton P.","The contingent effects of training, technical complexity, and task interdependence on successful information systems implementation",2007,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249302441&doi=10.2307%2f25148789&partnerID=40&md5=a1a3304fa1f7d80d0f94d2dafb158251",Article,Scopus
"McCoy S., Galletta D.F., King W.R.","Applying TAM across cultures: The need for caution",2007,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947675293&doi=10.1057%2fpalgrave.ejis.3000659&partnerID=40&md5=39a6d36ab4137678e82dcf03633c370e",Conference Paper,Scopus
"Slyke C.V., Belanger F., Comunale C.L.","Factors Influencing the Adoption of Web-Based Shopping: The Impact of Trust",2004,"Data Base for Advances in Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644243886&doi=10.1145%2f1007965.1007969&partnerID=40&md5=bb254670c3da4613fd21316135b82d6d",Article,Scopus
"Swanson E.B.",[No title available],1988,"Information System Implementation: Bridging the Gap between Design and Utilization",,,Scopus
"Katz R., Tushman M.","Communication patterns, project performance, and task characteristics: An empirical evaluation and integration in an R&D setting",1979,"Organizational Behavior and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000788187&doi=10.1016%2f0030-5073%2879%2990053-9&partnerID=40&md5=c5099237dfc682f8a0084dac4744e8b8",Article,Scopus
"Davis G.B.","Anytime/Anyplace Computing and the Future of Knowledge Work",2002,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041375485&doi=10.1145%2f585597.585617&partnerID=40&md5=ad16d740ec4bf5799bb9fdbb74514033",Article,Scopus
"Levermore G.J.",[No title available],2000,"Building Energy Management Systems",,,Scopus
"Prasad P., Prasad A.","Stretching the Iron Cage: The Constitution and Implications of Routine Workplace Resistance",2000,"Organization Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034371528&doi=10.1287%2forsc.11.4.387.14597&partnerID=40&md5=4582485a9471067b2cfd9e5b37bfd6d1",Article,Scopus
"Leana C.R., Barry B.","Stability and change as simultaneous experiences in organizational life",2000,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034287677&doi=10.5465%2fAMR.2000.3707707&partnerID=40&md5=f51ca896a4116bbd86be924ad261aa31",Article,Scopus
"Sparks P., Shepherd R., Frewer L.J.","Assessing and Structuring Attitudes Toward the Use of Gene Technology in Food Production: The Role of Perceived Ethical Obligation",1995,"Basic and Applied Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21844505615&doi=10.1207%2fs15324834basp1603_1&partnerID=40&md5=27531440badde3327ea5c3f489b6cd8e",Article,Scopus
"Cooper W.H., Richardson A.J.","Unfair Comparisons",1986,"Journal of Applied Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000144676&doi=10.1037%2f0021-9010.71.2.179&partnerID=40&md5=a6fae615681871bc87302863f092d28b",Article,Scopus
"Ford E.W., Menachemi N., Phillips M.T.","Predicting the adoption of electronic health records by physicians: When will health care be paperless?",2006,"Journal of the American Medical Informatics Association","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29244458151&doi=10.1197%2fjamia.M1913&partnerID=40&md5=0dbbaaeffd48f75085fd33c276dcf0ef",Article,Scopus
"Cameron A.F., Webster J.","Unintended consequences of emerging communication technologies: Instant messaging in the workplace",2005,"Computers in Human Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244221635&doi=10.1016%2fj.chb.2003.12.001&partnerID=40&md5=c71336c6119bb81dae55a525b124ddfc",Article,Scopus
"Teo H.-H., Chan H.-C., Wei K.-K., Zhang Z.","Evaluating information accessibility and community adaptivity features for sustaining virtual learning communities",2003,"International Journal of Human Computer Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242303032&doi=10.1016%2fS1071-5819%2803%2900087-9&partnerID=40&md5=405cf5a920af23def26cd1d32a4849b5",Article,Scopus
"Berg M., Aarts J., Van der Lei J.","ICT in Health Care: Sociotechnical Approaches",2003,"Methods of Information in Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142090664&doi=10.1055%2fs-0038-1634221&partnerID=40&md5=a1213560bd586ed74a9746ee4fae801b",Conference Paper,Scopus
"Parasuraman A., Zinkhan G.M.","Marketing to and serving customers through the internet: An overview and research agenda",2002,"Journal of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036400384&doi=10.1177%2f009207002236906&partnerID=40&md5=c3f33ea25ee794da1b851a2bfc4ec78d",Review,Scopus
"Iivari J.","Why Are CASE Tools Not Used?",1996,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030258673&doi=10.1145%2f236156.236183&partnerID=40&md5=69a3dcb917aaa58027d0ddde75dbedb6",Article,Scopus
"Lynne G.D., Franklin Casey C., Hodges A., Rahmani M.","Conservation technology adoption decisions and the theory of planned behavior",1995,"Journal of Economic Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000341943&doi=10.1016%2f0167-4870%2895%2900031-6&partnerID=40&md5=4f9c352e635a0b544545a76e983ea8db",Article,Scopus
"Cheney P.H., Mann R.I., Amoroso D.L.","Organizational factors affecting the success of end-user computing",1986,"Journal of Management Information Systems",,,Scopus
"Mirani R., Lederer A.L.","An instrument for assessing the organizational benefits of IS projects",1998,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032148252&doi=10.1111%2fj.1540-5915.1998.tb00878.x&partnerID=40&md5=46bb70c2087763d3fa162b99e37ec3fd",Article,Scopus
"Chiasson M.W., Davidson E.","Pushing the contextual envelope: Developing and diffusing IS theory for health information systems research",2004,"Information and Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142711234&doi=10.1016%2fj.infoandorg.2004.02.001&partnerID=40&md5=fbfaf5063b4098ed484381a190640251",Article,Scopus
"Jones E., Sundaram S., Chin W.","Factors leading to sales force automation use: A longitudinal analysis",2002,"Journal of Personal Selling and Sales Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009573465&doi=10.1080%2f08853134.2002.10754303&partnerID=40&md5=428fffa40aedb830f99864015d6a3276",Article,Scopus
"Warshaw P.R.","A new model for predicting behavioral intentions: An alternative to Fishbein",1980,"Journal of Marketing Research",,,Scopus
"Kim H.N.","The phenomenon of blogs and theoretical model of blog use in educational contexts",2008,"Computers and Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48549093731&doi=10.1016%2fj.compedu.2007.12.005&partnerID=40&md5=736ac566ca2f8d22f8682acbc8ca74fd",Article,Scopus
"Bacon D.R., Sauer P.L., Young M.","Composite Reliability in Structural Equations Modeling",1995,"Educational and Psychological Measurement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973820091&doi=10.1177%2f0013164495055003003&partnerID=40&md5=88c000cc72c3c3e5f95f72dc9e8f7bd1",Article,Scopus
"Baronas A.-M.K., Louis M.R.","Restoring a sense of control during implementation: How user involvement leads to system acceptance",1988,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011921970&doi=10.2307%2f248811&partnerID=40&md5=0a59606229e9c629c4197e0bb194696d",Article,Scopus
"Goodhue D., Lewis W., Thompson R.","PLS, small sample size, and statistical power in MIS research",2006,"Proceedings of the Annual Hawaii International Conference on System Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749657300&doi=10.1109%2fHICSS.2006.381&partnerID=40&md5=eb896a3ea6e94c9b181d4af58c1b32f0",Conference Paper,Scopus
"Hardgrave B.C., Davis F.D., Riemenschneider C.K.","Investigating determinants of software developers' intentions to follow methodologies",2003,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041426666&doi=10.1080%2f07421222.2003.11045751&partnerID=40&md5=d0c79778905e35637e09c7e6641a3d9a",Article,Scopus
"Al-Mudimigh A., Zairi M., Al-Mashari M.","ERP software implementation: An integrative framework",2001,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23044530867&doi=10.1057%2fpalgrave.ejis.3000406&partnerID=40&md5=f7423a37ca5989bff17288b18af71923",Article,Scopus
"Waddell D., Sohal A.S.","Resistance: A constructive tool for change management",1998,"Management Decision","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993077387&doi=10.1108%2f00251749810232628&partnerID=40&md5=166195da1d698c43bd81ff92ea4481b3",Article,Scopus
"Winner L.",[No title available],1977,"Autonomous Technology",,,Scopus
"McGehee W., Thayer P.W.",[No title available],1961,"Training in Business and Industry",,,Scopus
"Kane G.C., Fichman R.G.","The shoemaker's children: Using wikis for information systems teaching, research, and publication",2009,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60649112661&doi=10.2307%2f20650274&partnerID=40&md5=d6660c235bb4b34a34396d5fa6bcace3",Article,Scopus
"Wu J., Liu D.","The effects of trust and enjoyment on intention to play online games",2007,"Journal of Electronic Commerce Research",,,Scopus
"Sia C.-L., Tan B.C.Y., Wei K.-K.","Group polarization and computer-mediated communication: Effects of communication cues, social presence, and anonymity",2002,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036004584&doi=10.1287%2fisre.13.1.70.92&partnerID=40&md5=ca6db0c467a2958d2934b6c4f1ff3be0",Article,Scopus
"Rose G., Straub D.","Predicting general IT use: Applying TAM to the Arabic world",1998,"Journal of Global Information Management",,,Scopus
"Akman I., Yazici A., Mishra A., Arifoglu A.","E-Government: A global view and an empirical evaluation of some attributes of citizens",2005,"Government Information Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20944432173&doi=10.1016%2fj.giq.2004.12.001&partnerID=40&md5=33e3e86f5d5277fa1db8976ef3030f21",Article,Scopus
"Horton R.P., Buck T., Waterson P.E., Clegg C.W.","Explaining intranet use with the technology acceptance model",2001,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035649345&doi=10.1080%2f02683960110102407&partnerID=40&md5=a6954d523f5f96e7cc52e3edaff14953",Article,Scopus
"Barua A., Konana P., Whinston A.B., Yin F.","Driving e-business excellence",2001,"MIT Sloan Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012950495&partnerID=40&md5=261a8152188f0f8ca7f4a361dd2fac30",Article,Scopus
"DeShon R.P.","A Cautionary Note on Measurement Error Corrections in Structural Equation Models",1998,"Psychological Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032268218&doi=10.1037%2f1082-989X.3.4.412&partnerID=40&md5=c08b181c8f4fefe525443825dec0735c",Article,Scopus
"Lee Y., Kwon O.","Intimacy, familiarity and continuance intention: An extended expectation-confirmation model in web-based services",2011,"Electronic Commerce Research and Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958157583&doi=10.1016%2fj.elerap.2010.11.005&partnerID=40&md5=5455b48394398ad2739a21c74d68bb11",Article,Scopus
"Spector P.E., Van Katwyk P.T., Brannick M.T., Chen P.Y.","When two factors don't reflect two constructs: How item characteristics can produce artifactual factors",1997,"Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031536967&doi=10.1177%2f014920639702300503&partnerID=40&md5=aad3f0ca2df27a048a2944c6c0e1ab52",Article,Scopus
"Gerson Elihu M., Star Susan Leigh","ANALYZING DUE PROCESS IN THE WORKPLACE.",1986,"ACM transactions on office information systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022746018&partnerID=40&md5=7f092a62860705953d04e9dbc2ad6e54",Article,Scopus
"Wu J., Lederer A.","A meta-analysis of the role of environment-based voluntariness in information technology acceptance",2009,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66449122772&doi=10.2307%2f20650298&partnerID=40&md5=f664111bc779dc73e627d97a1850aef5",Article,Scopus
"Helm S., Eggert A., Garnefeld I.","Modeling the impact of corporate reputation on customer satisfaction and loyalty using partial least squares",2010,"Handbook of Partial Least Squares",,,Scopus
"Bajaj A., Nidumolu S.R.","A feedback model to understand information system usage",1998,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001944935&doi=10.1016%2fS0378-7206%2898%2900026-3&partnerID=40&md5=90081ed48b6548901520afe0d7ecce91",Article,Scopus
"Burkhardt M.E.","Social interaction effects following a technological change: A longitudinal investigation",1994,"Academy of Management Journal",,,Scopus
"Pynoo B., Devolder P., Tondeur J., Van Braak J., Duyck W., Duyck P.","Predicting secondary school teachers' acceptance and use of a digital learning environment: A cross-sectional study",2011,"Computers in Human Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449288391&doi=10.1016%2fj.chb.2010.10.005&partnerID=40&md5=ed43823f0f55999058348874f132b29c",Article,Scopus
"Venkatesh V.","Where to go from here? Thoughts on future directions for research on individual-level technology adoption with a focus on decision making",2006,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845436408&doi=10.1111%2fj.1540-5414.2006.00136.x&partnerID=40&md5=4957071e34df2c42360ac8f7670368fe",Article,Scopus
"Mahler A., Rogers E.M.","The diffusion of interactive communication innovations and the critical mass: The adoption of telecommunications services by German banks",1999,"Telecommunications Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033226086&doi=10.1016%2fS0308-5961%2899%2900052-X&partnerID=40&md5=713023b38e5ae0e0857851ee44a72168",Article,Scopus
"Myers B.L., Kappelman L.A., Prybutok V.R.","A Comprehensive Model for Assessing the Quality and Productivity of the Information Systems Function: Toward a Theory for Information Systems Assessment",1997,"Information Resources Management Journal (IRMJ)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001578668&doi=10.4018%2firmj.1997010101&partnerID=40&md5=e4d95df99f08c28d98337b7934905867",Article,Scopus
"Wold H.","Systems under indirect observation using PLS",1982,"A Second Generation of Multivariate Analysis",,,Scopus
[No author name available],"UN Global E-Government Readiness Report 2005: From E-Government to E-Inclusion",2005,"UN Global E-government Readiness Report 2005: From E-government to E-inclusion",,,Scopus
"Rosen L.D., Maguire P.","Myths and realities of computerphobia: A meta-analysis",1990,"Anxiety Research",,,Scopus
"Parnas D.L., Weiss D.M.","The Modular Structure of Complex Systems",1985,"IEEE Transactions on Software Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021390213&doi=10.1109%2fTSE.1985.232209&partnerID=40&md5=cdb08914d2a7fe640da4805126cf9175",Article,Scopus
"Kiesler C.A., Kiesler S.B.",[No title available],1969,"Conformity",,,Scopus
"Wagner C., Bolloju N.","Supporting knowledge management in organizations with conversational technologies: Discussion forums, weblogs, and wikis",2005,"Journal of Database Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-15744369958&partnerID=40&md5=ed4b09249ef6e8831124a6739efd9e91",Review,Scopus
"Ross J.W., Weill P.","Six IT decisions your IT people shouldn't make",2002,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644441577&partnerID=40&md5=c5fe6f8af39b064c6f611d7f908d7bcc",Short Survey,Scopus
"Zmud R.W., Apple L.E.","Measuring technology incorporation/infusion",1992,"The Journal of Product Innovation Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001244642&doi=10.1016%2f0737-6782%2892%2990006-X&partnerID=40&md5=8b19431abf80dac50fa1a463066ff8a4",Article,Scopus
"Bohrnstedt G.W.","Measurement",1983,"Handbook of Survey Research",,,Scopus
"Kang Y.S., Hong S., Lee H.","Exploring continued online service usage behavior: The roles of self-image congruity and regret",2009,"Computers in Human Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54449087832&doi=10.1016%2fj.chb.2008.07.009&partnerID=40&md5=98d709a8fa3cdaacb982f96adaa88704",Article,Scopus
"Ringle C.M., Wende S., Will A.",[No title available],2005,"SmartPLS 2.0 (Beta)",,,Scopus
"Fichman R.G., Kemerer C.F.","Adoption of software engineering process innovations: The case of object orientation",1993,"Sloan Management Review",,,Scopus
"Ginzberg M.J.","Key recurrent issues in the MIS implementation process",1981,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002081237&doi=10.2307%2f249223&partnerID=40&md5=9d206b736ee109e3f2a434c62e7e4ae5",Article,Scopus
"Burt R.S.","Interpretational confounding of unobserved variables in structural equation models",1976,"Sociological Methods & Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970531675&doi=10.1177%2f004912417600500101&partnerID=40&md5=2b33475fb4d186f30d13c450f9a57a9a",Article,Scopus
"Straub Jr. D.W., Burton-Jones A.","Veni, vidi, vici: Breaking the TAM logjam",2007,"Journal of the Association for Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549181159&doi=10.17705%2f1jais.00124&partnerID=40&md5=be22112cdbb6cbacba83355b72677b97",Article,Scopus
"Igbaria M., Pavri F.N., Huff S.L.","Microcomputer applications: An empirical look at usage",1989,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024646383&doi=10.1016%2f0378-7206%2889%2990036-0&partnerID=40&md5=95d0c31897722822bea8bf0d6fab1197",Article,Scopus
"Brown C.V., Vessey I.","Managing the next wave of enterprise systems: Leveraging lessons from ERP",2003,"MIS Quarterly Executive",,,Scopus
"Goodhue D., Lewis W., Thompson R.","Statistical power in analyzing interaction effects: Questioning the advantage of PLS with product indicators",2007,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649121504&doi=10.1287%2fisre.1070.0123&partnerID=40&md5=8c6488bc4f19106a98075648ea0ac99f",Article,Scopus
"Menon N.M., Lee B., Eldenburg L.","Productivity of Information Systems in the Healthcare Industry",2000,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034379921&doi=10.1287%2fisre.11.1.83.11784&partnerID=40&md5=eee4b9c5145a686842fcbbe643c4dc27",Article,Scopus
"Yap C., Soh C., Raman K.","Information systems success factors in small business",1992,"Omega","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001761622&doi=10.1016%2f0305-0483%2892%2990005-R&partnerID=40&md5=1e860619b44199a4b8ba0a1f60eec694",Article,Scopus
"Larcker D.F., Lessig V.P.","PERCEIVED USEFULNESS OF INFORMATION: A PSYCHOMETRIC EXAMINATION",1980,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989457183&doi=10.1111%2fj.1540-5915.1980.tb01130.x&partnerID=40&md5=0daf1be69768e0d818797ccfe0549937",Article,Scopus
"Wang Y.-S.","The adoption of electronic tax filing systems: An empirical study",2003,"Government Information Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346268913&doi=10.1016%2fj.giq.2003.08.005&partnerID=40&md5=3bfc7c7919948e0539cb5ad6221d5444",Article,Scopus
"Bloomfield B.P., Coombs R.","INFORMATION TECHNOLOGY, CONTROL AND POWER: THE CENTRALIZATION AND DECENTRALIZATION DEBATE REVISITED",1992,"Journal of Management Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025229028&doi=10.1111%2fj.1467-6486.1992.tb00674.x&partnerID=40&md5=6246adc8d9565eed72bc0493a1f3e5b5",Article,Scopus
"Martinko M.J., Henry J.W., Zmud R.W.","An attributional explanation of individual resistance to the introduction of information technologies in the workplace??",1996,"Behaviour and Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030234484&doi=10.1080%2f014492996120085a&partnerID=40&md5=31d91201da9e8a0d530c3a900df81692",Article,Scopus
"Wilson T.D., Walsh C.","Information behaviour: An interdisciplinary perspective",1996,"Information Behaviour: An Interdisciplinary Perspective",,,Scopus
"Marakas G.M., Homik S.","Passive resistance misuse: Overt support and covert recalcitrance in IS implementation",1996,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21444450796&doi=10.1057%2fejis.1996.26&partnerID=40&md5=19e1c57eacaec24f67260f1b052798e1",Article,Scopus
"Minton H.L., Schneider F.W.",[No title available],1980,"Differential Psychology",,,Scopus
"Ke W., Wei K.K.","Successful e-government in Singapore",2004,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243120807&doi=10.1145%2f990680.990687&partnerID=40&md5=9e1246cd36929df2e166829e4034407d",Review,Scopus
"Callaghan G., Thompson P.","Edwards revisited: Technical control and call centres",2001,"Economic and Industrial Democracy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035585705&doi=10.1177%2f0143831X01221002&partnerID=40&md5=e62e8d0419c25d571f22a7c08c130378",Article,Scopus
"Robey D., Sahay S.","Transforming Work Through Information Technology: A Comparative Case Study of Geographic Information Systems in County Government",1996,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030523462&doi=10.1287%2fisre.7.1.93&partnerID=40&md5=7bb3e595d980c9cfcfffd3c51eda75ec",Review,Scopus
"Burton-Jones A., Hubona G.S.","Individual Differences and Usage Behavior: Revisiting a Technology Acceptance Model Assumption",2005,"Data Base for Advances in Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747845611&doi=10.1145%2f1066149.1066155&partnerID=40&md5=f7a2e15ca4b73f1a8be0a0c116e13bc3",Article,Scopus
"Igbaria M., Parasuraman S., Badawy M.K.","Work experiences, job involvement, and quality of work life among information systems personnel",1994,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005239635&doi=10.2307%2f249764&partnerID=40&md5=a2d8e998ec9fc18f41dcdbf1af204af4",Article,Scopus
"Lin K.-M.","E-Learning continuance intention: Moderating effects of user e-learning experience",2011,"Computers and Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149469071&doi=10.1016%2fj.compedu.2010.09.017&partnerID=40&md5=ab67892e499d2b60b52c41c9723e484a",Article,Scopus
"Beckhard R., Pritchard W.",[No title available],1992,"Changing the Essence: The Art of Creating and Leading Fundamental Change in Organizations",,,Scopus
"Sambamurthy V., Chin W.W.","The Effects of Group Attitudes Toward Alternative GDSS Designs on the Decision‐making Performance of Computer‐Supported Groups",1994,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990622689&doi=10.1111%2fj.1540-5915.1994.tb01840.x&partnerID=40&md5=2d39d88f830308ea036e1a7cab94a2d1",Article,Scopus
"Davis S.A., Bostrom R.P.","Training end users: An experimental investigation of the roles of the computer interface and training methods",1993,"MIS Quarterly",,,Scopus
"Helson R., Moane G.","Personality Change in Women From College to Midlife",1987,"Journal of Personality and Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023373814&doi=10.1037%2f0022-3514.53.1.176&partnerID=40&md5=029c3e8ef778cc59e14053d70caf741f",Article,Scopus
"Pavlou P.A.","Integrating trust in electronic commerce with the technology acceptance model: Model development and validation",2001,"Seventh Americas Conference on Information Systems",,,Scopus
"Kivimäki M., Elovainio M.","A short version of the Team Climate Inventory: Development and psychometric properties",1999,"Journal of Occupational and Organizational Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040912430&doi=10.1348%2f096317999166644&partnerID=40&md5=b2353629a725147c170353e7ae1a7bf7",Article,Scopus
"Malhotra Y., Galletta D.","A multidimensional commitment model of volitional systems adoption and usage behavior",2005,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744448456&doi=10.1080%2f07421222.2003.11045840&partnerID=40&md5=1e80b8017a5436c8c747f1164f0a8e19",Article,Scopus
"Fuchs S.","Beyond agency",2001,"Sociological Theory","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035530181&doi=10.1111%2f0735-2751.00126&partnerID=40&md5=f9112de214c6fb9a15c0da6fc1f09a65",Article,Scopus
"Barrett M., Walsham G.","Electronic Trading and Work Transformation in the London Insurance Market",1999,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033462687&doi=10.1287%2fisre.10.1.1&partnerID=40&md5=531c7f9269e4c0b135bffd62f05a0dd1",Article,Scopus
"Silver M.S.","Decisional guidance for computer-based decision support",1991,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000175668&doi=10.2307%2f249441&partnerID=40&md5=dfce3575cddfa544437824ba44c9565e",Article,Scopus
"Wood J.","Methodology for dealing with duplicate study effects in a meta-analysis",2008,"Organizational Research Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37149050316&doi=10.1177%2f1094428106296638&partnerID=40&md5=8081927ac7cf687b097558a238a4d418",Article,Scopus
"Hsu M.H., Chiu C.M., Ju T.L.","Determinants of continued use of the WWW: An integration of two theoretical models",2004,"Industrial Management and Data Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10444244093&doi=10.1108%2f02635570410567757&partnerID=40&md5=de85ef00a5b19eaf16f7c0620118f046",Article,Scopus
"Oh S., Ahn J., Kim B.","Adoption of broadband Internet in Korea: The role of experience in building attitudes",2003,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345870994&doi=10.1080%2f0268396032000150807&partnerID=40&md5=e110c877cb197400ee95f94d230c8421",Article,Scopus
"Barker T., Frolick M.N.","ERP implementation failure: A case study",2003,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141860776&doi=10.1201%2f1078%2f43647.20.4.20030901%2f77292.7&partnerID=40&md5=c673c36d929a3761c3d78f779557f716",Article,Scopus
"Yoon Y., Guimaraes T., O'Neal Q.","Exploring the factors associated with expert systems success",1995,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002974112&doi=10.2307%2f249712&partnerID=40&md5=8bfaef2d9f1059598923875dc311c28a",Article,Scopus
"Czaja S.J., Sharit J.","Age Differences in the Performance of Computer-Based Work",1993,"Psychology and Aging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027566486&doi=10.1037%2f0882-7974.8.1.59&partnerID=40&md5=39f36b86c7766a3e57ea94d5b563a819",Article,Scopus
"Kallinikos J.","Deconstructing information packages: Organizational and behavioural implications of ERP systems",2004,"Information Technology & People","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14044278600&doi=10.1108%2f09593840410522152&partnerID=40&md5=7bf41b97f7bcdaba61b1d4f7649957c2",Article,Scopus
"Plude D.J., Hoyer W.J.","Attention and performance: Identifying and localizing age deficits",1985,"Aging and Human Performance",,,Scopus
"Enright M., Scott E., Chang K.","Regional Powerhouse: The Greater Pearl River Delta and the Rise of China",2005,"Regional Powerhouse: The Greater Pearl River Delta and the Rise of China",,,Scopus
"Kendall J.D., Tung L.L., Chua K.H., Ng C.H.D., Tan S.M.","Receptivity of Singapore's SMEs to electronic commerce adoption",2001,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035415157&doi=10.1016%2fS0963-8687%2801%2900048-8&partnerID=40&md5=ee1552d2701beda0738f0ab8f8acee52",Article,Scopus
"Schein E.H.",[No title available],1980,"Organisational Psychology",,,Scopus
"Schwarz A., Chin W.","Looking forward: Toward an understanding of the nature and definition of IT acceptance",2007,"Journal of the Association for Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48249141415&doi=10.17705%2f1jais.00123&partnerID=40&md5=a695d7edafd4c1aae9049cfac6015d3d",Article,Scopus
"Van Slyke C., Ilie V., Lou H., Stafford T.","Perceived critical mass and the adoption of a communication technology",2007,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547573146&doi=10.1057%2fpalgrave.ejis.3000680&partnerID=40&md5=0f8eebc98e3fcc7263d60ea2e8750c05",Article,Scopus
"Gorsuch R.L.","Exploratory factor analysis",1988,"Handbook of Multivariate Experimental Psychology",,,Scopus
"O'Reilly C.A., Caldwell D.F.","The commitment and job tenure of new employees: Some evidence of postdecisional justification",1981,"Administrative Science Quarterly",,,Scopus
