Authors,Title,Year,Source title,Link,Document Type,Source
"Mathiassen L., Seewaldt T., Stage J.","Prototyping and specifying: Principles and practices of a mixed approach",1995,"Scandinavian Journal of Information Systems",,,Scopus
"Sabherwal R., Elam J.","Overcoming the problems in information systems development by building and sustaining commitment",1995,"Accounting, Management and Information Technologies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001090669&doi=10.1016%2f0959-8022%2896%2987272-9&partnerID=40&md5=fd83b99971b25aa179a74a4701334363",Article,Scopus
"Klein J.H.","Modelling risk trade-off",1993,"Journal of the Operational Research Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027595697&doi=10.1057%2fjors.1993.81&partnerID=40&md5=4d5a413194b74a42c4e4490bcbe5a4b4",Article,Scopus
"Jones M., Walsham G.","The Limits of Knowable: Organizational and Design Knowledge in Systems Development",1992,"The Impact of Computer Supported Technologies on Information Systems Development",,,Scopus
"Jackson N., Carter P.","The perception of risk",1992,"Risk: Analysis, Assessment and Management",,,Scopus
"Drummond H.",[No title available],1992,"The Quality Movement",,,Scopus
"Contini S., Ziomas I., Amendola A.",[No title available],1991,"Benchmark Exercise on Major Hazard Analysis",,,Scopus
"Spender J.-C.",[No title available],1989,"Industry Recipes: An Enquiry into the Nature and Sources of Managerial Judgement",,,Scopus
"Bannerman P.L.","Software project risk in the public sector",2007,"Proceedings of the Australian Software Engineering Conference, ASWEC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548139823&doi=10.1109%2fASWEC.2007.44&partnerID=40&md5=f56c47a99b900be6dd64e463a730f29f",Conference Paper,Scopus
"Taylor H.","A Critical Decision Interview Approach to Capturing Tacit Knowledge: Principles and Application",2005,"International Journal of Knowledge Management (IJKM)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001799341&doi=10.4018%2fjkm.2005070102&partnerID=40&md5=4d80f96a1156913cc6d3c6985a10498c",Article,Scopus
"Voetsch R.J., Cioffi D.F., Anbari F.T.","Project risk management practices and their association with reported project success",2004,"Proceedings of 6th IRNOP Project Research Conference",,,Scopus
"Jiang J.J., Klein G.","Software project risks and development focus",2001,"Project Management Journal",,,Scopus
"Reimus B.","The IT system that couldn't deliver.",1997,"Harvard business review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031134402&partnerID=40&md5=0a14d198454b32268e280dcf79c1c2b6",Article,Scopus
"Smallman C.","Challenging the orthodoxy in risk management",1996,"Safety Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030083093&doi=10.1016%2f0925-7535%2896%2900018-5&partnerID=40&md5=f044ccc39778b7804d39fca1bb05b21a",Article,Scopus
"Morgan G.","Paradigm diversity in organizational research",1990,"The Theory and Philosophy of Organizations",,,Scopus
"Davis G.B.","Information systems to buy, build, or customize?",1988,"Accounting Horizons",,,Scopus
"Moore J.H.","A framework for MIS software development projects",1979,"MIS Quarterly",,,Scopus
"Nolan R.L.","Business Needs a New Breed of EDP Manager",1976,"Harvard Business Review",,,Scopus
"Dearden J.","How to organize information systems",1965,"Harvard Business Review",,,Scopus
"Jani A.","An experimental investigation of factors influencing perceived control over a failing IT project",2008,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53049091078&doi=10.1016%2fj.ijproman.2008.06.004&partnerID=40&md5=e7139e85ff479b238b2a4e7bd0941794",Article,Scopus
"Simister S.J.","Qualitative and quantitative risk management",2004,"The Wiley Guide to Managing Projects",,,Scopus
"Ramgopal M.","Project uncertainty management",2003,"Cost Engineering (Morgantown, West Virginia)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444388607&partnerID=40&md5=e95a2e8686126ba7f24ef4dd639374e3",Article,Scopus
"Cunningham M.","It's all about the business",1999,"Inform",,,Scopus
"Wirth I.","How generic and how industry-specific is the project management profession?",1996,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030082489&doi=10.1016%2f0263-7863%2895%2900042-9&partnerID=40&md5=2e7eff8dd0d43a2f5bc5a2a8743adf38",Article,Scopus
"Ribeiro R.A., Powell P.L., Baldwin J.F.","Uncertainty in decision-making: An abductive perspective",1995,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029251480&doi=10.1016%2f0167-9236%2894%2900011-G&partnerID=40&md5=5d45694b92d1fda8b1e11d1141a9fc6e",Article,Scopus
"Tomsho R.","Real dog: How greyhound lines re-engineered itself right into a deep hole",1994,"The Wall Street Journal",,,Scopus
"Klein J.H.","Cognitive processes and operational research: A human information processing perspective",1994,"Journal of the Operational Research Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974875750&doi=10.1057%2fjors.1994.137&partnerID=40&md5=57e550660342f2ce0dd553a43b66bc9c",Article,Scopus
"Baskerville R.","Semantic database prototypes",1993,"Information Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979410050&doi=10.1111%2fj.1365-2575.1993.tb00119.x&partnerID=40&md5=43c0579f8c3ef949591909521ff41a06",Article,Scopus
"Umanath N.S., Kim K.K.","Task‐Structure Relationship of Information Systems Development Subunit: A Congruence Perspective",1992,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985764115&doi=10.1111%2fj.1540-5915.1992.tb00421.x&partnerID=40&md5=b43095e75af0394a78a24939a8d2077a",Article,Scopus
"McFarlan F.W.","Management audit of the EDP department",1973,"Harvard Business Review",,,Scopus
"Lam W.","Technical risk management on enterprise integration projects",2004,"Communications of the AIS",,,Scopus
"Wright S., Wright A.M.","Information system assurance for enterprise resource planning systems: Implementation and unique risk considerations",2001,"Journal of Information Systems",,,Scopus
"Hammond J., Morrison J.",[No title available],1996,"The Stuff Americans Are Made of",,,Scopus
"Chatman J.A., Jehn K.A.","Assessing the relationship between industry characteristics and organizational culture: how different can you be?",1994,"Academy of Management Journal",,,Scopus
"Heiskanen A.","Issues and factors affecting the success and failure of a student record system development process, a longitudinal investigation base on reflection-in-action",1994,"Ph.D. dissertation",,,Scopus
"Cafasso R.","Few IS projects come in on time, on budget",1994,"Computerworld",,,Scopus
"Farmer T.A.","Testing the Effect of Risk Attitude on Auditor Judgments Using Multiattribute Utility Theory",1993,"Journal of Accounting, Auditing & Finance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965506731&doi=10.1177%2f0148558X9300800106&partnerID=40&md5=c4ee72e44474b1ba0312ccc26f32d3b8",Review,Scopus
"Harrison E.F.","Some factors involved in determining strategic decision success",1992,"Journal of General Management",,,Scopus
"Kangari R., Boyer L.T.","Risk management by expert systems",1989,"Project Management Journal",,,Scopus
"Wright G., Ayton P.","Immediate and short-term judgemental forecasting: Personologism, situationism or interactionism?",1988,"Personality and Individual Differences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38249030346&doi=10.1016%2f0191-8869%2888%2990036-0&partnerID=40&md5=f2b92f4474b2a543d0fe71eb3d0ad674",Article,Scopus
"Waterhouse P.",[No title available],2019,"Information Technology Review 1989/90",,,Scopus
"Hayes F.","Chaos is back",2004,"Computerworld",,,Scopus
"Levine R.","Risk management systems: Understanding the need",2004,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642617504&doi=10.1201%2f1078%2f44118.21.2.20040301%2f80419.5&partnerID=40&md5=b08e46d0ca990e8b09fbfe575ad9cb42",Article,Scopus
"Chengalur-Smith I., Duchessi P.","Client-server implementation: Some management pointers",2000,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343279518&doi=10.1109%2f17.820731&partnerID=40&md5=524508a49a48b5777a6eb885f4913897",Article,Scopus
"British Standards Institution",[No title available],2000,"Project Management - Part 3: Guide to the Management of Business Related Project Risk",,,Scopus
"Ropponen J.",[No title available],1999,"Software Risk Management: Foundation, Principles and Empirical Findings",,,Scopus
"Higuera R.P., Dorofee A.J., Walker J.A., Williams R.C.","Team Risk Management: A New Model for Customer-Supplier Relationships",1994,"SEI Technical Report CMU",,,Scopus
"Ross J., Staw B.M.","Managing escalation processes in organizations",1991,"Journal of Managerial Issues",,,Scopus
"Berkeley D., De Hoog R., Humphreys P.",[No title available],1990,"Software Development Project Management: Process and Support",,,Scopus
"Casher J.D.","How to control risk and effectively reduce the chance of failure",1984,"Management Review",,,Scopus
"Ginzberg M.J.","A Detailed Look At Implementation Research",1974,"A Detailed Look at Implementation Research",,,Scopus
"Jones D.R., Wheeler P., Appan R., Saleem N.","Understanding and attenuating decision bias in the use of model advice and other relevant information",2006,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750464855&doi=10.1016%2fj.dss.2006.05.001&partnerID=40&md5=9b4e4d19eaa06c3e1f42a87946223a9b",Article,Scopus
"APM",[No title available],2006,"Association for Project Management APM Body of Knowledge",,,Scopus
"Ferguson R.W.","A project risk metric",2004,"CrossTalk","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14544280084&partnerID=40&md5=e5537b536d6ec6b943419e640c0f5104",Article,Scopus
"Gabriel Eric","Lean approach to project management",1997,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031209890&doi=10.1016%2fS0263-7863%2896%2900066-X&partnerID=40&md5=033390834b59e1b880e2918e6ba8f49d",Article,Scopus
"Waema T.M.","Implementation of information technology projects and economic development: Issues, problems and strategies",1996,"Global Information technology and socio-economic development",,,Scopus
"Cringely R.X.","When disaster strikes IS",1994,"Forbes ASAP",,,Scopus
"Griffiths C., Willcocks L.",[No title available],1994,"Are Major Information Technology Projects Worth the Risk?",,,Scopus
"Neumann Peter G.","System development woes",1993,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027677524&doi=10.1145%2f163430.164065&partnerID=40&md5=b8740a032ab92bb2e74edaa07afaaae7",Article,Scopus
"Daini O.A., Korpela M., Ojo J.O., Soriyan H.A.","The computer in a Nigerian teaching hospital: First-year experiences",1992,"Proceedings of the Seventh World Conference of Medical Informatics MEDINFO92",,,Scopus
"Rakos J.",[No title available],1990,"Software Project Management for Small to Medium Sized Projects",,,Scopus
"Badenhorst K.P., Eloff J.H.P.","Computer security methodology: Risk analysis and project definition",1990,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025449011&doi=10.1016%2f0167-4048%2890%2990104-2&partnerID=40&md5=154ed165a6263f319a78c476b87ed52e",Article,Scopus
"Tate G., Verner J.","Case study of risk management, incremental development, and evolutionary prototyping",1990,"Information and Software Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025416783&doi=10.1016%2f0950-5849%2890%2990179-U&partnerID=40&md5=6010d10a7deaf1f35d6f8b18ac88f33f",Article,Scopus
"MANNING P.K.","Managing Risk: Managing Uncertainty in the British Nuclear Installations Inspectorate1",1989,"Law & Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994930438&doi=10.1111%2fj.1467-9930.1989.tb00033.x&partnerID=40&md5=fa6b021ad057edbb1081411ecc6cf86b",Article,Scopus
"Lyytinen K., Lehtinen E.","Seven mortal sins of systems work",1987,"System Design for Human Development and Productivity: Participation and Beyond",,,Scopus
"Felix R.G., Harrison W.L.","Project management considerations for distributed processing applications",1984,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8444237684&doi=10.2307%2f248663&partnerID=40&md5=94904cfbc96cee03ddfbb807936a32bb",Article,Scopus
"Carlo J.L., Lyytinen K., Boland R.J.","Systemic Risk, IT Artifacts, and High Reliability Organizations: A Case of Constructing a Radical Architecture",2004,"Sprouts: Working Papers on Information Systems",,,Scopus
"Stahl B.C., Lichtenstein Y., Mangan A.","The limits of risk management-a social construction approach",2003,"Communications of the International Information Management Association",,,Scopus
"Tesch D., Kloppenborg T.J., Stemmer J.K.","Project management learning: What the literature has to say",2003,"Project Management Journal",,,Scopus
"Royer P.S.",[No title available],2002,"Project Risk Management",,,Scopus
"Murthi S.","Preventive risk management for software projects",2002,"IT Professional","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036756450&doi=10.1109%2fMITP.2002.1041172&partnerID=40&md5=981aaf324f83d87c46bfe897b7a0367c",Article,Scopus
"Sieber M., Nah F.","A recurring improvisational methodology for change management in ERP implementation",1999,"Proceedings of the Americas Conference on Information Systems (ACIS)",,,Scopus
"Bernroider E., Stefan K.","Decision making for ERP-investments from the perspective of organizational impact: Preliminary results from an empirical study",1999,"Proceedings of the Americas Conference on Information Systems (ACIS)",,,Scopus
"Williamson M.","From SAP to 'nuts!'",1997,"Computerworld",,,Scopus
"Onifade E., Harrison P.D., Cafferty T.P.","Causal attributions for poorly performing projects: Their effect on project continuation decisions",1997,"Journal of Applied Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031498893&doi=10.1111%2fj.1559-1816.1997.tb00640.x&partnerID=40&md5=8b475dc3763fa60229c573d99f16408e",Article,Scopus
"Stork D., Sapienza A.M.","Uncertainty and equivocality in projects: Managing their implications for the project team",1995,"EMJ - Engineering Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029368306&doi=10.1080%2f10429247.1995.11414851&partnerID=40&md5=a6eb32e963095a790e8e2b078bf7b8da",Article,Scopus
"King J.","Sketchy plans, politics stall software development",1994,"Computerworld",,,Scopus
"Haga W.J., Zviran M.","Information systems effectiveness: research designs for causal inference",1994,"Information Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346597956&doi=10.1111%2fj.1365-2575.1994.tb00048.x&partnerID=40&md5=ca481825031ca91234f7be73993412f1",Article,Scopus
"Turner J.A.","A comparison of the process of knowledge elicitation with that of information requirements determination",1992,"Challenges and Strategies for Research in Systems Development",,,Scopus
"Metz H.C.",[No title available],1992,"Nigeria: A Country Study",,,Scopus
"Frantz D.","B of A's plans for computer don't add up",1989,"Los Angeles Times",,,Scopus
"von Winterfeldt D.","Expert systems and behavioral decision research",1988,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001662901&doi=10.1016%2f0167-9236%2888%2990009-7&partnerID=40&md5=8cbe04bb64d70b35e18e6ab30b9301e5",Article,Scopus
"Chalmers T.C.","Informed consent, clinical research and the practice of medicine.",1982,"Transactions of the American Clinical and Climatological Association","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020451873&partnerID=40&md5=d78ff033a3c50701b9223ca8a8f48bff",Article,Scopus
"Atwood M.E., Turner A.A., Ramsey H.R., Hopper J.N.","An exploratory study of the cognitive structures underlying the comprehension of software design problems",1979,"An Exploratory Study of the Cognitive Structures Underlying the Comprehension of Software Design Problems",,,Scopus
"Boatright M.C., Owens W.A.",[No title available],1970,"Tales from the Derrick Floor",,,Scopus
"King W.R., Wittevrongel D.M., Hezel K.D.","On the analysis of critical path time estimating behavior",1967,"Management Science",,,Scopus
"Evans M.K., Hague L.R.","Master plan for information systems",1962,"Harvard Business Review",,,Scopus
"Smith D., Eastcroft M., Mahmood N., Rode H.","Risk factors affecting software projects in South Africa",2006,"South African Journal of Business Management",,,Scopus
"Scott F., Shepherd J.",[No title available],2002,"The Steady Stream of ERP Investments",,,Scopus
"Hayes F.","Managing user expectation",1997,"Computerworld",,,Scopus
"Welke R.J.","The Shifting Software Development Paradigm",1994,"ACM SIGMIS Database","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042993172&doi=10.1145%2f192561.192569&partnerID=40&md5=b6b58977bc6d76db7f77fe27209552d4",Article,Scopus
"Shand R.M.","User Manuals as Project Management Tools: Part I—Theoretical Background",1994,"IEEE Transactions on Professional Communication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028446355&doi=10.1109%2f47.291572&partnerID=40&md5=9da46ab2ab7f3884f27e16d2c838e406",Article,Scopus
"Baker B.N., Fisher D., Murphy D.C.","Project management in the public sector: Success and failure patterns compared to private sector projects",1988,"Project Management Handbook",,,Scopus
"Schultz R.L., Slevin D.P.","Introduction: The implementation problem",1979,"The Implementation of Management Science",,,Scopus
"Ein-Dor P., Segev E.","Information-System Responsibility",1977,"MSU Business Topics",,,Scopus
"McFarlan F.W., Nolan R.L.","Curriculum Recommendations for Graduate Professional Programs in Information Systems: Recommended Addendum on Information Systems Administration",1973,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015646339&doi=10.1145%2f362280.362296&partnerID=40&md5=774d4ba7b18bd3d3dcd2c0f20ed12fa7",Article,Scopus
"Higbee K.L.","Expression of ""Walter Mitty-ness"" in actual behavior",1971,"Journal of Personality and Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000176669&doi=10.1037%2fh0031910&partnerID=40&md5=da8336840a491c86e9fdb7fe2824cd96",Article,Scopus
"Taylor J.W., Dean N.J.","Managing to manage the computer",1966,"Harvard Business Review",,,Scopus
"Lee H.C.","On Information Technology and Organization Structure",1964,"Academy of Management",,,Scopus
"Goldstein H.","Who Killed tbe virtual case file?",2005,"IEEE Spectrum","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008023430&doi=10.1109%2fMSPEC.2005.1502526&partnerID=40&md5=7079287a8458bb9eccf77791a7e08963",Article,Scopus
"Gaulke M.",[No title available],2002,"Risikomanagement in IT-Projekten",,,Scopus
"Howard J.","Computer services: 2001 Market Report",2001,"Computer Services: 2001 Market Report",,,Scopus
"Russo N.L.","Expanding the horizons of information systems development",2000,"Organizational and Social Perspectives on Information Technology",,,Scopus
"Chan S.","Architecture choices for ERP systems",1999,"Proceedings of American Conference on Information Systems '99",,,Scopus
"Hoffman T.","Study: 85% of IT departments fail to meet business needs",1999,"Computerworld",,,Scopus
"Feeny D.F.","Introduction - Information management: Lasting ideas within turbulent technology",1997,"Managing IT As A Strategic Resource",,,Scopus
"Jones C.","Risks of software system failure or disaster",1995,"American Programmer",,,Scopus
"McLellan K., Marcolin B.","Information technology outsourcing",1994,"Business Quarterly",,,Scopus
"van Swede V., van Vliet H.","Consistent development: Results of a first empirical study on the relation between project scenario and success",1994,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026434333&partnerID=40&md5=d651c4e660c91dbef2eb069d304ba7a7",Conference Paper,Scopus
"Sherer S.A.","Measuring software failure risk: Methodology and an example",1994,"The Journal of Systems and Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028456910&doi=10.1016%2f0164-1212%2894%2990034-5&partnerID=40&md5=4b3e7e6692de210b424e94f7d76d9340",Article,Scopus
"Jarke Matthias, Pohl Klaus","Vision driven system engineering",1993,"IFIP Transactions A: Computer Science and Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027744554&partnerID=40&md5=e98d7f4a596c06b6a28d38473d4a2595",Book,Scopus
"Gunton T.",[No title available],1993,"A Dictionary of Information Technology and Computer Science, 2nd Ed.",,,Scopus
"Davis G.B.","Systems analysis and design: A research strategy macro-analysis",1992,"Challenges and Strategies for Research in Systems Development",,,Scopus
"Jungermann H., Thüring M.","The labyrinth of experts' minds: Some reasoning strategies and their pitfalls",1988,"Annals of Operations Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040493153&doi=10.1007%2fBF02283740&partnerID=40&md5=33be05dfbb24faac11c900b3a3169478",Article,Scopus
"Gilbreath R.D.","Working with pulses, not streams: Using projects to capture opportunity",1988,"Project Management Handbook",,,Scopus
"Hale A.R.","Subjective risk",1987,"Risk and Decisions",,,Scopus
"Fuerst W.L., Cheney P.H.","Factors affecting the perceived utilization of computer-based decision support systems in the oil industry",1982,"Decision Sciences",,,Scopus
"Schneiderman M.A.","The uncertain risks we run: Hazardous materials",1980,"Societal Risk Assessment. How Safe is Safe Enough?",,,Scopus
"O'Toole R.J.W., O'Toole E.F.","Top executive involvement in the EDP function",1966,"PMM & Co-management Controls",,,Scopus
"Lavy I., Yadin A.","Team-based peer review as a form of formative assessment-the case of a systems analysis and design workshop",2010,"Journal of Information Systems Education",,,Scopus
"Bannerman P.L.","Toward an integrated framework of software project threats",2008,"Proceedings of the Australian Software Engineering Conference, ASWEC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249098069&doi=10.1109%2fASWEC.2008.4483202&partnerID=40&md5=d5b4bfc986ac1ae28916a15ad53a6774",Conference Paper,Scopus
"Peltokorpi V.","Synthesising the paradox of organisational routine flexibility and stability: A processual view",2008,"International Journal of Technology Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37849030923&doi=10.1504%2fIJTM.2008.015981&partnerID=40&md5=405b9582c30b087ede9c51b8f476d376",Article,Scopus
"Walker D.H.T., Aranda-Mena G., Arlt M., Stark J.","E-business and project procurement",2007,"Procurement Systems: A Cross-Industry Project Management Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911089962&doi=10.4324%2f9780203939697&partnerID=40&md5=c17c989687fb66228c1c79d2a8588b82",Book Chapter,Scopus
"Ward S., Chapman C.","Making risk management more effective",2004,"The Wiley Guide to Managing Projects",,,Scopus
"Congleton R.D.","In defense of ignorance",2001,"Eastern Economic Journal",,,Scopus
"Mursu A., Soriyan A.H., Olufokunbi K.C., Korpela M.","From software risks to sustainable information systems: Setting the stage for a Delphi study in Nigeria",1999,"Journal of Global Information Technology Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009405623&doi=10.1080%2f1097198X.1999.10856259&partnerID=40&md5=58bba79289f339f3a9206077adb49610",Article,Scopus
"Burghardt M.",[No title available],1995,"Einführung in Projektmanagement",,,Scopus
"Ballantine J., Galliers R., Powell P.","Daring to be different, capital appraisal and technology investments",1995,"Proceedings of the 3rd European Information Systems Conference",,,Scopus
[No author name available],[No title available],1995,"An Introduction to Managing Project Risk",,,Scopus
"Sauer Chris","Partial abandonment as a strategy for avoiding failure",1993,"IFIP Transactions A: Computer Science and Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027711464&partnerID=40&md5=903e90b128294175da030f340039fdbc",Book,Scopus
"Fu J.","Increased risk aversion and risky investment",1993,"The Journal of Risk and Insurance",,,Scopus
"Simmons Dick B., Ellis Newton C., Escamilla Terry D.","Manager associate",1993,"IEEE Transactions on Knowledge and Data Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027612165&doi=10.1109%2f69.224195&partnerID=40&md5=d47d8ac61a55016b4338cfa2e70ec863",Article,Scopus
"Ansell J.","Reliability: Industrial risk assessment",1992,"Risk: Analysis, Assessment and Management",,,Scopus
"Liang T.-P., Tang M.-J.","VAR Analysis: A Framework for Justifying Strategic Information Systems Projects",1992,"ACM SIGMIS Database","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976657682&doi=10.1145%2f134347.134356&partnerID=40&md5=c9c2b391273068625c9ae5c6f243ff0f",Article,Scopus
"Swanson E.Burton","ORGANIZATIONAL DESIGNS FOR SOFTWARE MAINTENANCE.",1984,"Proceedings of the International Conference on Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021698373&partnerID=40&md5=1ae33110808ae2257825fd8b8ade675c",Conference Paper,Scopus
"Adler S.","Risk-making management",1980,"Business Horizons","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345798528&doi=10.1016%2f0007-6813%2880%2990004-X&partnerID=40&md5=763a99d1c5af1ef358f9566d0f84df9a",Note,Scopus
"Van de Ven A.H.","Designing process studies",2007,"Engaged Scholarship: A Guide for Organizational and Social Research",,,Scopus
"Bartlett J.",[No title available],2002,"Managing Risk for Projects and Programmes",,,Scopus
"DuBois D.A.","Leveraging hidden expertise: Why, when, and how to use cognitive task analysis",2002,"Creating, Implementing, and Managing Effective Training and Development: State-of-the-art Lessons for Practice",,,Scopus
"Matthys N., Shorter J.D.","Electronic resource planning solutions for business processes",2000,"Journal of Computer Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034369421&partnerID=40&md5=29368d7f7225dc7d49e3ed0256fe71c7",Article,Scopus
"Martin A., Chan M.","Information systems project redefinition in New Zealand: Will we ever learn?",1996,"Australian Computer Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037636878&partnerID=40&md5=208467bed0efb1e72b43a0675a6aadca",Article,Scopus
"Alabi G.A.",[No title available],1994,"Case Study of Effectiveness of Informatics Policy Instruments in Africa: Nigeria",,,Scopus
"Neo B.S., Leong K.S.","Managing risks in information technology projects: A case study of TradeNet",1994,"Journal of Information Technology Management",,,Scopus
"Markoff J.","Flaw undermines accuracy of Pentium chips",1994,"New York Times",,,Scopus
"Ireland J., Ryan T.",[No title available],1993,"Equity Settlement in London: Its Importance to London as a Financial Centre",,,Scopus
"Sauer C.","Understanding support - Lessons from a case study",1993,"Australian Journal of Information Systems",,,Scopus
"Kindel S.","The computer that ate the company",1992,"Financial World",,,Scopus
"Sherer Susan A.","Measuring the risk of software failure. A financial application",1989,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024934643&partnerID=40&md5=2114dcce9ec12893ff94e431f01d9248",Conference Paper,Scopus
"Edwards B.","Project sponsors: Their contribution to effective IT implementation",1989,"The Oxford/PA Conference",,,Scopus
"Stahl M.J.",[No title available],1989,"Strategic Executive Decisions",,,Scopus
"Mookerjee A.S.",[No title available],1988,"Global Electronic Wholesale Banking Delivery-system Structure",,,Scopus
"Beath C.M.",[No title available],1986,"Managing the User Relationship in Management Information Systems Projects: A Transaction Governance Approach",,,Scopus
"Hanley T.H., Rosenberg J.M., D'Arista C.A., Mitchell N.A.",[No title available],1985,"Technology in Banking: A Path to Competitive Advantage",,,Scopus
"Naumann J.D., Jenkins A.M., Wetherbe J.C.",[No title available],1983,"The Information Requirements Determination Contingency Model: An Empirical Investigation",,,Scopus
"Ciborra C.U., Bracchi G.","Systems Development and Auditing in Turbulent Contexts-towards a new participative approach",1983,"Information Systems Auditing",,,Scopus
"Standish Group S.G.",[No title available],2005,"Chaos Rising",,,Scopus
"Rothstein H.",[No title available],2002,"Neglected Risk Regulation: The Institutional Attenuation Problem, Centre for Analysis of Risk and Regulation",,,Scopus
"Johnson J.",[No title available],2000,"Chaos in the New Millennium: the Ghost of Christmas Future",,,Scopus
"Sato R.","Quick Iterative Process Prototyping: A Bridge over the Gap between ERP and Business Process Reengineering",2000,"4th Pacific Asia Conference on Information Sytems",,,Scopus
"Chapman C., Ward S.","Managing risk",2000,"Gower Handbook of Project Management",,,Scopus
"British Standards Institute",[No title available],2000,"Project Management-Part 1: Guide to Project Management",,,Scopus
"Gordon P.","To err is human, to estimate, divine",1999,"Information Week",,,Scopus
"Smethurst J., Kawalek P.","Structured methodology usage in ERP implementation projects: An empirical investigation",1999,"Proceedings of the Americas Conference on Information Systems (ACIS)",,,Scopus
"Graham R.","Managing the project management process in Aerospace and Construction: A comparative approach",1999,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033078318&doi=10.1016%2fS0263-7863%2897%2900072-0&partnerID=40&md5=4f7b42b8b1650a0dfb0169ad64a4a840",Article,Scopus
"Krasner H.","Looking over the legal edge at unsuccessful software projects",1998,"Cutter IT Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3643128621&partnerID=40&md5=53e8ca93ae37a0d09c83a14e9fce537e",Article,Scopus
"Arthur J.D., Nance R.E.","Independent verification and validation: a missing link in simulation methodology?",1996,"Winter Simulation Conference Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030416041&partnerID=40&md5=9daf2f0b52d988cd0689f30e6987fd02",Conference Paper,Scopus
"Caldwell B.","Client-server: Can it be saved?",1996,"Information Week",,,Scopus
"Schmidt R., Lyytinen K., Keil M., Cule P.",[No title available],1996,"Identifying Software Project Risks: An International Delphi Study",,,Scopus
"Heeks R.","Building software industries in Africa",1996,"Information Technology in Developing Countries",,,Scopus
