Authors,Title,Year,Source title,Link,Document Type,Source
"Theoharidou M., Kokolakis S., Karyda M., Kiountouzis E.","The insider threat to information systems and the effectiveness of ISO17799",2005,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644470542&doi=10.1016%2fj.cose.2005.05.002&partnerID=40&md5=57ce622a1413369c2af9a319f98f314d",Article,Scopus
"Schwartz R.D., Orleans S.","On legal sanctions",1967,"University of Chicago Law Review",,,Scopus
"Hollinger R.C., Clark J.P.","Deterrence in the workplace: perceived certainty, perceived severity, and employee theft.",1983,"Social forces; a scientific medium of social study and interpretation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020985537&doi=10.1093%2fsf%2f62.2.398&partnerID=40&md5=a7b78d2e1342cf806b97c7344d24fb45",Article,Scopus
"Saks A.M., Belcourt M.","An investigation of training activities and transfer of training in organizations",2006,"Human Resource Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845700812&doi=10.1002%2fhrm.20135&partnerID=40&md5=cf4e120b8fb041021e1af35450ebd846",Article,Scopus
"Gopal R.D., Sanders G.L.","International Software Piracy: Analysis of Key Issues and Impacts",1998,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032245475&doi=10.1287%2fisre.9.4.380&partnerID=40&md5=d761b17d9570568127e7f610f3614171",Article,Scopus
"Raymond L.","Organizational context and information systems success: A contingency approach",1989,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449781351&partnerID=40&md5=6cd80115549829915f03667a1af62c7a",Article,Scopus
"Grasmick H.G., Bryjak G.J.","The deterrent effect of perceived severity of punishment",1980,"Social Forces",,,Scopus
"Loch K.D., Conger S.","Evaluating Ethical Decision Making and Computer Use",1996,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030194196&doi=10.1145%2f233977.233999&partnerID=40&md5=751bacb3390d08b5db1f2392f64813f6",Article,Scopus
"Gefen D., Rose G.M., Warkentin M., Pavlou P.A.","Cultural diversity and trust in IT adoption: A comparison of potential e-voters in the USA and South Africa",2005,"Journal of Global Information Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10444257965&doi=10.4018%2fjgim.2005010103&partnerID=40&md5=9481b6b314b9b9dbd8c55ed3e0a9570d",Review,Scopus
"Tittle C.R., Ward D.A., Grasmick H.G.","Gender, age, and crime/deviance: A challenge to self-control theory",2003,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141959198&doi=10.1177%2f0022427803256074&partnerID=40&md5=1a5901413d0c84bb9571b24a8211c0c2",Article,Scopus
"Pogarsky G.","Projected offending and contemporaneous rule-violation: Implications for heterotypic continuity",2004,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642602843&doi=10.1111%2fj.1745-9125.2004.tb00515.x&partnerID=40&md5=9b8c60690e56de146c3e6f3f1c4414d1",Review,Scopus
"Cromwell P., Thurman Q.","The devil made me do it: Use of neutralizations by shoplifters",2003,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142040643&doi=10.1080%2f713840271&partnerID=40&md5=59ee272f261cfc8f69d90a8d4ca92be5",Article,Scopus
"Leonard L.N.K., Cronan T.P., Kreie J.","What influences IT ethical behavior intentions - Planned behavior, reasoned action, perceived importance, or individual characteristics?",2004,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544362187&doi=10.1016%2fj.im.2003.12.008&partnerID=40&md5=e0ef76ab96dc72875be66535649a2a36",Article,Scopus
"Sims R.R., Cheng H.K., Teegen H.","Toward a profile of student software piraters",1996,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030215265&doi=10.1007%2fBF00381852&partnerID=40&md5=71ac22f9841a68864a38c46363f46eab",Article,Scopus
"Goodhue D.L., Straub D.W.","Security concerns of system users. A study of perceptions of the adequacy of security",1991,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001823869&doi=10.1016%2f0378-7206%2891%2990024-V&partnerID=40&md5=3fb8d0566101eff8ceb6a9d6e31e9885",Article,Scopus
"Silberman M.","Toward a theory of criminal deterrence",1976,"American Sociological Review",,,Scopus
"Posthumus S., Von Solms R.","A framework for the governance of information security",2004,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644289334&doi=10.1016%2fj.cose.2004.10.006&partnerID=40&md5=124445ca47472622f978a77ce5dcf792",Article,Scopus
"Rivis A., Sheeran P.","Social influences and the theory of planned behaviour: Evidence for a direct relationship between prototypes and young people's exercise behaviour",2003,"Psychology and Health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141575421&doi=10.1080%2f0887044032000069883&partnerID=40&md5=9bba9c41a7122eaf21f6b7fa9a87f098",Article,Scopus
"Glass R.S., Wood W.A.","Situational determinants of software piracy: An equity theory perspective",1996,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030295452&doi=10.1007%2fBF00412817&partnerID=40&md5=dd83d67b561d2f28290d90eb2a1f45f1",Article,Scopus
"Higgins G.E.","Can low self-control help with the understanding of the software piracy problem?",2005,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-11144230997&doi=10.1080%2f01639620490497947&partnerID=40&md5=2987e5eea45ea90bc31dc802cfa6cbbe",Article,Scopus
"Thong J.Y.L., Yap C.-S.","Testing an ethical decision-making theory: The case of softlifting",1998,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032223746&doi=10.1080%2f07421222.1998.11518203&partnerID=40&md5=bee9a5eece92feb034a012b3393ff224",Article,Scopus
"MacCoun R.J.","Drugs and the law: A psychological analysis of drug prohibition",1993,"Psychological Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027604382&doi=10.1037%2f0033-2909.113.3.497&partnerID=40&md5=5aeaa7d9ad69a48a455ec1d17d14fc11",Article,Scopus
"Krohn M.D., Skinner W.F., Massey J.L., Akers R.L.","Social learning theory and adolescent cigarette smoking: A longitudinal study",1985,"Social Problems",,,Scopus
"Witte A.D., Woodbury D.F.","The effect of tax laws and tax administration on tax compliance: The case of the U.S. individual income tax",1985,"National Tax Journal",,,Scopus
"Tyler T.R., Callahan P.E., Frost J.","Armed, and dangerous (?): Motivating rule adherence among agents of social control",2007,"Law and Society Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547155502&doi=10.1111%2fj.1540-5893.2007.00304.x&partnerID=40&md5=a2c9a1762f19b87e5df919655d1dfd51",Article,Scopus
"Whitman M.E.","In defense of the realm: Understanding the threats to information security",2004,"International Journal of Information Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242265154&doi=10.1016%2fj.ijinfomgt.2003.12.003&partnerID=40&md5=c10e3f7c98128892476c1c14689efbca",Article,Scopus
"Gautam T., Van Dick R., Wagner U.","Organizational identification and organizational commitment: Distinct aspects of two related concepts",2004,"Asian Journal of Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10844286475&doi=10.1111%2fj.1467-839X.2004.00150.x&partnerID=40&md5=846a3ed0362a6507206baa4bb3a5aba2",Review,Scopus
"Kwong K.K., Yau O.H.M., Lee J.S.Y., Sin L.Y.M., Tse A.C.B.","The Effects of Attitudinal and Demographic Factors on Intention to Buy Pirated CDs: The Case of Chinese Consumers",2003,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347931701&doi=10.1023%2fA%3a1026269003472&partnerID=40&md5=ec3ce4e4ea9ee3b9fc7024a11b97da63",Article,Scopus
"d'Astous A., Colbert F., Montpetit D.","Music piracy on the web - How effective are anti-piracy arguments? Evidence from the theory of planned behaviour",2005,"Journal of Consumer Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144483083&doi=10.1007%2fs10603-005-8489-5&partnerID=40&md5=93da95a92e716eb2e035fc29a8a25a91",Article,Scopus
"Piquero N.L., Tibbetts S.G., Blankenship M.B.","Examining the role of differential association and techniques of neutralization in explaining corporate crime",2005,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14544279756&doi=10.1080%2f01639620590881930&partnerID=40&md5=37d5f24bf08681c7172041396fef271e",Review,Scopus
"Young K.S., Case C.J.","Internet Abuse in the Workplace: New Trends in Risk Management",2004,"Cyberpsychology and Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442328997&doi=10.1089%2f109493104322820174&partnerID=40&md5=cb43d8fe2828467509e12fd318722afe",Article,Scopus
"Lee J., Lee Y.","A holistic model of computer abuse within organizations",2002,"Information Management & Computer Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036064934&doi=10.1108%2f09685220210424104&partnerID=40&md5=c731f002ca91623f49f8d35f525b687f",Article,Scopus
"Agnew R.","Testing the leading crime theories: An alternative strategy focusing on motivational processes",1995,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028811312&doi=10.1177%2f0022427895032004001&partnerID=40&md5=3312953d9843edfc3815b48cb1bcfe65",Article,Scopus
"Braithwaite J.",[No title available],2005,"Markets in Vice, Markets in Virtue",,,Scopus
"Agnew R.","Why do they do it? an examination of the intervening mechanisms between “social control” variables and delinquency",1993,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027163518&doi=10.1177%2f0022427893030003001&partnerID=40&md5=f64530dbcbc962f1c41d25eca6509578",Article,Scopus
"Klepper S., Nagin D.","Tax compliance and perceptions of the risks of detection and criminal prosecution",1989,"Law and Society Review",,,Scopus
"May P.J.","Regulation and Compliance Motivations: Examining Different Approaches",2005,"Public Administration Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12344338198&doi=10.1111%2fj.1540-6210.2005.00428.x&partnerID=40&md5=a1b2b71eb14cbdfece8c7b788787b737",Review,Scopus
"Green D.E.","Measures of illegal behavior in individual-level deterrence research",1989,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024467471&doi=10.1177%2f0022427889026003004&partnerID=40&md5=9f18ae3dbfae5c69af7693be0ac7668c",Article,Scopus
"Limayem M., Khalifa M., Chin W.W.","Factors motivating software piracy: A longitudinal study",2004,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-7744223580&doi=10.1109%2fTEM.2004.835087&partnerID=40&md5=9f91c9a8813a28c8a2af5df72085d28f",Article,Scopus
"Magklaras G.B., Furnell S.M.","Insider threat prediction tool: Evaluating the probability of IT misuse",2001,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036173202&doi=10.1016%2fS0167-4048%2802%2900109-8&partnerID=40&md5=1a8c50d1aee6423de61238d6ace9cada",Note,Scopus
"Cole S.","The growth of scientific knowledge: Theories of deviance as a case study",1975,"The Idea of Social Structure: Papers in Honor of Robert K. Merton",,,Scopus
"ELSTAT (Hellenic Statistical Authority)","Population Census 2011",2011,"Population Census 2011",,,Scopus
"Baskerville R., Siponen M.","An information security meta-policy for emergent organizations",2002,"Logistics Information Management",,,Scopus
"Parker D.B.",[No title available],1976,"Crime by Computer",,,Scopus
"Von Solms R., Von Solms B.","From policies to culture",2004,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942564710&doi=10.1016%2fj.cose.2004.01.013&partnerID=40&md5=cb1c1eff7653d33faade9623c14bcbf6",Article,Scopus
"Wagner S.C., Sanders G.L.","Considerations in ethical decision-making and software piracy",2001,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035217408&doi=10.1023%2fA%3a1006415514200&partnerID=40&md5=78bea034004a26933204496054fbeb75",Article,Scopus
"Grasmick H.G., Bursik R.J., Jr., Kinsey K.A.","Shame and embarrassment as deterrents to noncompliance with the law: The Case of an Antilittering Campaign",1991,"Environment and Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965905104&doi=10.1177%2f0013916591232006&partnerID=40&md5=4b01cd6e0ce45e3a784fc42956499ef4",Article,Scopus
"Ernst, Young",[No title available],2004,"Global Information Security Survey 2004",,,Scopus
"Furnell S.M., Bryant P., Phippen A.D.","Assessing the security perceptions of personal Internet users",2007,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447503284&doi=10.1016%2fj.cose.2007.03.001&partnerID=40&md5=2852e6c64899e109a40c2154c7893b88",Article,Scopus
"Lau V.C.S., Au W.T., Ho J.M.C.","A qualitative and quantitative review of antecedents of counterproductive behavior in organizations",2003,"Journal of Business and Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042573985&doi=10.1023%2fA%3a1025035004930&partnerID=40&md5=ffdbca6bf2d99bcb6ac8db501fda52e2",Review,Scopus
"Wood J.A., Longenecker J.G., McKinney J.A., Moore C.W.","Ethical attitudes of students and business professionals: A study of moral reasoning",1988,"Journal of Business Ethics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000459707&doi=10.1007%2fBF00381828&partnerID=40&md5=89807f4a758e78f4b50766f836ebbf2f",Article,Scopus
"Pee L.G., Woon I.M.Y., Kankanhalli A.","Explaining non-work-related computing in the workplace: A comparison of alternative models",2008,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40249114674&doi=10.1016%2fj.im.2008.01.004&partnerID=40&md5=49a4072ea8f8677d068fe25b2f446139",Article,Scopus
"Reed G.E., Yeager P.C.","Organizational offending and neoclassical criminology: Challenging the reach of a general theory of crime",1996,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040304844&doi=10.1111%2fj.1745-9125.1996.tb01211.x&partnerID=40&md5=2b8e38eade579880670aa44c59a1e951",Article,Scopus
"Nagin D.S., Pogarsky G.","Time and punishment: Delayed consequences and criminal behavior",2004,"Journal of Quantitative Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10344220567&doi=10.1007%2fs10940-004-5866-1&partnerID=40&md5=31f67f714d4518a4f19557a22a2cffd0",Article,Scopus
"Paternoster R., Simpson S.","A rational choice theory of corporate crime",1993,"Advances in Criminological Theory: Routine Activity and Rational Choice",,,Scopus
"Dubin J.A., Wilde L.L.","An empirical analysis of federal income tax auditing and compliance",1988,"National Tax Journal",,,Scopus
"Jarvenpaa S.L., Ives B.","Information technology and corporate strategy: A view from the top",1990,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001366346&doi=10.1287%2fisre.1.4.351&partnerID=40&md5=3135aeb7fbd350e4d620a50c0b9ae564",Article,Scopus
"Besen S.M., Kirby S.N.","Private copying, appropriability, and optimal copying royalties",1989,"Journal of Law and Economics",,,Scopus
"Siponen M., Pahnila S., Mahmood A.","Employees' adherence to information security policies: An empirical study",2007,"IFIP International Federation for Information Processing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248967046&doi=10.1007%2f978-0-387-72367-9_12&partnerID=40&md5=7a863a3da56ae0bee1c84a39253fcd73",Conference Paper,Scopus
"Straub Jr. D.W., Collins R.W.","Key information liability issues facing managers: Software piracy, proprietary databases, and individual rights to privacy",1990,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349102510&doi=10.2307%2f248772&partnerID=40&md5=ab1b195d1c980333a681b72102034b1e",Article,Scopus
"Olson J.S., Olson G.M.","i2i trust in e-commerce",2000,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002458906&doi=10.1145%2f355112.355121&partnerID=40&md5=847b8349c94f7835a2c4a00945502253",Article,Scopus
"Urbaczewski A., Jessup L.M.","Does electronic monitoring of employee internet usage work?",2002,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344755343&doi=10.1145%2f502269.502303&partnerID=40&md5=a490ef820e5c6f865dd61b26291c7dc5",Article,Scopus
"Makkai T., Braithwaite J.","The dialectics of corporate deterrence",1994,"Journal of Research in Crime and Delinquency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028018950&doi=10.1177%2f0022427894031004001&partnerID=40&md5=b5273c941fab2b750d6b361622c3f40c",Article,Scopus
"Solomon S.L., O'Brien J.A.","The effect of demographic factors on attitudes toward software piracy",1990,"Journal of Computer Information Systems",,,Scopus
"Strelan P., Boeckmann R.J.","Why drug testing in elite sport does not work: perceptual deterrence theory and the role of personal moral beliefs",2006,"Journal of Applied Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750902762&doi=10.1111%2fj.0021-9029.2006.00135.x&partnerID=40&md5=632aa1d7fa593a73b8ddf31f5627813a",Article,Scopus
"Gattiker U.E., Kelley H.","Morality and Computers: Attitudes and Differences in Moral Judgments",1999,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005766289&doi=10.1287%2fisre.10.3.233&partnerID=40&md5=17d08d8a3f3c979bebf80c39a3dd2552",Article,Scopus
"Hollinger R.C.","Neutralizing in the workplace: An empirical analysis of property theft and production deviance",1991,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928836007&doi=10.1080%2f01639625.1991.9967872&partnerID=40&md5=49a83ea09873a2b7619c2cb764d99132",Article,Scopus
"Von Solms B.","Information security - A multidimensional discipline",2001,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034814690&doi=10.1016%2fS0167-4048%2801%2900608-3&partnerID=40&md5=9822d1a6acc2c2f4398ee6aabc5edb6b",Note,Scopus
"Parker D.B.",[No title available],1981,"Computer Security Management",,,Scopus
"Siponen M., Iivari J.","Six design theories for IS security policies and guidelines",2006,"Journal of the Association for Information Systems",,,Scopus
"Hinduja S.","Trends and patterns among online software pirates",2003,"Ethics and Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12744275983&doi=10.1023%2fA%3a1024910523384&partnerID=40&md5=43e68b545e7d43370d6fe6d8dea2aa0b",Article,Scopus
"Eliason S.L., Dodder R.A.","Techniques of neutralization used by deer poachers in the western united states: A research note",1999,"Deviant Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033164070&doi=10.1080%2f016396299266489&partnerID=40&md5=6f42c4d5270cc02ebd599751a48b1571",Article,Scopus
"Chiricos T.G., Waldo G.P.","Punishment and crime: An examination of some empirical evidence",1970,"Social Problems",,,Scopus
"Bagozzi R.P.",[No title available],1994,"Advanced Methods of Marketing Research",,,Scopus
"Dhillon G., Moores S.","Computer crimes: Theorizing about the enemy within",2001,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035658603&doi=10.1016%2fS0167-4048%2801%2900813-6&partnerID=40&md5=202f469a637b6b61c298a500e5037348",Note,Scopus
"Hoffer J.A., Straub D.W.","The 9 to 5 underground: Are you policing computer crimes?",1989,"Sloan Management Review",,,Scopus
"Higgins G.E., Makin D.A.","Does social learning theory condition the effects of low self-control on college students' software piracy?",2004,"Journal of Economic Crime Management",,,Scopus
"Tibbetts S.G., Myers D.L.","Low self-control, rational choice, and student test cheating",1999,"American Journal of Criminal Justice",,,Scopus
"Trevino L.K.","Experimental approaches to studying ethical-unethical behavior in organizations",1992,"Business Ethics Quarterly",,,Scopus
"Baskerville R.","Risk analysis: An interpretive feasibility tool in justifying information systems security",1991,"European Journal of Information Systems",,,Scopus
"Dubin J.A., Graetz M.J., Wilde L.L.","The effect of audit rates on the federal individual income tax, 1977-1986",1990,"National Tax Journal",,,Scopus
"THURMAN Q.C., JOHN C.ST., RIGGS L.","Neutralization and Tax Evasion: How Effective Would a Moral Appeal Be in Improving Compliance to Tax Laws?",1984,"Law & Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994985184&doi=10.1111%2fj.1467-9930.1984.tb00329.x&partnerID=40&md5=39ca03d6fbfb3de62fe3ae028c58dcc7",Article,Scopus
"Backhouse J., Dhillon G.","Structures of responsibility and security of information systems",1996,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344459955&doi=10.1057%2fejis.1996.7&partnerID=40&md5=b036f919a11e500fb6df20475dfcfd37",Article,Scopus
"Piquero N.L., Exum M.L., Simpson S.S.","Integrating the desire-for-control and rational choice in a corporate crime context",2005,"Justice Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844606454&doi=10.1080%2f07418820500089034&partnerID=40&md5=7d5e554b172969dc5ba50c5ccad3147f",Article,Scopus
"Von Solms R.","Information security management: Why standards are important",1999,"Information Management and Computer Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001897127&doi=10.1108%2f09685229910255223&partnerID=40&md5=a7a17f54613da109142b2719c7b0e3ca",Article,Scopus
"Murdock K.","Intrinsic motivation and optimal incentive contracts",2002,"RAND Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036993613&doi=10.2307%2f3087479&partnerID=40&md5=822835a1b753ddc7df9ef1f69db9d64a",Article,Scopus
"Torkzadeh R., Pflughoeft K., Hall L.","Computer self-efficacy, training effectiveness and user attitudes: An empirical study",1999,"Behaviour and Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032671610&doi=10.1080%2f014492999119039&partnerID=40&md5=9d30939174f096349e9c242e64d98be0",Article,Scopus
"Lapierre J., Filiatrault P., Chebat J.-C.","Value strategy rather than quality strategy: A case of business-to-business professional services",1999,"Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033148488&doi=10.1016%2fS0148-2963%2897%2900223-3&partnerID=40&md5=fc2eb887bf432762de3ecdcd941fcf4a",Article,Scopus
"Alder G.S., Noel T.W., Ambrose M.L.","Clarifying the effects of Internet monitoring on job attitudes: The mediating role of employee trust",2006,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749617452&doi=10.1016%2fj.im.2006.08.008&partnerID=40&md5=bb53981d32754e17ec228878d9e18a9d",Article,Scopus
"LaRose R., Lai Y.-J., Lange R., Love B., Wu Y.","Sharing or piracy? An exploration of downloading behavior",2005,"Journal of Computer-Mediated Communication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744589568&doi=10.1111%2fj.1083-6101.2006.tb00301.x&partnerID=40&md5=bb4d8f3d29ffa6840a5b0616ad4003f4",Article,Scopus
"Eining M.M., Christensen A.L.","A psycho-social model of software piracy: The development and test of a model",1991,"Ethical Issues in Information Systems",,,Scopus
"Murphy K.","Enforcing Tax Compliance: To Punish or Persuade?",2008,"Economic Analysis and Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75349083104&doi=10.1016%2fS0313-5926%2808%2950009-9&partnerID=40&md5=ce11a8db25957566d5016c2152adf74f",Article,Scopus
"Stanley M.A.","Cognitive Processes in Health Enhancement: Investigation of a Combined Protection Motivation and Self-Efficacy Model",1986,"Basic and Applied Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942798526&doi=10.1207%2fs15324834basp0702_2&partnerID=40&md5=94634921b012c068de0b4f721b76b9c1",Article,Scopus
"Costello B.J., Vowell P.R.","Testing control theory and differential association: A reanalysis of the Richmond Youth Project data",1999,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041033341&doi=10.1111%2fj.1745-9125.1999.tb00506.x&partnerID=40&md5=5c492906e0c4b3b848d6fc0b98b97d02",Article,Scopus
"Christensen A.L., Eining M.M.","Factors influencing software piracy: Implications for accountants",1991,"Journal of Information Systems",,,Scopus
"NAGIN D.S., PATERNOSTER R.","THE PREVENTIVE EFFECTS OF THE PERCEIVED RISK OF ARREST: TESTING AN EXPANDED CONCEPTION OF DETERRENCE",1991,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984369672&doi=10.1111%2fj.1745-9125.1991.tb01080.x&partnerID=40&md5=409bed69a786e4f9d13013e8b165855f",Article,Scopus
"Puhakainen P.","A Design Theory for Information Security Awareness",2006,"A Design Theory for Information Security Awareness",,,Scopus
"Burkett S.R., Jensen E.L.","Conventional Ties, Peer Influence, and the Fear of Apprehension: a Study of Adolescent Marijuana Use",1975,"Sociological Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995164777&doi=10.1111%2fj.1533-8525.1975.tb00966.x&partnerID=40&md5=826cad14531d17f4d5955138390efe2d",Article,Scopus
"Leonard L.N.K., Cronan T.P.","Illegal, inappropriate, and unethical behavior in an information technology context: A study to explain influences",2001,"Journal of the Association for Information Systems",,,Scopus
"Dhillon G.","Managing and controlling computer misuse",1999,"Information Management and Computer Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007551808&doi=10.1108%2f09685229910292664&partnerID=40&md5=e5870ad8193e033717ba7136ca864d92",Article,Scopus
"Higgins G.E., Makin D.A.","Self-control, deviant peers, and software piracy",2004,"Psychological Reports","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12344305644&doi=10.2466%2fpr0.95.3.921-931&partnerID=40&md5=16eb4926fc327f9c07d38e379b122bef",Article,Scopus
"Furnell S.M., Dowland P.S., Illingworth H.M., Reynolds P.L.","Authentication and supervision: A survey of user attitudes",2000,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033633028&doi=10.1016%2fS0167-4048%2800%2906027-2&partnerID=40&md5=11177430a14598a1b9900d2c48afd350",Note,Scopus
"HOLLINGER R.C., LANZA‐KADUCE L.","THE PROCESS OF CRIMINALIZATION: THE CASE OF COMPUTER CRIME LAWS",1988,"Criminology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023846187&doi=10.1111%2fj.1745-9125.1988.tb00834.x&partnerID=40&md5=96576e2c53417bb8b62f31930f590639",Article,Scopus
"Van Koppen B., Moriarty P., Boelee E.","Multiple-use water services to advance the millennium development goals",2006,"Multiple-use Water Services to Advance the Millennium Development Goals",,,Scopus
"Furnell S.M., Gennatou M., Dowland P.S.","A prototype tool for information security awareness and training",2002,"Logistics Information Management",,,Scopus
"Melamed S., Rabinowitz S., Feiner M., Weisberg E., Ribak J.","Usefulness of the protection motivation theory in explaining hearing protection device use among male industrial workers",1996,"Health Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030138734&doi=10.1037%2f0278-6133.15.3.209&partnerID=40&md5=07e8166ad8df527f8c4b1cb765619f71",Article,Scopus
"Post G.V., Kagan A.","Evaluating information security tradeoffs: Restricting access can interfere with user tasks",2007,"Computers and Security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248334263&doi=10.1016%2fj.cose.2006.10.004&partnerID=40&md5=78436d8049ed4aef170a92d9998f47b3",Article,Scopus
"Workman M., Gathegi J.","Punishment and ethics deterrents: A study of insider security contravention",2007,"Journal of the American Society for Information Science and Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846344673&doi=10.1002%2fasi.20474&partnerID=40&md5=951de20004ef7fde398e421095279d83",Article,Scopus
"Kreie J., Cronan T.P.","How Men and Women View Ethics",1998,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032155964&doi=10.1145%2f285070.285084&partnerID=40&md5=7f4e0265c9ba78cd565b698da65cf19d",Article,Scopus
"Kandel D.B., Treiman D., Faust R., Single E.","Adolescent involvement in legal and illegal drug use: a multiple classification analysis",1976,"SOC.FORCES","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017214429&doi=10.2307%2f2576234&partnerID=40&md5=feaa3e7e8b6d9eac55fdb7d9a31821d1",Article,Scopus
"Nagin D.S.","Deterrence and incapacitation",1998,"The Handbook of Crime and Punishment",,,Scopus
"George J.F.","Computer-based monitoring: Common perceptions and empirical results",1996,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000249403&doi=10.2307%2f249564&partnerID=40&md5=5809f51da6912d0541ac483a9cbba0d2",Article,Scopus
