Authors,Title,Year,Source title,Link,Document Type,Source
"Schwartz E.S., Zozaya-Gorostiza C.","Investment under uncertainty in information technology: Acquisition and development projects",2003,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037284628&doi=10.1287%2fmnsc.49.1.57.12753&partnerID=40&md5=958231cb53484c1bba5989a7752f66a0",Article,Scopus
"Ross J.W., Beath C.M.","Beyond the business case: New approaches to it investment",2002,"MIT Sloan Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039737886&partnerID=40&md5=6e3707c448269b21cf41c4df2f5a4b83",Article,Scopus
"Sabherwal R., King W.R.","An empirical taxonomy of the decision-making processes concerning strategic applications of information systems",1995,"Journal of Management Information Systems",,,Scopus
"Butler R.","Time in organizations: Its Experience, Explanations and Effects",1995,"Organization Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970532364&doi=10.1177%2f017084069501600601&partnerID=40&md5=1f242ab2f379eea14db2fc654a80b98d",Article,Scopus
"Avolio B.J., Sosik J.J., Kahai S.S., Baker B.","E-leadership: Re-examining transformations in leadership source and transmission",2014,"Leadership Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892509090&doi=10.1016%2fj.leaqua.2013.11.003&partnerID=40&md5=3f50d0e88656debd0a992bf7b22675cd",Review,Scopus
"Berente N., Yoo Y.","Institutional contradictions and loose coupling: Postimplementation of NASA's enterprise information system",2012,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871272136&doi=10.1287%2fisre.1110.0373&partnerID=40&md5=d17907c3b90a5ddf12e1d8184567083b",Article,Scopus
"Smaczny T.","Is an alignment between business and information technology the appropriate paradigm to manage IT in today's organisations?",2001,"Management Decision","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986132017&doi=10.1108%2fEUM0000000006521&partnerID=40&md5=bcacaac4c4f940fcc08fe783767d8cbb",Article,Scopus
"Bryson J.M., Bromiley P.","Critical factors affecting the planning and implementation of major projects",1993,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989152397&doi=10.1002%2fsmj.4250140502&partnerID=40&md5=ce8e62e7c09455b421b791cdb33144a5",Article,Scopus
"Alexander L.D.","Successfully implementing strategic decisions",1985,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022073090&doi=10.1016%2f0024-6301%2885%2990161-X&partnerID=40&md5=690a0434e29b166805683823be60bc1c",Article,Scopus
"Maes R., Rijsenbrij D., Truijens O., Goedvolk H.","Redefining business-IT alignment through a unified framework",2000,"Redefining Business-IT Alignment Through a Unified Framework",,,Scopus
"Bartelsman E.J., Caballero R.J., Lyons R.K.","Customer- and supplier-driven externalities",1994,"American Economic Review",,,Scopus
"Peppard J., Galliers R.D., Thorogood A.","Information systems strategy as practice: Micro strategy and strategizing for IS",2014,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896390068&doi=10.1016%2fj.jsis.2014.01.002&partnerID=40&md5=745b689a6f2cae7484218a1d8d11dfc7",Editorial,Scopus
"Basu V., Hartono E., Lederer A.L., Sethi V.","The impact of organizational commitment, senior management involvement, and team involvement on strategic information systems planning",2002,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036567885&doi=10.1016%2fS0378-7206%2801%2900115-X&partnerID=40&md5=63f08428e9b30bfa29f69bab8cb2da0f",Article,Scopus
"Roepke R., Agarwal R., Ferratt T.W.","Aligning the IT human resource with business vision: The leadership initiative at 3M",2000,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001338577&doi=10.2307%2f3250941&partnerID=40&md5=ae0f15359b49165013def9d92d7e38c1",Article,Scopus
"Teo T.S.H., King W.R.","Assessing the impact of integrating business planning and IS planning",1996,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030234954&doi=10.1016%2fS0378-7206%2896%2901076-2&partnerID=40&md5=b87c2bcabf63abbd6f7474ba505725fa",Article,Scopus
"Ramamurthy K., Premkumar G.","Determinants and Outcomes of Electronic Data Interchange Diffusion",1995,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029406442&doi=10.1109%2f17.482083&partnerID=40&md5=d11ce37607c2082e8b659ec52d6c25ad",Article,Scopus
"Clemons E.K., Weber B.W.","Strategic information technology investments: Guidelines for decision making",1990,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010007726&doi=10.1080%2f07421222.1990.11517887&partnerID=40&md5=f1d67302064ad86a9967e4b02c4dc2cf",Article,Scopus
"Loveman G.W.","An assessment of the productivity impact on information technologies, MIT Management in the 1990s Working Paper No. 88-054",1988,"An Assessment of the Productivity Impact of Information Technologies",,,Scopus
"Wagner E.L., Newell S., Piccoli G.","Understanding project survival in an ES environment: A sociomaterial practice perspective",2010,"Journal of the Association for Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955114253&doi=10.17705%2f1jais.00227&partnerID=40&md5=ebe65b5f51f7f2e9ca6bc6cf064c8d90",Article,Scopus
"D'Adderio L.","Crafting the virtual prototype: How firms integrate knowledge and capabilities across organisational boundaries",2001,"Research Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035587204&doi=10.1016%2fS0048-7333%2801%2900159-7&partnerID=40&md5=9cab38d43066eb15119b8550610d88d7",Article,Scopus
"Gelman J.R., Salop S.C.","Judo economics: Capacity limitation and coupon competition",1983,"Bell Journal of Economics",,,Scopus
"Ravishankar M.N., Pan S.L., Leidner D.E.","Examining the strategic alignment and implementation success of a KMS: A subculture-based multilevel analysis",2011,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955829324&doi=10.1287%2fisre.1080.0214&partnerID=40&md5=deb40c4fe2404bb3e7a653e02d089139",Article,Scopus
"Weitzel T., Beimborn D., König W.","A unified economic model of standard diffusion: The impact of standardization cost, network effects, and network topology",2006,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845435182&doi=10.2307%2f25148770&partnerID=40&md5=05a125ea7d70238a6576710f5eb87fab",Article,Scopus
"O'Regan N., Ghobadian A., Gallear D.","In search of the drivers of high growth in manufacturing SMEs",2006,"Technovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044473681&doi=10.1016%2fj.technovation.2005.05.004&partnerID=40&md5=65dea360c5188faad8e578bf7605a447",Article,Scopus
"Keen P.G.W.","Relevance and rigor in information systems research: Improving quality, confidence, cohesion and impact",1991,"Information Systems Research: Contemporary Approaches and Emergent Traditions",,,Scopus
"Epstein L.G.","Decision making and the temporal resolution of uncertainty",1980,"International Economic Review",,,Scopus
"Kern T., Kreijger J., Willcocks L.","Exploring ASP as sourcing strategy: Theoretical perspectives, propositions for practice",2002,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867941962&doi=10.1016%2fS0963-8687%2802%2900004-5&partnerID=40&md5=0a6513b6a0e1ae6783916be7a4c6f61a",Article,Scopus
"Lee H., Liebenau J.","Time in organizational studies: Towards a new research direction",1999,"Organization Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010742602&doi=10.1177%2f0170840699206006&partnerID=40&md5=ed0756bc14db883828761d4a40690570",Article,Scopus
"Ghemawat P., Del Sol P.","Commitment versus flexibility?",1998,"California Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032381870&doi=10.2307%2f41165963&partnerID=40&md5=8cf1c0d1f875b54972166755f0ab9e36",Review,Scopus
"Vitale M.R., Ives B., Beath C.M.","Linking information technology and corporate strategy: An organizational view",1986,"Proceedings of the Seventh International Conference on Information Systems",,,Scopus
"Tanriverdi H., Konana P., Ge L.","The choice of sourcing mechanisms for business processes",2007,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349127915&doi=10.1287%2fisre.1070.0129&partnerID=40&md5=c5169b22cf7ac50635fa31bda51520ef",Article,Scopus
"Zack M.H.","Rethinking the knowledge-based organization",2003,"MIT Sloan Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2642511740&partnerID=40&md5=ad78b0a6d3d8f5d331d007dac6476143",Article,Scopus
"Ghemawat P.","Market incumbency and technological inertia",1991,"Marketing Science",,,Scopus
"Yetton P.W., Bottger P.C.","Individual versus group problem solving: An empirical test of a best-member strategy",1982,"Organizational Behavior and Human Performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002566721&doi=10.1016%2f0030-5073%2882%2990248-3&partnerID=40&md5=772d2d365df4dee399d103db3923b9a2",Article,Scopus
"Mason E.S.","The current state of the monopoly problem in the United States",1949,"Harvard Law Review",,,Scopus
"Kasunic M.","Designing an Effective Survey",2005,"Designing An Effective Survey",,,Scopus
"Lawrence D.B.",[No title available],1999,"The Economic Value of Information",,,Scopus
"Floyd S.W., Wooldridge B.","Path analysis of the relationship between competitive strategy, information technology, and financial performance",1990,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651168513&doi=10.1080%2f07421222.1990.11517880&partnerID=40&md5=46444068127107ffa124a53850cc0c04",Article,Scopus
"Lee A.S., Hubona G.S.","A scientific basis for rigor in information systems research",2009,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66449132021&doi=10.2307%2f20650291&partnerID=40&md5=3650507a1e734dfbe90d26d660c592ef",Article,Scopus
"Seidl D.","General strategy concepts and the ecology of strategy discourses: A systemic-discursive perspective",2007,"Organization Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846598893&doi=10.1177%2f0170840606067994&partnerID=40&md5=1b9a4efd0725fa9be005eff32fc8c428",Article,Scopus
"Galliers R.D., Leidner D.E.",[No title available],2003,"Strategic Information Management: Challenges and Strategies in Managing Information Systems",,,Scopus
"Bayus B.L., Jain S., Rao A.G.","Truth or consequences: An analysis of vaporware and new product announcements",2001,"Journal of Marketing Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035530171&doi=10.1509%2fjmkr.38.1.3.18834&partnerID=40&md5=9ec018695f4c31a9d84f752e9f61f1da",Article,Scopus
"Banker R.D., Kauffman R.J.","Reuse and productivity in integrated computer-aided software engineering: An empirical study",1991,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349163770&doi=10.2307%2f249649&partnerID=40&md5=f07e6c5bcf10697c0845f5e1f602b6c5",Article,Scopus
"Woodard C.J., Ramasubbu N., Tschang F.T., Sambamurthy V.","Design capital and design moves: The logic of digital business strategy",2013,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876877345&doi=10.25300%2fMISQ%2f2013%2f37.2.10&partnerID=40&md5=ba7761fe8457442dd7cb18b5888ebb14",Article,Scopus
"Dong L., Neufeld D., Higgins C.","Top management support of enterprise systems implementations",2009,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949231243&doi=10.1057%2fjit.2008.21&partnerID=40&md5=00ddf7a24ad0e1799f0003048669d816",Article,Scopus
"Mendelson H., Pillai R.R.","Clockspeed and Informational Response: Evidence from the Information Technology Industry",1998,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032250282&doi=10.1287%2fisre.9.4.415&partnerID=40&md5=4032590a87a08568facc9011b7900402",Article,Scopus
"Pinsonneault A., Rivard S.","Information technology and the nature of managerial work: From the productivity paradox to the Icarus paradox?",1998,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000540192&doi=10.2307%2f249667&partnerID=40&md5=49a27235d13b672af693b3427736d5c0",Article,Scopus
"Lefebvre L.A., Mason R., Lefebvre É.","The influence prism in SMEs: The power of CEOs' perceptions on technology policy and its organizational impacts",1997,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031165711&doi=10.1287%2fmnsc.43.6.856&partnerID=40&md5=18c7e280da5b084ab4d66df5873ac0d5",Article,Scopus
"Davenport T.H.","The fad that forgot people",1995,"Fast Company",,,Scopus
"Johnson A.M., Lederer A.L.","CEO/CIO mutual understanding, strategic alignment, and the contribution of IS to the organization",2010,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949310643&doi=10.1016%2fj.im.2010.01.002&partnerID=40&md5=21f9a837b7a1c253d19b797467601cc8",Article,Scopus
"Levina N., Vaast E.","Turning a community into a market: A practice perspective on information technology use in boundary spanning",2006,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748624626&doi=10.2753%2fMIS0742-1222220402&partnerID=40&md5=d68dfa024d6e562e05a2ca3e75f91a01",Article,Scopus
"Grover V., Segars A.H.","An empirical evaluation of stages of strategic information systems planning: Patterns of process design and effectiveness",2005,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18544366993&doi=10.1016%2fj.im.2004.08.002&partnerID=40&md5=13728e71d0f24d02864840eb984fd504",Article,Scopus
"Ward J., Peppard J.","Reconciling the IT/business relationship: A troubled marriage in need of guidance",1996,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003164034&doi=10.1016%2fS0963-8687%2896%2980022-9&partnerID=40&md5=92e4e6b75e0802b37dc10af370d58844",Article,Scopus
"Baldwin C.Y., Clark K.B.","Modularity in the design of complex engineering systems",2006,"Understanding Complex Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349436132&doi=10.1007%2f3-540-32834-3_9&partnerID=40&md5=6eed4cdf34fe3e474b749492bef42763",Article,Scopus
"Pearce J.A., Robinson R.B.",[No title available],2009,"Formulation, Implementation, and Control of Competitive Strategy",,,Scopus
"Venkatraman N.","Five steps to a dot-com strategy: How to find your footing on the web",2000,"Sloan Management Review",,,Scopus
"Day G.S., Schoemaker P.J.H.","Avoiding the pitfalls of emerging technologies",2000,"California Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034418832&doi=10.2307%2f41166030&partnerID=40&md5=d842eb861c3100b64dbc0c67e85e04f7",Article,Scopus
"Howe J.","Crowdsourcing",2008,"Crowdsourcing",,,Scopus
"Barczak G., Sultan F., Hultink E.J.","Determinants of IT usage and new product performance",2007,"Journal of Product Innovation Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248834625&doi=10.1111%2fj.1540-5885.2007.00274.x&partnerID=40&md5=17c9d92f095a4cac6fe75efc365086a1",Article,Scopus
"Rawski T.G.","Chinese industrial reform: accomplishments, prospects, and implications",1994,"American Economic Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028605049&partnerID=40&md5=dd505619a9e7e2007922dede52a8277f",Article,Scopus
"El Sawy O.A.","The IS Core IX: The 3 Faces of IS Identity: Connection, Immersion, and Fusion",2003,"Communications of the AIS",,,Scopus
"Symeonidis G.","Comparing Cournot and Bertrand equilibria in a differentiated duopoly with product R&D",2003,"International Journal of Industrial Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867957549&doi=10.1016%2fS0167-7187%2802%2900052-8&partnerID=40&md5=fb2cb40f5bc17c4701366b8368f497d5",Article,Scopus
"Feeny D.","Making business sense of the: E-opportunity",2001,"MIT Sloan Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002706332&partnerID=40&md5=3fc859807ed785c72781f64c8ad788a0",Article,Scopus
"Sabherwal R.","The relationship between information system planning sophistication and information system success: An empirical assessment",1999,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033435725&doi=10.1111%2fj.1540-5915.1999.tb01604.x&partnerID=40&md5=b029c578f6ffb711cbd117694ad26fdc",Article,Scopus
"Shrivastava P.","Rigor and practical usefulness of research in strategic management",1987,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989126600&doi=10.1002%2fsmj.4250080107&partnerID=40&md5=167075897c81eda12daf8529983332b0",Article,Scopus
"OECD","High-growth enterprises: what governments can do to make a difference",2010,"High-Growth Enterprises: What Governments Can Do to Make a Difference",,,Scopus
"Tan F.B., Gallupe R.B.","Aligning business and information systems thinking: A cognitive approach",2006,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646060387&doi=10.1109%2fTEM.2006.872243&partnerID=40&md5=31b067087b0ca7eaf92e974b3aa85496",Article,Scopus
"Ross J.W., Westerman G.","Preparing for utility computing: The role of IT architecture and relationship management",2004,"IBM Systems Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842423769&doi=10.1147%2fsj.431.0005&partnerID=40&md5=9ef69d2dd89a11c8148628cc8fbadfb4",Review,Scopus
"Grover V., Fiedler K., Teng J.","Empirical Evidence on Swanson's Tri-Core Model of Information Systems Innovation",1997,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031524058&doi=10.1287%2fisre.8.3.273&partnerID=40&md5=4c8a9ee982a3401af9b9ef7ddd6d71c1",Article,Scopus
"Raymond L., Paré G., Bergeron F.","Matching information technology and organizational structure: An empirical study with implications for performance",1995,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974871172&doi=10.1057%2fejis.1995.2&partnerID=40&md5=0342625002362ab0706bedc2d865701f",Article,Scopus
"Seddon P.B., Lewis G.P., Freeman P., Shanks G.","The case for viewing business models as abstractions of strategy",2004,"Communications of the Association for Information Systems",,,Scopus
"Allee V.","The value evolution:Addressing larger implications of an intellectual capital and intangibles perspective",2000,"Journal of Intellectual Capital","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986100105&doi=10.1108%2f14691930010371627&partnerID=40&md5=3afd565d966efe1349394451865db90c",Article,Scopus
"Kraemer K.L., Dedrick J., Yamashiro S.","Refining and extending the business model with information technology: Dell computer corporation",2000,"Information Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034339962&doi=10.1080%2f019722400128293&partnerID=40&md5=231529fcbdfe8d4410dde241e26317c8",Article,Scopus
"Ghemawat P.","Commitment",1991,"Commitment",,,Scopus
"Gerow J.E., Thatcher J.B., Grover V.","Six types of IT-business strategic alignment: An investigation of the constructs and their measurement",2015,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940972559&doi=10.1057%2fejis.2014.6&partnerID=40&md5=df0f3394bc11017a43709441d5fb1f62",Article,Scopus
"Brynjolfsson E., Milgrom P.","Complementarity in Organizations",2012,"The Handbook of Organizational Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901411589&partnerID=40&md5=c2a3c4316fe0156bdef6e91aecd3ff84",Book Chapter,Scopus
"Souitaris V., Maestro B.M.M.","Polychronicity in top management teams: The impact on strategic decision processes and performance of new technology ventures",2010,"Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952209808&doi=10.1002%2fsmj.831&partnerID=40&md5=a2bbda10d6f37bb097383bb8e142937a",Article,Scopus
"Levy M., Powell P.","Strategies for Growth in SMEs",2005,"Strategies for Growth in SMEs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013956248&doi=10.1016%2fB978-0-7506-6351-9.X5000-1&partnerID=40&md5=a78092c90236625118b69c5653e9a224",Book,Scopus
"Downes L., Nunes P.F.","Big-bang disruption",2013,"Harvard Business Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873897454&partnerID=40&md5=245631f733dcabbd45dbe1afd7fbfd77",Note,Scopus
"Hoppe H.C.","Second-mover advantages in the strategic adoption of new technology under uncertainty",2000,"International Journal of Industrial Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034409893&doi=10.1016%2fs0167-7187%2898%2900020-4&partnerID=40&md5=eae04b41051abaee91e47adfd9e13ce6",Article,Scopus
"Walsham G., Waema T.","Information Systems Strategy and Implementation: A Case Study of a Building Society",1994,"ACM Transactions on Information Systems (TOIS)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028408489&doi=10.1145%2f196734.196744&partnerID=40&md5=e4100f53aab7f04d52822a8c72db824a",Article,Scopus
"Clemons E.K., Kimbrough S.O.","Information systems, telecommunications, and their effects on industrial organization",1986,"Proceedings of the Seventh International Conference on Information Systems",,,Scopus
"Vitale M.R.","The growing risks of information systems success",1986,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249089094&doi=10.2307%2f249185&partnerID=40&md5=930b7be9b09282baac9069e03c660ee8",Article,Scopus
"Esade M., McKelvey B.","Integrating modernist and postmodernist perspectives on organizations: A complexity science bridge",2010,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953337353&doi=10.5465%2famr.35.3.zok415&partnerID=40&md5=57430ee528fc67d31dec9f8a1d578b22",Review,Scopus
"Kathuria R., Joshi M.P., Porth S.J.","Organizational alignment and performance: Past, present and future",2007,"Management Decision","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247115562&doi=10.1108%2f00251740710745106&partnerID=40&md5=92766ee6382b4e532f7a60c7cd1c1e77",Article,Scopus
"King W.R.","How effective is your Information Systems planning?",1988,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45449123718&doi=10.1016%2f0024-6301%2888%2990111-2&partnerID=40&md5=06c0af462121370ad8e6c1a227296390",Article,Scopus
"Neo B.S.","Factors facilitating the use of Information Technology for competitive advantage: An exploratory study",1988,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024104702&doi=10.1016%2f0378-7206%2888%2990045-6&partnerID=40&md5=e8013106003903e96037b02e9322e84b",Article,Scopus
"Taminiau Y., Smit W., de Lange A.","Innovation in management consulting firms through informal knowledge sharing",2009,"Journal of Knowledge Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749109887&doi=10.1108%2f13673270910931152&partnerID=40&md5=8c3b29f5fbf0a3a15bb167c7941b5c02",Article,Scopus
"Preston D.S., Chen D., Leidner D.E.","Examining the antecedents and consequences of CIO strategic decision-making authority: An empirical study",2008,"Decision Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649131237&doi=10.1111%2fj.1540-5915.2008.00206.x&partnerID=40&md5=eeea463582df528a70cfdc4d6a1b6bb7",Article,Scopus
"Weill P., Ross J.W.",[No title available],2004,"IT Governance",,,Scopus
"Jarvenpaa S.L., Ives B.","Information technology and corporate strategy: A view from the top",1990,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001366346&doi=10.1287%2fisre.1.4.351&partnerID=40&md5=3135aeb7fbd350e4d620a50c0b9ae564",Article,Scopus
"Hambrick D.C., Cannella A.A.","Strategy implementation as substance and selling",1989,"Academy of Management Executive",,,Scopus
"Watson H.J., Fuller C., Ariyachandra T.","Data warehouse governance: Best practices at Blue Cross and Blue Shield of North Carolina",2004,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544299410&doi=10.1016%2fj.dss.2003.06.001&partnerID=40&md5=7a8a35d0dea51105e4b948c0eed62c04",Article,Scopus
"Yannis Bakos J., Kemerer C.F.","Recent applications of economic theory in information Technology research",1992,"Decision Support Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026912319&doi=10.1016%2f0167-9236%2892%2990024-J&partnerID=40&md5=ef7c583ce141c973eac15283d4bf2785",Article,Scopus
"Barua A., Kriebel C.H., Mukhopadhyay T.","An economic analysis of strategic information technology investments",1991,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0008104699&doi=10.2307%2f249643&partnerID=40&md5=ed5fb007db7eb6d0f3763cd68dad9c78",Article,Scopus
"Feller J., Finnegan P., Hayes J., O'Reilly P.","'Orchestrating' sustainable crowdsourcing: A characterisation of solver brokerages",2012,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866728879&doi=10.1016%2fj.jsis.2012.03.002&partnerID=40&md5=c5e90f95e87b377d53ceb2e5aaae5dfe",Article,Scopus
"McDaniel Jr. R.R., Lanham H.J., Anderson R.A.","Implications of complex adaptive systems theory for the design of research on health care organizations",2009,"Health Care Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650973669&doi=10.1097%2fHMR.0b013e31819c8b38&partnerID=40&md5=4503b80c4258d67fab6451a938d9a13c",Article,Scopus
"Goodman L.A.","Kolmogorov-Smirnov tests for psychological research",1954,"Psychological Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147185472&doi=10.1037%2fh0060275&partnerID=40&md5=d6d2cbbc8cf8d6cade83575902a0fc63",Article,Scopus
"Beccalli E.","Does IT investment improve bank performance? Evidence from Europe",2007,"Journal of Banking and Finance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249683796&doi=10.1016%2fj.jbankfin.2006.10.022&partnerID=40&md5=671022bbbe02176e8584185e09bce824",Article,Scopus
"Crocker K.J.","Regulation and administered contracts revisited: Lessons from transaction-cost economics for public utility regulation",1996,"Journal of Regulatory Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21844501095&doi=10.1007%2fBF00134817&partnerID=40&md5=e3a9a0bbdda96aa616635ba130ad7aa1",Article,Scopus
"Sawy O.A.E., Amsinck H., Kræmmergaard P., Vinther A.L.","How LEGO built the foundations and enterprise capabilities for digital leadership",2016,"MIS Quarterly Executive","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011977579&partnerID=40&md5=f221916c3db8a2c07bbc5b3e06d14a64",Article,Scopus
"Xue L., Ray G., Gu B.","Environmental uncertainty and IT infrastructure governance: A curvilinear relationship",2011,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960704008&doi=10.1287%2fisre.1090.0269&partnerID=40&md5=2525de15cadfc2f70d61ba4b95cab78f",Article,Scopus
"Chi L., Ravichandran T., Andrevski G.","Information technology, network structure, and competitive action",2010,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957326889&doi=10.1287%2fisre.1100.0296&partnerID=40&md5=d8c969f60fd265faff695c5f5cc4ceed",Article,Scopus
"Watson R.T.","Influences on the IS manager's perceptions of key issues: Information scanning and the relationship with the CEO",1990,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942683862&doi=10.2307%2f248780&partnerID=40&md5=e6515847127167d9eb1fca7e6741db39",Article,Scopus
"Westerman G., Bonnet D., McAfee A.","The nine elements of digital transformation",2014,"MIT Sloan Management Review",,,Scopus
"Nevo S., Wade M.","Firm-level benefits of IT-enabled resources: A conceptual extension and an empirical assessment",2011,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955247665&doi=10.1016%2fj.jsis.2011.08.001&partnerID=40&md5=4f9eb5e1ec399172534f2fa2ac8e8963",Article,Scopus
"Chen D.Q., Preston D.S., Xia W.","Antecedents and effects of CIO supply-side and demand-side leadership: A staged maturity model",2010,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955014670&doi=10.2753%2fMIS0742-1222270110&partnerID=40&md5=f541333c4050362a8d4c95985a83f7d3",Conference Paper,Scopus
"Tallon P.P., Kraemer K.L.","Fact or fiction? A sensemaking perspective on the reality behind executives' perceptions of IT business value",2007,"Journal of Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548116260&doi=10.2753%2fMIS0742-1222240101&partnerID=40&md5=d62176aa2a2fa20e4e3d181a751e8447",Article,Scopus
"Neal A., West M.A., Patterson M.G.","Do organizational climate and competitive strategy moderate the relationship between human resource management and productivity?",2005,"Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23644448774&doi=10.1177%2f0149206304272188&partnerID=40&md5=07907508a5cd941530fb3b82e298730a",Article,Scopus
